time_s,board_in,t79_2_secondary,q79_3_g1,q79_3_g2,q79_3_drain,q79_3_source
9.0055854e-05,-5.50293403e-05,-0.216140025,0.585205013,1.72657435,3.45656965,1.73538738
9.0056854e-05,-5.96610187e-05,-0.214307586,0.585770623,1.70594063,3.45659929,1.73538735
9.0057854e-05,-6.41019244e-05,-0.211790797,0.586511099,1.68540122,3.45662847,1.73538731
9.0058854e-05,-6.83378571e-05,-0.208597792,0.587424051,1.6650218,3.45665707,1.73538728
9.0059854e-05,-7.2355272e-05,-0.204738856,0.588506542,1.6448675,3.45668496,1.73538724
9.0060854e-05,-7.6141323e-05,-0.200226387,0.589755095,1.62500276,3.45671222,1.73538721
9.0061854e-05,-7.96839037e-05,-0.195074862,0.591165706,1.60549108,3.45673919,1.73538718
9.0062854e-05,-8.29716863e-05,-0.189300785,0.592733858,1.58639485,3.45676616,1.73538715
9.0063854e-05,-8.59941579e-05,-0.182922635,0.594454531,1.56777511,3.45679338,1.73538711
9.0064854e-05,-8.87416536e-05,-0.175960807,0.596322226,1.5496914,3.45682103,1.73538708
9.0065854e-05,-9.12053882e-05,-0.168437549,0.598330973,1.53220151,3.45684929,1.73538705
9.0066854e-05,-9.33774835e-05,-0.160376885,0.600474358,1.51536137,3.45687829,1.73538702
9.0067854e-05,-9.5250994e-05,-0.151804547,0.602745539,1.49922482,3.45690815,1.73538699
9.0068854e-05,-9.6819929e-05,-0.142747885,0.60513727,1.48384344,3.45693894,1.73538695
9.0069854e-05,-9.80792716e-05,-0.133235786,0.607641923,1.4692664,3.45697071,1.73538692
9.0070854e-05,-9.9024995e-05,-0.12329858,0.61025151,1.45554031,3.45700346,1.73538689
9.0071854e-05,-9.9654075e-05,-0.112967945,0.612957713,1.44270904,3.45703719,1.73538686
9.0072854e-05,-9.99645001e-05,-0.102276806,0.615751907,1.43081363,3.45707187,1.73538683
9.0073854e-05,-9.99552778e-05,-0.0912592322,0.618625187,1.41989208,3.45710739,1.73538681
9.0074854e-05,-9.96264374e-05,-0.079950328,0.621568398,1.40997933,3.45714362,1.73538678
9.0075854e-05,-9.89790306e-05,-0.0683861244,0.624572162,1.40110706,3.45718045,1.73538675
9.0076854e-05,-9.80151274e-05,-0.0566034643,0.62762691,1.39330364,3.45721773,1.73538672
9.0077854e-05,-9.67378101e-05,-0.0446398863,0.63072291,1.386594,3.45725528,1.7353867
9.0078854e-05,-9.51511629e-05,-0.0325335065,0.633850296,1.38099961,3.4572929,1.73538667
9.0079854e-05,-9.32602595e-05,-0.0203228984,0.636999104,1.37653834,3.45733036,1.73538664
9.0080854e-05,-9.10711461e-05,-0.00804697118,0.640159301,1.37322446,3.45736745,1.73538662
9.0081854e-05,-8.85908227e-05,0.00425515265,0.643320815,1.37106855,3.4574039,1.73538659
9.0082854e-05,-8.58272203e-05,0.0165442612,0.646473568,1.37007752,3.45743946,1.73538657
9.0083854e-05,-8.27891761e-05,0.0287811765,0.649607509,1.37025453,3.45747386,1.73538654
9.0084854e-05,-7.94864043e-05,0.0409268788,0.652712645,1.37159901,3.45750683,1.73538652
9.0085854e-05,-7.59294659e-05,0.0529426294,0.655779073,1.37410667,3.45753809,1.7353865
9.0086854e-05,-7.21297348e-05,0.0647900938,0.658797007,1.37776948,3.45756736,1.73538648
9.0087854e-05,-6.80993609e-05,0.0764314628,0.661756818,1.38257574,3.45759438,1.73538645
9.0088854e-05,-6.38512318e-05,0.0878295724,0.664649055,1.38851008,3.45761887,1.73538643
9.0089854e-05,-5.93989313e-05,0.0989480224,0.667464482,1.39555353,3.45764057,1.73538641
9.0090854e-05,-5.47566962e-05,0.109751291,0.670194104,1.40368357,3.45765924,1.73538639
9.0091854e-05,-4.99393706e-05,0.120204851,0.672829196,1.41287421,3.45767463,1.73538637
9.0092854e-05,-4.49623583e-05,0.130275274,0.675361332,1.42309606,3.45768654,1.73538635
9.0093854e-05,-3.9841574e-05,0.139930346,0.67778241,1.43431646,3.45769476,1.73538633
9.0094854e-05,-3.45933918e-05,0.14913916,0.68008468,1.44649952,3.45769911,1.73538631
9.0095854e-05,-2.92345934e-05,0.157872226,0.682260768,1.4596063,3.45769945,1.73538629
9.0096854e-05,-2.37823143e-05,0.166101559,0.6843037,1.47359489,3.45769565,1.73538627
9.0097854e-05,-1.82539885e-05,0.173800769,0.686206924,1.48842058,3.45768761,1.73538626
9.0098854e-05,-1.26672936e-05,0.180945151,0.687964331,1.50403597,3.45767528,1.73538624
9.0099854e-05,-7.04009366e-06,0.187511762,0.689570276,1.52039114,3.45765863,1.73538622
9.0100854e-05,-1.39038223e-06,0.193479494,0.691019596,1.53743381,3.45763766,1.7353862
9.0101854e-05,4.2637751e-06,0.198829149,0.692307625,1.55510948,3.45761243,1.73538619
9.0102854e-05,9.90429853e-06,0.203543494,0.693430213,1.57336165,3.45758301,1.73538617
9.0103854e-05,1.55131519e-05,0.207607323,0.694383735,1.59213197,3.45754954,1.73538615
9.0104854e-05,2.10724002e-05,0.211007506,0.695165109,1.61136044,3.45751217,1.73538614
9.0105854e-05,2.65642673e-05,0.213733033,0.695771799,1.63098558,3.45747112,1.73538612
9.0106854e-05,3.19711921e-05,0.21577505,0.696201831,1.65094465,3.45742662,1.7353861
9.0107854e-05,3.72758856e-05,0.21712689,0.696453794,1.67117385,3.45737897,1.73538609
9.0108854e-05,4.24613853e-05,0.217784096,0.696526848,1.69160851,3.4573285,1.73538607
9.0109854e-05,4.751111e-05,0.217744436,0.696420726,1.71218329,3.45727557,1.73538605
9.0110854e-05,5.24089128e-05,0.217007913,0.696135736,1.73283244,3.45722059,1.73538604
9.0111854e-05,5.71391322e-05,0.215576767,0.695672759,1.75348992,3.45716398,1.73538602
9.0112854e-05,6.16866431e-05,0.213455467,0.695033249,1.77408971,3.45710623,1.735386
9.0113854e-05,6.60369041e-05,0.210650702,0.694219227,1.79456594,3.45704783,1.73538599
9.0114854e-05,7.01760048e-05,0.207171356,0.693233275,1.81485317,3.45698931,1.73538597
9.0115854e-05,7.409071e-05,0.203028484,0.692078527,1.83488652,3.45693121,1.73538595
9.0116854e-05,7.7768502e-05,0.198235278,0.690758662,1.85460197,3.45687411,1.73538594
9.0117854e-05,8.11976207e-05,0.192807022,0.689277891,1.87393649,3.45681825,1.73538592
9.0118854e-05,8.4367101e-05,0.186761047,0.687640942,1.89282825,3.45676369,1.7353859
9.0119854e-05,8.72668083e-05,0.180116676,0.685853047,1.91121687,3.45671054,1.73538588
9.0120854e-05,8.98874703e-05,0.172895159,0.683919925,1.92904356,3.45665894,1.73538587
9.0121854e-05,9.22207073e-05,0.165119609,0.681847763,1.94625133,3.45660899,1.73538585
9.0122854e-05,9.42590584e-05,0.156814925,0.679643197,1.96278517,3.45656083,1.73538583
9.0123854e-05,9.59960058e-05,0.148007713,0.677313289,1.97859221,3.45651454,1.73538581
9.0124854e-05,9.74259954e-05,0.138726201,0.674865508,1.99362194,3.45647025,1.73538579
9.0125854e-05,9.85444546e-05,0.129000146,0.672307701,2.00782629,3.45642803,1.73538577
9.0126854e-05,9.93478071e-05,0.118860739,0.669648071,2.02115985,3.45638799,1.73538575
9.0127854e-05,9.98334841e-05,0.108340504,0.666895148,2.03358001,3.4563502,1.73538573
9.0128854e-05,9.99999325e-05,0.0974731932,0.664057765,2.04504706,3.45631473,1.73538571
9.0129854e-05,9.98466201e-05,0.0862936765,0.661145026,2.05552433,3.45628164,1.73538568
9.0130854e-05,9.93740372e-05,0.074837829,0.658166277,2.06497833,3.456251,1.73538566
9.0131854e-05,9.85836948e-05,0.0631424143,0.655131078,2.07337883,3.45622284,1.73538564
9.0132854e-05,9.74781202e-05,0.0512449657,0.652049169,2.08069899,3.4561972,1.73538562
9.0133854e-05,9.60608487e-05,0.0391836639,0.648930439,2.0869154,3.45617412,1.73538559
9.0134854e-05,9.43364119e-05,0.0269972137,0.645784898,2.09200818,3.45615361,1.73538557
9.0135854e-05,9.23103242e-05,0.0147247183,0.642622638,2.09596106,3.45613569,1.73538554
9.0136854e-05,8.99890639e-05,0.00240555203,0.639453803,2.09876139,3.45612035,1.73538552
9.0137854e-05,8.73800538e-05,-0.00992076649,0.63628856,2.10040023,3.4561076,1.73538549
9.0138854e-05,8.44916363e-05,-0.0222147029,0.63313706,2.10087233,3.45609741,1.73538547
9.0139854e-05,8.13330475e-05,-0.0344368349,0.630009409,2.10017619,3.45608978,1.73538544
9.0140854e-05,7.79143874e-05,-0.0465479797,0.626915632,2.09831403,3.45608466,1.73538541
9.0141854e-05,7.42465874e-05,-0.0585093206,0.623865646,2.0952918,3.45608202,1.73538538
9.0142854e-05,7.03413758e-05,-0.0702825325,0.620869223,2.09111916,3.45608182,1.73538536
9.0143854e-05,6.62112399e-05,-0.081829905,0.61793596,2.08580946,3.456084,1.73538533
9.0144854e-05,6.18693863e-05,-0.0931144642,0.615075249,2.07937967,3.4560885,1.7353853
9.0145854e-05,5.73296984e-05,-0.104100092,0.612296246,2.07185035,3.45609526,1.73538527
9.0146854e-05,5.26066926e-05,-0.114751639,0.609607841,2.06324555,3.4561042,1.73538524
9.0147854e-05,4.77154711e-05,-0.125035044,0.607018632,2.0535928,3.45611524,1.73538521
9.0148854e-05,4.26716741e-05,-0.134917435,0.604536894,2.04292295,3.45612831,1.73538518
9.0149854e-05,3.74914298e-05,-0.144367239,0.602170555,2.03127011,3.4561433,1.73538515
9.0150854e-05,3.21913024e-05,-0.15335428,0.599927172,2.01867153,3.45616012,1.73538511
9.0151854e-05,2.67882399e-05,-0.161849879,0.597813902,2.0051675,3.45617867,1.73538508
9.0152854e-05,2.1299519e-05,-0.16982694,0.595837484,1.99080117,3.45619884,1.73538505
9.0153854e-05,1.57426905e-05,-0.177260039,0.594004216,1.97561849,3.45622053,1.73538502
9.0154854e-05,1.0135523e-05,-0.184125503,0.592319936,1.95966797,3.45624363,1.73538498
9.0155854e-05,4.49594614e-06,-0.190401485,0.590790001,1.94300063,3.456268,1.73538495
9.0156854e-05,-1.15800705e-06,-0.196068031,0.589419274,1.92566974,3.45629354,1.73538492
9.0157854e-05,-6.80825737e-06,-0.201107146,0.588212105,1.9077307,3.45632011,1.73538488
9.0158854e-05,-1.24367376e-05,-0.205502845,0.587172323,1.88924087,3.4563476,1.73538485
9.0159854e-05,-1.80254499e-05,-0.209241207,0.586303216,1.87025935,3.45637586,1.73538482
9.0160854e-05,-2.35565239e-05,-0.212310415,0.585607529,1.85084683,3.45640478,1.73538478
9.0161854e-05,-2.90122733e-05,-0.214700792,0.58508745,1.83106537,3.4564342,1.73538475
9.0162854e-05,-3.43752527e-05,-0.216404833,0.584744608,1.8109782,3.45646401,1.73538471
9.0163854e-05,-3.96283136e-05,-0.217417223,0.584580064,1.79064954,3.45649406,1.73538468
9.0164854e-05,-4.47546585e-05,-0.217734858,0.584594311,1.77014439,3.45652422,1.73538465
9.0165854e-05,-4.97378954e-05,-0.217356846,0.584787271,1.74952828,3.45655435,1.73538461
9.0166854e-05,-5.456209e-05,-0.216284516,0.585158296,1.72886714,3.45658432,1.73538458
9.0167854e-05,-5.92118163e-05,-0.214521404,0.585706173,1.70822701,3.45661398,1.73538454
9.0168854e-05,-6.36722063e-05,-0.212073249,0.586429125,1.68767388,3.45664321,1.73538451
9.0169854e-05,-6.79289974e-05,-0.208947966,0.587324817,1.66727345,3.45667187,1.73538448
9.0170854e-05,-7.19685781e-05,-0.205155626,0.588390367,1.64709094,3.45669983,1.73538444
9.0171854e-05,-7.57780313e-05,-0.200708415,0.589622352,1.62719087,3.45672714,1.73538441
9.0172854e-05,-7.93451759e-05,-0.195620602,0.59101682,1.60763686,3.45675411,1.73538438
9.0173854e-05,-8.26586056e-05,-0.18990849,0.592569306,1.58849143,3.45678106,1.73538434
9.0174854e-05,-8.57077253e-05,-0.183590361,0.59427484,1.56981578,3.45680822,1.73538431
9.0175854e-05,-8.84827851e-05,-0.17668642,0.596127969,1.55166961,3.4568358,1.73538428
9.0176854e-05,-9.09749114e-05,-0.16921873,0.598122771,1.53411095,3.45686397,1.73538425
9.0177854e-05,-9.31761355e-05,-0.16121114,0.600252876,1.51719592,3.45689287,1.73538422
9.0178854e-05,-9.50794186e-05,-0.152689214,0.602511484,1.5009786,3.45692261,1.73538418
9.0179854e-05,-9.66786749e-05,-0.143680141,0.604891389,1.48551084,3.45695328,1.73538415
9.0180854e-05,-9.79687904e-05,-0.134212658,0.607384999,1.47084208,3.45698492,1.73538412
9.0181854e-05,-9.89456399e-05,-0.124316954,0.609984363,1.45701922,3.45701754,1.73538409
9.0182854e-05,-9.96060999e-05,-0.114024575,0.612681195,1.44408645,3.45705114,1.73538406
9.0183854e-05,-9.99480584e-05,-0.103368324,0.615466898,1.43208511,3.45708571,1.73538403
9.0184854e-05,-9.99704219e-05,-0.0923821593,0.618332596,1.42105358,3.45712113,1.735384
9.0185854e-05,-9.96731191e-05,-0.081101087,0.621269157,1.41102712,3.45715726,1.73538398
9.0186854e-05,-9.90571005e-05,-0.0695610489,0.624267225,1.40203778,3.45719401,1.73538395
9.0187854e-05,-9.81243359e-05,-0.0577988109,0.627317249,1.3941143,3.45723123,1.73538392
9.0188854e-05,-9.68778079e-05,-0.0458518466,0.63040951,1.387282,3.45726875,1.73538389
9.0189854e-05,-9.53215025e-05,-0.0337582189,0.633534156,1.38156275,3.45730635,1.73538387
9.0190854e-05,-9.34603961e-05,-0.0215564604,0.636681233,1.3769748,3.45734383,1.73538384
9.0191854e-05,-9.13004398e-05,-0.00928545173,0.63984071,1.37353284,3.45738095,1.73538382
9.0192854e-05,-8.88485403e-05,0.0030157009,0.64300252,1.37124787,3.45741747,1.73538379
9.0193854e-05,-8.61125378e-05,0.0153077893,0.646156584,1.37012718,3.45745312,1.73538377
9.0194854e-05,-8.31011809e-05,0.0275516269,0.649292847,1.37017437,3.45748765,1.73538374
9.0195854e-05,-7.9824099e-05,0.0397081727,0.652401309,1.37138927,3.45752078,1.73538372
9.0196854e-05,-7.62917706e-05,0.0517386546,0.655472054,1.37376802,3.45755222,1.7353837
9.0197854e-05,-7.2515491e-05,0.0636046919,0.658495287,1.37730299,3.45758172,1.73538367
9.0198854e-05,-6.8507335e-05,0.0752684174,0.661461358,1.38198289,3.45760898,1.73538365
9.0199854e-05,-6.42801194e-05,0.0866925973,0.6643608,1.38779276,3.45763375,1.73538363
9.0200854e-05,-5.98473609e-05,0.0978407492,0.667184353,1.39471402,3.45765576,1.73538361
9.0201854e-05,-5.5223234e-05,0.108677258,0.669922996,1.40272455,3.45767476,1.73538359
9.0202854e-05,-5.04225247e-05,0.119167492,0.672567975,1.41179874,3.45769052,1.73538357
9.0203854e-05,-4.54605838e-05,0.129277907,0.675110833,1.42190757,3.45770281,1.73538355
9.0204854e-05,-4.03532777e-05,0.138976161,0.677543436,1.43301872,3.45771143,1.73538353
9.0205854e-05,-3.51169375e-05,0.148231214,0.679857996,1.44509669,3.45771621,1.73538351
9.0206854e-05,-2.97683071e-05,0.157013427,0.6820471,1.45810285,3.45771698,1.73538349
9.0207854e-05,-2.43244892e-05,0.165294659,0.684103733,1.47199562,3.45771363,1.73538347
9.0208854e-05,-1.88028911e-05,0.173048357,0.686021299,1.4867306,3.45770606,1.73538345
9.0209854e-05,-1.32211687e-05,0.180249643,0.687793645,1.50226066,3.4576942,1.73538344
9.0210854e-05,-7.59717016e-06,0.186875391,0.689415077,1.51853618,3.45767802,1.73538342
9.0211854e-05,-1.94887882e-06,0.192904308,0.690880383,1.5355051,3.45765752,1.7353834
9.0212854e-05,3.70564428e-06,0.198316998,0.692184847,1.55311319,3.45763275,1.73538338
9.0213854e-05,9.34831817e-06,0.203096029,0.693324266,1.57130416,3.45760378,1.73538337
9.0214854e-05,1.49610998e-05,0.207225989,0.694294961,1.59001984,3.45757074,1.73538335
9.0215854e-05,2.05260416e-05,0.210693536,0.695093795,1.60920042,3.45753378,1.73538333
9.0216854e-05,2.60253492e-05,0.213487445,0.695718178,1.62878456,3.45749312,1.73538332
9.0217854e-05,3.14414379e-05,0.215598643,0.696166077,1.64870966,3.45744899,1.7353833
9.0218854e-05,3.67569891e-05,0.217020242,0.696436025,1.66891203,3.45740167,1.73538328
9.0219854e-05,4.19550057e-05,0.217747562,0.696527124,1.68932707,3.45735149,1.73538327
9.0220854e-05,4.70188667e-05,0.217778145,0.69643905,1.70988953,3.45729881,1.73538325
9.0221854e-05,5.19323796e-05,0.21711177,0.696172051,1.73053366,3.45724403,1.73538323
9.0222854e-05,5.6679833e-05,0.215750451,0.695726953,1.75119348,3.45718759,1.73538322
9.0223854e-05,6.12460465e-05,0.213698433,0.695105152,1.77180294,3.45712994,1.7353832
9.0224854e-05,6.56164189e-05,0.210962182,0.694308611,1.79229614,3.45707159,1.73538318
9.0225854e-05,6.97769756e-05,0.207550362,0.693339855,1.81260758,3.45701306,1.73538317
9.0226854e-05,7.37144128e-05,0.203473811,0.692201965,1.83267233,3.45695489,1.73538315
9.0227854e-05,7.741614e-05,0.198745507,0.690898565,1.85242624,3.45689765,1.73538313
9.0228854e-05,8.08703206e-05,0.193380525,0.689433811,1.87180615,3.45684165,1.73538312
9.0229854e-05,8.40659095e-05,0.187395992,0.687812382,1.89075012,3.45678695,1.7353831
9.0230854e-05,8.69926883e-05,0.180811033,0.686039458,1.90919758,3.45673366,1.73538308
9.0231854e-05,8.96412985e-05,0.173646707,0.684120711,1.92708955,3.45668188,1.73538306
9.0232854e-05,9.20032707e-05,0.165925942,0.682062282,1.94436885,3.45663176,1.73538304
9.0233854e-05,9.40710524e-05,0.157673461,0.679870761,1.96098022,3.45658341,1.73538303
9.0234854e-05,9.58380315e-05,0.148915701,0.677553169,1.97687056,3.45653693,1.73538301
9.0235854e-05,9.7298558e-05,0.139680729,0.675116936,1.99198907,3.45649242,1.73538299
9.0236854e-05,9.84479616e-05,0.129998154,0.672569869,2.00628742,3.45644999,1.73538297
9.0237854e-05,9.9282567e-05,0.119899026,0.669920139,2.0197199,3.45640973,1.73538295
9.0238854e-05,9.97997055e-05,0.10941574,0.667176244,2.03224356,3.4563717,1.73538292
9.0239854e-05,9.99977234e-05,0.0985819276,0.664346986,2.04381837,3.45633599,1.7353829
9.0240854e-05,9.98759876e-05,0.0874323518,0.661441444,2.05440733,3.45630265,1.73538288
9.0241854e-05,9.94348874e-05,0.076002791,0.658468941,2.06397658,3.45627176,1.73538286
9.0242854e-05,9.86758332e-05,0.0643299244,0.655439017,2.07249553,3.45624334,1.73538284
9.0243854e-05,9.76012521e-05,0.0524512128,0.652361395,2.07993695,3.45621745,1.73538281
9.0244854e-05,9.62145803e-05,0.0404047771,0.64924595,2.08627704,3.4561941,1.73538279
9.0245854e-05,9.45202517e-05,0.0282292745,0.646102681,2.09149554,3.45617333,1.73538277
9.0246854e-05,9.25236843e-05,0.0159637733,0.642941673,2.09557576,3.45615514,1.73538274
9.0247854e-05,9.02312622e-05,0.00364762624,0.639773068,2.09850467,3.45613954,1.73538272
9.0248854e-05,8.76503157e-05,-0.00867965736,0.63660703,2.10027289,3.45612652,1.73538269
9.0249854e-05,8.47890977e-05,-0.0209785392,0.633453714,2.10087477,3.45611608,1.73538266
9.0250854e-05,8.16567572e-05,-0.0332095804,0.630323231,2.10030839,3.45610818,1.73538264
9.0251854e-05,7.82633102e-05,-0.0453335684,0.627225617,2.09857556,3.45610281,1.73538261
9.0252854e-05,7.46196077e-05,-0.0573116445,0.6241708,2.09568182,3.45609992,1.73538258
9.0253854e-05,7.07373008e-05,-0.0691054285,0.621168568,2.09163642,3.45609947,1.73538255
9.0254854e-05,6.66288036e-05,-0.0806771431,0.618228538,2.08645229,3.45610141,1.73538253
9.0255854e-05,6.23072534e-05,-0.0919897351,0.615360123,2.080146,3.45610567,1.7353825
9.0256854e-05,5.7786469e-05,-0.103006995,0.612572504,2.07273772,3.4561122,1.73538247
9.0257854e-05,5.30809059e-05,-0.113693672,0.6098746,2.06425112,3.45612092,1.73538244
9.0258854e-05,4.82056108e-05,-0.124015588,0.607275039,2.05471335,3.45613175,1.73538241
9.0259854e-05,4.3176173e-05,-0.133939749,0.604782129,2.04415488,3.45614461,1.73538238
9.0260854e-05,3.80086746e-05,-0.143434446,0.602403836,2.03260948,3.45615941,1.73538234
9.0261854e-05,3.27196393e-05,-0.152469358,0.600147753,2.02011405,3.45617604,1.73538231
9.0262854e-05,2.73259793e-05,-0.161015652,0.598021079,2.00670854,3.45619442,1.73538228
9.0263854e-05,2.18449415e-05,-0.169046068,0.596030598,1.99243581,3.45621443,1.73538225
9.0264854e-05,1.62940521e-05,-0.17653501,0.594182651,1.97734148,3.45623597,1.73538222
9.0265854e-05,1.06910607e-05,-0.183458625,0.592483124,1.96147381,3.45625892,1.73538218
9.0266854e-05,5.05388345e-06,-0.18979488,0.590937423,1.94488352,3.45628317,1.73538215
9.0267854e-05,-5.99454166e-07,-0.195523627,0.589550462,1.92762366,3.45630859,1.73538212
9.0268854e-05,-6.25087496e-06,-0.200626671,0.588326643,1.90974939,3.45633506,1.73538208
9.0269854e-05,-1.18823079e-05,-0.205087823,0.587269847,1.89131787,3.45636245,1.73538205
9.0270854e-05,-1.74757458e-05,-0.208892951,0.586383418,1.87238802,3.45639064,1.73538202
9.0271854e-05,-2.30133032e-05,-0.212030024,0.585670156,1.85302034,3.45641949,1.73538198
9.0272854e-05,-2.84772729e-05,-0.21448915,0.585132306,1.83327677,3.45644887,1.73538195
9.0273854e-05,-3.38501834e-05,-0.216262603,0.584771553,1.81322041,3.45647864,1.73538191
9.0274854e-05,-3.91148543e-05,-0.217344847,0.584589015,1.79291539,3.45650866,1.73538188
9.0275854e-05,-4.42544511e-05,-0.217732554,0.584585242,1.77242662,3.45653881,1.73538185
9.0276854e-05,-4.92525394e-05,-0.217424609,0.584760214,1.75181959,3.45656895,1.73538181
9.0277854e-05,-5.40931373e-05,-0.216422117,0.585113342,1.7311602,3.45659893,1.73538178
9.0278854e-05,-5.87607665e-05,-0.214728394,0.585643467,1.71051447,3.45662863,1.73538174
9.0279854e-05,-6.32405016e-05,-0.212348956,0.586348871,1.68994842,3.4566579,1.73538171
9.0280854e-05,-6.75180183e-05,-0.209291501,0.587227273,1.66952779,3.45668662,1.73538168
9.0281854e-05,-7.15796387e-05,-0.205565882,0.588275847,1.64931786,3.45671465,1.73538164
9.0282854e-05,-7.54123753e-05,-0.201184076,0.589491223,1.62938325,3.45674201,1.73538161
9.0283854e-05,-7.90039725e-05,-0.196160143,0.590869503,1.60978768,3.45676898,1.73538158
9.0284854e-05,-8.23429458e-05,-0.190510183,0.592406272,1.59059381,3.45679591,1.73538154
9.0285854e-05,-8.54186185e-05,-0.18425228,0.594096611,1.57186298,3.45682302,1.73538151
9.0286854e-05,-8.82211558e-05,-0.177406449,0.595935114,1.55365509,3.45685053,1.73538148
9.0287854e-05,-9.07415962e-05,-0.169994569,0.597915908,1.53602834,3.4568786,1.73538145
9.0288854e-05,-9.29718804e-05,-0.162040312,0.600032664,1.51903909,3.4569074,1.73538141
9.0289854e-05,-9.49048767e-05,-0.153569072,0.602278626,1.50274164,3.45693703,1.73538138
9.0290854e-05,-9.65344043e-05,-0.144607879,0.604646628,1.4871881,3.45696757,1.73538135
9.0291854e-05,-9.78552525e-05,-0.135185316,0.607129115,1.4724282,3.45699908,1.73538132
9.0292854e-05,-9.88631977e-05,-0.125331432,0.609718173,1.45850912,3.45703159,1.73538129
9.0293854e-05,-9.9555017e-05,-0.115077637,0.612405546,1.44547536,3.45706506,1.73538126
9.0294854e-05,-9.99284982e-05,-0.104456616,0.61518267,1.43336858,3.45709951,1.73538123
9.0295854e-05,-9.9982447e-05,-0.0935022128,0.618040694,1.42222749,3.45713482,1.7353812
9.0296854e-05,-9.97166909e-05,-0.082249333,0.620970512,1.41208771,3.45717086,1.73538117
9.0297854e-05,-9.91320797e-05,-0.070733829,0.623962788,1.40298165,3.45720753,1.73538115
9.0298854e-05,-9.82304828e-05,-0.0589923886,0.627007989,1.39493843,3.4572447,1.73538112
9.0299854e-05,-9.70147831e-05,-0.0470624191,0.630096413,1.38798375,3.45728217,1.73538109
9.0300854e-05,-9.5488868e-05,-0.0349819291,0.633218221,1.38213985,3.45731975,1.73538107
9.0301854e-05,-9.36576167e-05,-0.022789409,0.636363465,1.37742542,3.45735724,1.73538104
9.0302854e-05,-9.15268849e-05,-0.0105237097,0.639522123,1.37385552,3.4573944,1.73538101
9.0303854e-05,-8.91034857e-05,0.00177608012,0.642684128,1.37144156,3.45743098,1.73538099
9.0304854e-05,-8.63951684e-05,0.0140707573,0.645839403,1.37019126,3.45746673,1.73538096
9.0305854e-05,-8.3410593e-05,0.0263211279,0.648977888,1.37010862,3.45750138,1.73538094
9.0306854e-05,-8.01593031e-05,0.0384881307,0.652089576,1.37119391,3.45753466,1.73538092
9.0307854e-05,-7.6651695e-05,0.0505329614,0.655164542,1.37344364,3.45756629,1.73538089
9.0308854e-05,-7.28989846e-05,0.0624171947,0.658192977,1.37685064,3.457596,1.73538087
9.0309854e-05,-6.89131717e-05,0.0741029064,0.661165215,1.381404,3.45762351,1.73538085
9.0310854e-05,-6.47070014e-05,0.0855527939,0.66407177,1.38708917,3.45764855,1.73538083
9.0311854e-05,-6.02939233e-05,0.096730294,0.666903358,1.39388797,3.45767087,1.73538081
9.0312854e-05,-5.56880487e-05,0.1075997,0.669650935,1.40177867,3.4576902,1.73538079
9.0313854e-05,-5.09041055e-05,0.118126274,0.672305718,1.41073604,3.45770631,1.73538076
9.0314854e-05,-4.59573908e-05,0.128276361,0.674859218,1.42073144,3.45771898,1.73538074
9.0315854e-05,-4.08637223e-05,0.138017491,0.677303268,1.43173293,3.45772801,1.73538073
9.0316854e-05,-3.56393876e-05,0.147318489,0.679630045,1.44370532,3.45773321,1.73538071
9.0317854e-05,-3.03010919e-05,0.156149571,0.681832096,1.45661035,3.45773442,1.73538069
9.0318854e-05,-2.48659052e-05,0.164482441,0.683902365,1.47040675,3.45773152,1.73538067
9.0319854e-05,-1.93512071e-05,0.172290382,0.685834213,1.48505043,3.45772441,1.73538065
9.0320854e-05,-1.37746313e-05,0.179548344,0.687621442,1.50049456,3.45771301,1.73538063
9.0321854e-05,-8.15400962e-06,0.186233021,0.68925831,1.51668977,3.4576973,1.73538062
9.0322854e-05,-2.50731459e-06,0.192322932,0.690739556,1.53358429,3.45767727,1.7353806
9.0323854e-05,3.14739784e-06,0.197798488,0.692060414,1.55112411,3.45765296,1.73538058
9.0324854e-05,8.79204613e-06,0.202642055,0.693216628,1.56925315,3.45762444,1.73538056
9.0325854e-05,1.44085809e-05,0.206838017,0.694204466,1.58791346,3.45759184,1.73538055
9.0326854e-05,1.99790426e-05,0.21037282,0.695020736,1.60704538,3.4575553,1.73538053
9.0327854e-05,2.54856192e-05,0.213235024,0.695662791,1.62658775,3.45751503,1.73538051
9.0328854e-05,3.09107026e-05,0.215415339,0.696128544,1.64647809,3.45747127,1.7353805
9.0329854e-05,3.62369457e-05,0.216906655,0.696416469,1.66665283,3.45742428,1.73538048
9.0330854e-05,4.14473172e-05,0.217704068,0.696525611,1.68704745,3.4573744,1.73538046
9.0331854e-05,4.65251563e-05,0.217804897,0.696455588,1.70759677,3.45732198,1.73538045
9.0332854e-05,5.14542261e-05,0.217208694,0.696206591,1.72823509,3.45726741,1.73538043
9.0333854e-05,5.62187654e-05,0.215917249,0.695779387,1.74889643,3.45721112,1.73538041
9.0334854e-05,6.08035389e-05,0.213934582,0.695175315,1.76951473,3.45715359,1.7353804
9.0335854e-05,6.51938865e-05,0.211266936,0.69439628,1.7900241,3.45709529,1.73538038
9.0336854e-05,6.93757694e-05,0.207922755,0.693444753,1.81035896,3.45703676,1.73538036
9.0337854e-05,7.33358157e-05,0.203912658,0.692323758,1.8304543,3.45697853,1.73538035
