time_s,q79_3_drain,c79_17_node,filt_loop,audio_terminal,pin_bias,agc_store
0.0016736,3.34561911,3.36605673,0.00581371032,-0.24594137,0.0394641895,1.10422933
0.0016744,3.34452648,3.36598008,0.00573973774,-0.254081171,0.0394810637,1.10422905
0.0016752,3.34528534,3.36590367,0.00566603712,-0.262206135,0.0394725334,1.10422878
0.001676,3.34606784,3.36582804,0.00559313093,-0.270316058,0.0394501016,1.1042285
0.0016768,3.34587128,3.36575287,0.00552072355,-0.278410722,0.0394452523,1.10422822
0.0016776,3.3445389,3.36567765,0.00544828133,-0.286489901,0.0394649008,1.10422794
0.0016784,3.34346644,3.36560209,0.00537552732,-0.294553382,0.0394814028,1.10422767
0.0016792,3.34424561,3.36552679,0.00530306577,-0.302600964,0.0394723609,1.10422739
0.00168,3.34503447,3.36545228,0.00523141474,-0.310632447,0.0394499767,1.10422711
0.0016808,3.34482244,3.36537826,0.00516026814,-0.318647611,0.0394456908,1.10422684
0.0016816,3.34348364,3.36530417,0.00508908878,-0.326646228,0.0394656094,1.10422656
0.0016824,3.34243183,3.36522976,0.00501760984,-0.334628087,0.0394817289,1.10422628
0.0016832,3.34323168,3.36515563,0.0049464396,-0.342592993,0.0394721798,1.104226
0.001684,3.34402613,3.36508231,0.00487609155,-0.350540749,0.0394498592,1.10422573
0.0016848,3.34379809,3.36500946,0.00480625205,-0.358471137,0.0394461415,1.10422545
0.0016856,3.34245364,3.36493656,0.00473637823,-0.366383937,0.0394663172,1.10422517
0.0016864,3.34142322,3.36486334,0.00466621373,-0.374278942,0.0394820446,1.10422489
0.0016872,3.34224328,3.36479043,0.00459637764,-0.382155957,0.0394719953,1.10422462
0.001688,3.34304322,3.36471833,0.00452737946,-0.390014784,0.0394497523,1.10422434
0.0016888,3.34279955,3.36464672,0.00445889424,-0.397855208,0.0394466026,1.10422406
0.0016896,3.34145014,3.36457506,0.00439037666,-0.405677007,0.0394670223,1.10422379
0.0016904,3.34044147,3.36450309,0.00432158297,-0.413479971,0.0394823481,1.10422351
0.0016912,3.34128218,3.36443145,0.00425313536,-0.421263911,0.0394718029,1.10422323
0.001692,3.34208705,3.36436063,0.00418553767,-0.429028631,0.0394496508,1.10422295
0.0016928,3.3418271,3.36429031,0.0041184559,-0.436773917,0.0394470741,1.10422268
0.0016936,3.3404734,3.36421993,0.00405134204,-0.444499553,0.0394677254,1.1042224
0.0016944,3.3394871,3.36414927,0.00398396087,-0.452205336,0.0394826399,1.10422212
0.0016952,3.34034803,3.36407894,0.00391694133,-0.459891077,0.039471607,1.10422184
0.001696,3.3411575,3.36400945,0.00385078736,-0.467556584,0.039449562,1.10422157
0.0016968,3.34088179,3.36394046,0.0037851533,-0.475201645,0.0394475573,1.10422129
0.0016976,3.33952445,3.36387142,0.00371948772,-0.482826041,0.0394684258,1.10422101
0.0016984,3.33856092,3.3638021,0.00365356963,-0.49042957,0.0394829206,1.10422074
0.0016992,3.33944237,3.36373315,0.00358803318,-0.498012044,0.0394714049,1.10422046
0.0017,3.34025625,3.36366505,0.00352337472,-0.505573271,0.0394494786,1.10422018
0.0017008,3.33996424,3.36359744,0.00345923859,-0.513113041,0.0394480492,1.1042199
0.0017016,3.3386038,3.36352979,0.00339507202,-0.520631139,0.039469123,1.10421963
0.0017024,3.33766371,3.36346187,0.00333066317,-0.528127369,0.0394831887,1.10421935
0.0017032,3.33856544,3.36339433,0.00326665113,-0.535601545,0.0394711983,1.10421907
0.001704,3.33938278,3.36332766,0.00320352923,-0.54305348,0.0394494073,1.1042188
0.0017048,3.33907486,3.36326149,0.00314093286,-0.550482967,0.0394485534,1.10421852
0.0017056,3.33771222,3.36319527,0.00307830632,-0.557889792,0.0394698175,1.10421824
0.0017064,3.33679588,3.3631288,0.00301545107,-0.565273758,0.0394834464,1.10421796
0.0017072,3.33771787,3.36306273,0.00295301293,-0.572634681,0.0394709878,1.10421769
0.001708,3.33853904,3.36299754,0.00289147823,-0.579972375,0.0394493438,1.10421741
0.0017088,3.33821491,3.36293286,0.00283047166,-0.58728663,0.0394490655,1.10421713
0.0017096,3.33685038,3.36286813,0.00276943657,-0.594577237,0.0394705076,1.10421686
0.0017104,3.3359584,3.36280316,0.00270818453,-0.601844001,0.0394836907,1.10421658
0.0017112,3.33690072,3.3627386,0.00264736467,-0.609086745,0.0394707716,1.1042163
0.001712,3.33772456,3.36267494,0.00258745954,-0.616305282,0.039449291,1.10421602
0.0017128,3.33738425,3.36261178,0.00252808389,-0.623499411,0.0394495896,1.10421575
0.0017136,3.3360189,3.36254858,0.00246867865,-0.630668926,0.0394711947,1.10421547
0.0017144,3.33515165,3.36248516,0.00240906935,-0.637813633,0.0394839249,1.10421519
0.0017152,3.3361138,3.36242216,0.00234991224,-0.644933353,0.0394705534,1.10421492
0.001716,3.33694077,3.36236008,0.00229168246,-0.652027904,0.0394492481,1.10421464
0.0017168,3.33658442,3.36229851,0.0022339845,-0.659097083,0.0394501216,1.10421436
0.0017176,3.33521838,3.36223689,0.0021762593,-0.666140683,0.0394718769,1.10421408
0.0017184,3.33437644,3.36217506,0.00211834355,-0.673158514,0.039484146,1.10421381
0.0017192,3.33535876,3.36211368,0.00206089524,-0.680150403,0.039470329,1.10421353
0.00172,3.33618792,3.36205322,0.00200438432,-0.687116169,0.0394492145,1.10421325
0.0017208,3.33581518,3.36199328,0.00194840739,-0.694055611,0.0394506642,1.10421298
0.0017216,3.33444954,3.36193329,0.00189240132,-0.700968531,0.0394725553,1.1042127
0.0017224,3.3336333,3.3618731,0.00183621483,-0.707854742,0.0394843564,1.10421242
0.0017232,3.3346351,3.36181337,0.00178051509,-0.714714071,0.0394701038,1.10421214
0.001724,3.33546646,3.36175458,0.00172576558,-0.72154634,0.0394491933,1.10421187
0.0017248,3.33507782,3.36169631,0.00167155045,-0.728351351,0.0394512156,1.10421159
0.0017256,3.33371305,3.36163799,0.00161730819,-0.735128902,0.0394732285,1.10421131
0.0017264,3.33292285,3.36157949,0.00156290176,-0.741878809,0.0394845544,1.10421104
0.0017272,3.33394458,3.36152148,0.00150899813,-0.748600902,0.0394698731,1.10421076
0.001728,3.3347775,3.36146441,0.00145605398,-0.755295004,0.0394491795,1.10421048
0.0017288,3.33437232,3.36140786,0.00140364536,-0.76196092,0.0394517757,1.1042102
0.0017296,3.3330094,3.36135126,0.00135121008,-0.768598455,0.0394738973,1.10420993
0.0017304,3.33224574,3.36129449,0.00129862011,-0.775207428,0.0394847408,1.10420965
0.0017312,3.33328666,3.36123823,0.00124654794,-0.781787675,0.0394696414,1.10420937
0.001732,3.33412071,3.36118291,0.00119544661,-0.788339023,0.0394491799,1.1042091
0.0017328,3.33369953,3.36112812,0.00114487923,-0.794861282,0.0394523458,1.10420882
0.0017336,3.33233865,3.36107328,0.00109428232,-0.801354261,0.0394745612,1.10420854
0.0017344,3.33160153,3.36101828,0.00104354198,-0.807817786,0.0394849163,1.10420827
0.0017352,3.33266167,3.3609638,0.000993333189,-0.8142517,0.0394694064,1.10420799
0.001736,3.33349632,3.36091027,0.000944100861,-0.820655838,0.0394491876,1.10420771
0.0017368,3.33305868,3.36085726,0.000895398921,-0.827030016,0.0394529232,1.10420743
0.0017376,3.33170054,3.36080421,0.000846664718,-0.833374054,0.0394752193,1.10420716
0.0017384,3.33099053,3.360751,0.000797796294,-0.839687784,0.0394850788,1.10420688
0.0017392,3.33206946,3.36069833,0.00074947219,-0.845971054,0.0394691691,1.1042066
0.00174,3.33290422,3.36064662,0.000702131349,-0.852223709,0.0394492089,1.10420633
0.0017408,3.33245041,3.36059543,0.000655318314,-0.858445571,0.0394535106,1.10420605
0.0017416,3.33109581,3.36054418,0.000608471807,-0.864636461,0.0394758717,1.10420577
0.0017424,3.33041321,3.36049281,0.000561504112,-0.870796217,0.0394852312,1.1042055
0.0017432,3.3315111,3.36044197,0.000515097894,-0.876924688,0.0394689307,1.10420522
0.001744,3.33234607,3.36039212,0.000469686213,-0.883021717,0.0394492397,1.10420494
0.0017448,3.33187639,3.36034279,0.000424804836,-0.889087124,0.0394541044,1.10420467
0.0017456,3.33052618,3.36029341,0.000379893544,-0.89512073,0.0394765181,1.10420439
0.0017464,3.32987166,3.36024392,0.000334877788,-0.901122368,0.0394853704,1.10420411
0.0017472,3.33098853,3.36019499,0.000290443099,-0.907091888,0.039468689,1.10420383
0.001748,3.33182341,3.36014705,0.000247015158,-0.913029128,0.0394492824,1.10420356
0.0017488,3.33133789,3.36009964,0.00020411998,-0.918933907,0.0394547077,1.10420328
0.0017496,3.32999281,3.36005218,0.00016119871,-0.924806044,0.0394771584,1.104203
0.0017504,3.32936682,3.36000463,0.000118189101,-0.930645372,0.0394854997,1.10420273
0.0017512,3.33050234,3.35995766,7.57789113e-05,-0.936451738,0.039468448,1.10420245
0.001752,3.33133661,3.35991169,3.43859212e-05,-0.942224982,0.0394493366,1.10420217
0.0017528,3.33083536,3.35986625,-6.47444964e-06,-0.947964924,0.0394553175,1.1042019
0.0017536,3.329496,3.35982077,-4.73600425e-05,-0.953671385,0.0394777922,1.10420162
0.0017544,3.3288986,3.3597752,-8.83197147e-05,-0.959344201,0.0394856163,1.10420134
0.0017552,3.33005248,3.35973023,-0.000128663755,-0.96498322,0.0394682037,1.10420107
0.001756,3.33088586,3.35968628,-0.000167982335,-0.970588287,0.0394494014,1.10420079
0.0017568,3.33036888,3.35964285,-0.000206769486,-0.976159224,0.0394559354,1.10420051
0.0017576,3.3290358,3.35959939,-0.000245581116,-0.981695854,0.0394784191,1.10420023
0.0017584,3.32846738,3.35955585,-0.000284453556,-0.987198016,0.0394857223,1.10419996
0.0017592,3.32963936,3.35951293,-0.000322695051,-0.992665564,0.039467961,1.10419968
0.00176,3.33047138,3.35947103,-0.000359902699,-0.998098343,0.0394494796,1.1041994
0.0017608,3.32993873,3.35942966,-0.000396581129,-1.00349618,0.0394565604,1.10419913
0.0017616,3.3286126,3.35938824,-0.000433285265,-1.0088589,0.0394790394,1.10419885
0.0017624,3.3280733,3.35934677,-0.000470038019,-1.01418635,0.0394858167,1.10419857
0.0017632,3.32926302,3.35930593,-0.000506145231,-1.01947839,0.0394677157,1.1041983
0.001764,3.3300933,3.35926612,-0.000541212315,-1.02473487,0.0394495669,1.10419802
0.0017648,3.3295451,3.35922683,-0.000575753551,-1.02995562,0.0394571917,1.10419774
0.0017656,3.3282265,3.35918751,-0.00061032089,-1.03514047,0.0394796523,1.10419747
0.0017664,3.32771664,3.35914813,-0.000644924305,-1.04028927,0.0394858995,1.10419719
0.0017672,3.32892386,3.35910941,-0.00067886853,-1.04540189,0.0394674719,1.10419691
0.001768,3.32975201,3.35907173,-0.000711766157,-1.05047817,0.0394496691,1.10419664
0.0017688,3.32918837,3.35903455,-0.000744140594,-1.05551796,0.0394578307,1.10419636
0.0017696,3.32787798,3.35899735,-0.000776542241,-1.06052109,0.0394802583,1.10419608
0.0017704,3.32739769,3.35896011,-0.000808968554,-1.06548741,0.0394859721,1.10419581
0.0017712,3.32862206,3.35892353,-0.00084072261,-1.07041681,0.0394672275,1.10419553
0.001772,3.32944767,3.358888,-0.000871424848,-1.07530912,0.03944978,1.10419525
0.0017728,3.32886869,3.35885297,-0.000901608422,-1.0801642,0.0394584748,1.10419498
0.0017736,3.32756707,3.35881791,-0.000931820415,-1.08498189,0.0394808564,1.1041947
0.0017744,3.32711659,3.35878283,-0.000962044793,-1.08976205,0.0394860323,1.10419442
0.0017752,3.32835791,3.35874843,-0.000991583941,-1.09450455,0.0394669836,1.10419415
0.001776,3.3291806,3.35871508,-0.00102006648,-1.09920925,0.0394499053,1.10419387
0.0017768,3.32858638,3.35868223,-0.00104803435,-1.10387601,0.0394591267,1.10419359
0.0017776,3.32729427,3.35864935,-0.00107603125,-1.10850467,0.0394814467,1.10419332
0.0017784,3.32687375,3.35861646,-0.00110402867,-1.11309509,0.0394860831,1.10419304
0.0017792,3.32813158,3.35858426,-0.0011313288,-1.11764716,0.0394667413,1.10419276
0.00178,3.32895099,3.35855311,-0.0011575684,-1.12216075,0.0394500411,1.10419249
0.0017808,3.32834168,3.35852247,-0.00118329865,-1.1266357,0.0394597828,1.10419221
0.0017816,3.32705957,3.35849179,-0.00120905959,-1.13107187,0.0394820289,1.10419193
0.0017824,3.32666915,3.35846112,-0.0012348093,-1.13546913,0.0394861215,1.10419166
0.0017832,3.32794326,3.35843115,-0.00125984946,-1.13982737,0.0394664986,1.10419138
0.001784,3.32875906,3.35840224,-0.0012838252,-1.14414646,0.0394501897,1.1041911
0.0017848,3.32813477,3.35837382,-0.00130729671,-1.14842626,0.0394604461,1.10419083
0.0017856,3.32686333,3.35834537,-0.00133080018,-1.15266662,0.039482603,1.10419055
0.0017864,3.32650322,3.35831694,-0.0013542804,-1.15686743,0.0394861506,1.10419028
0.0017872,3.32779321,3.35828922,-0.00137703903,-1.16102857,0.0394662592,1.10419
0.001788,3.32860496,3.35826257,-0.00139873019,-1.16514992,0.0394503506,1.10418972
0.0017888,3.32796588,3.35823641,-0.00141992354,-1.16923135,0.0394611135,1.10418945
0.0017896,3.32670565,3.35821021,-0.00144115092,-1.17327273,0.0394831685,1.10418917
0.0017904,3.3263759,3.35818404,-0.00146234382,-1.17727392,0.039486168,1.10418889
0.0017912,3.32768141,3.3581586,-0.0014828038,-1.18123484,0.0394660194,1.10418862
0.001792,3.32848882,3.35813422,-0.00150219369,-1.18515537,0.0394505228,1.10418834
0.0017928,3.32783511,3.35811034,-0.00152109156,-1.18903537,0.0394617865,1.10418806
0.0017936,3.32658669,3.35808641,-0.00154002509,-1.19287471,0.0394837254,1.10418779
0.0017944,3.32628748,3.35806253,-0.00155891279,-1.19667329,0.0394861757,1.10418751
0.0017952,3.32760816,3.35803938,-0.00157705633,-1.200431,0.0394657839,1.10418724
0.001796,3.32841083,3.35801731,-0.00159412702,-1.20414774,0.0394507091,1.10418696
0.0017968,3.32774265,3.35799572,-0.00161071246,-1.20782338,0.0394624643,1.10418668
0.0017976,3.3265066,3.35797409,-0.00162733627,-1.2114578,0.0394842736,1.10418641
0.0017984,3.32623792,3.35795251,-0.00164390361,-1.21505089,0.0394861727,1.10418613
0.0017992,3.32757337,3.35793168,-0.00165971647,-1.21860256,0.0394655488,1.10418585
0.0018,3.32837093,3.35791193,-0.00167445506,-1.2221127,0.0394509051,1.10418558
0.0018008,3.32768849,3.35789265,-0.00168871549,-1.2255812,0.0394631458,1.1041853
0.0018016,3.3264654,3.35787333,-0.001703016,-1.22900794,0.0394848127,1.10418503
0.0018024,3.32622734,3.35785408,-0.00171724899,-1.23239282,0.0394861593,1.10418475
0.0018032,3.3275772,3.35783559,-0.00173071756,-1.23573576,0.0394653177,1.10418447
0.001804,3.32836933,3.35781817,-0.00174311047,-1.23903665,0.0394511164,1.1041842
0.0018048,3.32767282,3.35780122,-0.00175503204,-1.24229539,0.0394638327,1.10418392
0.0018056,3.32646323,3.35778423,-0.00176699615,-1.24551185,0.0394853431,1.10418365
0.0018064,3.32625576,3.35776732,-0.00177888269,-1.24868595,0.0394861366,1.10418337
0.0018072,3.32761957,3.35775118,-0.00178999578,-1.25181762,0.039465089,1.10418309
0.001808,3.32840591,3.35773611,-0.00180003297,-1.25490675,0.039451337,1.10418282
0.0018088,3.3276955,3.35772151,-0.00180960698,-1.25795323,0.0394645221,1.10418254
0.0018096,3.32649995,3.35770686,-0.00181922595,-1.26095698,0.0394858636,1.10418227
0.0018104,3.32632312,3.3576923,-0.00182875668,-1.26391789,0.0394861028,1.10418199
0.0018112,3.32770052,3.35767853,-0.00183750478,-1.2668359,0.0394648633,1.10418171
0.001812,3.32848071,3.35766582,-0.00184517704,-1.26971092,0.0394515723,1.10418144
0.0018128,3.32775665,3.35765358,-0.00185239417,-1.27254284,0.0394652168,1.10418116
0.0018136,3.32657573,3.35764129,-0.00185965837,-1.27533157,0.0394863749,1.10418089
0.0018144,3.3264295,3.3576291,-0.00186682421,-1.27807704,0.0394860607,1.10418061
0.0018152,3.32781999,3.3576177,-0.00187319944,-1.28077916,0.0394646423,1.10418033
0.001816,3.32859366,3.35760737,-0.00187850006,-1.28343787,0.0394518184,1.10418006
0.0018168,3.32785614,3.3575975,-0.00188335465,-1.28605307,0.039465913,1.10417978
0.0018176,3.32669031,3.35758757,-0.0018882593,-1.28862466,0.039486876,1.10417951
0.0018184,3.32657466,3.35757776,-0.0018930557,-1.29115258,0.0394860074,1.10417923
0.0018192,3.32797784,3.35756874,-0.00189705344,-1.29363676,0.0394644232,1.10417896
0.00182,3.32874468,3.3575608,-0.00189997761,-1.29607713,0.0394520775,1.10417868
0.0018208,3.32799393,3.3575533,-0.00190246474,-1.29847361,0.0394666139,1.10417841
0.0018216,3.32684375,3.35754575,-0.00190500478,-1.3008261,0.0394873678,1.10417813
0.0018224,3.32675866,3.35753832,-0.00190742663,-1.30313454,0.0394859462,1.10417785
0.0018232,3.32817409,3.3575317,-0.00190904229,-1.30539888,0.0394642102,1.10417758
0.001824,3.32893365,3.35752616,-0.00190958668,-1.30761904,0.039452349,1.1041773
0.0018248,3.3281699,3.35752104,-0.00190970424,-1.30979496,0.0394673164,1.10417703
0.0018256,3.32703582,3.35751588,-0.00190987816,-1.31192655,0.0394878492,1.10417675
0.0018264,3.32698116,3.35751084,-0.00190992476,-1.31401374,0.0394858747,1.10417648
0.0018272,3.32840837,3.35750662,-0.00190915838,-1.31605651,0.0394639996,1.1041762
0.001828,3.32916042,3.35750347,-0.0019073233,-1.31805478,0.0394526319,1.10417593
0.0018288,3.3283839,3.35750074,-0.00190507107,-1.32000848,0.0394680218,1.10417565
0.0018296,3.32726643,3.35749796,-0.00190287835,-1.32191753,0.0394883207,1.10417538
0.0018304,3.3272421,3.35749532,-0.00190054918,-1.3237819,0.0394857949,1.1041751
0.0018312,3.32868068,3.3574935,-0.00189740051,-1.32560153,0.0394637959,1.10417483
0.001832,3.32942486,3.35749276,-0.00189318592,-1.32737637,0.0394529288,1.10417455
0.0018328,3.3286358,3.35749242,-0.00188856504,-1.32910636,0.0394687293,1.10417428
0.0018336,3.32753534,3.35749203,-0.00188400779,-1.33079143,0.0394887819,1.104174
0.0018344,3.32754119,3.35749178,-0.00187930574,-1.33243153,0.0394857059,1.10417373
0.0018352,3.3289906,3.35749237,-0.00187377854,-1.33402664,0.0394635953,1.10417346
0.001836,3.3297266,3.35749403,-0.00186718927,-1.33557671,0.0394532355,1.10417318
0.0018368,3.3289253,3.35749608,-0.00186020468,-1.33708168,0.039469438,1.10417291
0.0018376,3.32784238,3.35749808,-0.00185328726,-1.33854148,0.0394892325,1.10417263
0.0018384,3.32787824,3.35750023,-0.00184621631,-1.33995609,0.039485608,1.10417236
0.0018392,3.32933802,3.35750322,-0.00183831496,-1.34132547,0.0394634013,1.10417208
0.00184,3.33006551,3.35750728,-0.00182935569,-1.34264959,0.0394535571,1.10417181
0.0018408,3.32925225,3.35751173,-0.00182001205,-1.34392839,0.0394701493,1.10417154
0.0018416,3.32818727,3.35751611,-0.00181073967,-1.34516182,0.0394896731,1.10417126
0.0018424,3.32825298,3.35752066,-0.00180130643,-1.34634986,0.0394855023,1.10417099
0.0018432,3.32972256,3.35752605,-0.00179103855,-1.34749249,0.0394632126,1.10417071
0.001844,3.33044119,3.35753251,-0.00177971779,-1.34858967,0.039453888,1.10417044
0.0018448,3.32961623,3.35753934,-0.00176802443,-1.34964135,0.0394708605,1.10417017
0.0018456,3.32856965,3.35754611,-0.0017564065,-1.35064749,0.0394901024,1.10416989
0.0018464,3.32866505,3.35755305,-0.00174461967,-1.35160808,0.0394853873,1.10416962
0.0018472,3.33014398,3.35756084,-0.00173199396,-1.3525231,0.0394630289,1.10416935
0.001848,3.33085341,3.35756968,-0.0017183209,-1.35339253,0.0394542331,1.10416907
0.0018488,3.33001704,3.3575789,-0.00170428714,-1.35421632,0.0394715742,1.1041688
0.0018496,3.32898931,3.35758804,-0.00169033264,-1.35499444,0.0394905214,1.10416853
0.0018504,3.32911414,3.35759737,-0.00167620203,-1.35572687,0.0394852656,1.10416826
0.0018512,3.33060189,3.35760755,-0.00166122971,-1.35641362,0.039462853,1.10416798
0.001852,3.33130179,3.35761878,-0.00164521651,-1.35705466,0.0394545888,1.10416771
0.0018528,3.33045426,3.35763036,-0.00162885525,-1.35764996,0.0394722869,1.10416744
0.0018536,3.32944574,3.35764188,-0.0016125777,-1.3581995,0.0394909288,1.10416717
0.0018544,3.32959976,3.35765358,-0.00159611695,-1.35870327,0.0394851345,1.1041669
0.0018552,3.33109586,3.35766614,-0.00157881154,-1.35916126,0.0394626811,1.10416663
0.001856,3.33178599,3.35767975,-0.00156047186,-1.35957348,0.0394549569,1.10416635
0.0018568,3.33092758,3.35769369,-0.00154179697,-1.35993989,0.0394730015,1.10416608
0.0018576,3.32993864,3.35770757,-0.00152321017,-1.36026048,0.0394913259,1.10416581
0.0018584,3.33012163,3.35772164,-0.00150443305,-1.36053525,0.0394849973,1.10416554
0.0018592,3.33162553,3.35773657,-0.00148480906,-1.3607642,0.0394625181,1.10416527
0.00186,3.33230554,3.35775253,-0.00146415858,-1.36094734,0.039455337,1.104165
0.0018608,3.33143657,3.35776883,-0.00144318653,-1.36108464,0.039473715,1.10416473
0.0018616,3.33046758,3.35778505,-0.00142230744,-1.3611761,0.0394917114,1.10416446
0.0018624,3.33067918,3.35780148,-0.0014012316,-1.36122172,0.0394848517,1.1041642
0.0018632,3.33219034,3.35781876,-0.00137930711,-1.36122153,0.03946236,1.10416393
0.001864,3.33285999,3.35783708,-0.00135636392,-1.36117551,0.0394557277,1.10416366
0.0018648,3.3319808,3.35785572,-0.00133311264,-1.36108368,0.0394744287,1.10416339
0.0018656,3.33103212,3.35787427,-0.00130995929,-1.36094601,0.0394920861,1.10416312
0.0018664,3.33127207,3.35789303,-0.00128660306,-1.36076253,0.0394846996,1.10416286
0.0018672,3.33278994,3.35791266,-0.0012623967,-1.36053327,0.0394622114,1.10416259
0.001868,3.3334489,3.35793331,-0.00123717996,-1.36025823,0.0394561319,1.10416233
0.0018688,3.33255976,3.35795427,-0.00121166938,-1.35993741,0.0394751419,1.10416206
0.0018696,3.33163176,3.35797513,-0.00118626232,-1.35957081,0.0394924494,1.1041618
0.0018704,3.33189973,3.35799622,-0.00116064682,-1.35915847,0.0394845402,1.10416154
0.0018712,3.33342374,3.35801817,-0.00113418041,-1.35870041,0.0394620681,1.10416127
0.001872,3.33407171,3.35804114,-0.00110671236,-1.35819665,0.0394565451,1.10416101
0.0018728,3.333173,3.3580644,-0.00107896491,-1.35764719,0.0394758535,1.10416075
0.0018736,3.33226598,3.35808756,-0.00105132603,-1.35705205,0.0394928012,1.10416049
0.0018744,3.33256163,3.35811096,-0.00102347325,-1.35641126,0.039484374,1.10416023
0.0018752,3.33409127,3.35813521,-0.00099476974,-1.35572486,0.039461934,1.10415998
0.001876,3.33472798,3.35816048,-0.000965073972,-1.35499288,0.0394569724,1.10415972
0.0018768,3.33381996,3.35818602,-0.000935112846,-1.35421532,0.0394765651,1.10415947
0.0018776,3.33293425,3.35821146,-0.000905265796,-1.35339221,0.0394931422,1.10415922
0.0018784,3.33325722,3.35823714,-0.000875200476,-1.35252358,0.039484202,1.10415897
0.0018792,3.33479193,3.35826368,-0.000844285064,-1.3516095,0.0394618075,1.10415872
0.00188,3.33541709,3.35829122,-0.000812387266,-1.35064997,0.0394574081,1.10415848
0.0018808,3.33450013,3.35831902,-0.000780238928,-1.34964503,0.0394772738,1.10415823
0.0018816,3.333636,3.35834672,-0.000748210058,-1.34859471,0.0394934709,1.10415799
0.0018824,3.33398586,3.35837466,-0.000715957837,-1.34749905,0.0394840227,1.10415776
0.0018832,3.33552514,3.35840346,-0.000682856684,-1.3463581,0.0394616884,1.10415753
0.001884,3.33613853,3.35843325,-0.000648784077,-1.34517192,0.039457857,1.1041573
0.0018848,3.33521292,3.35846329,-0.000614475935,-1.34394051,0.0394779825,1.10415707
0.0018856,3.33437066,3.35849322,-0.000580292184,-1.34266392,0.0394937888,1.10415686
0.0018864,3.33474702,3.3585234,-0.000545880866,-1.3413422,0.0394838388,1.10415664
0.0018872,3.33629025,3.35855444,-0.000510622819,-1.33997542,0.0394615793,1.10415644
0.001888,3.3368916,3.35858645,-0.000474404299,-1.33856363,0.0394583155,1.10415624
0.0018888,3.33595778,3.3586187,-0.000437965671,-1.33710684,0.0394786873,1.10415606
0.0018896,3.33513765,3.35865084,-0.0004016571,-1.33560512,0.0394940943,1.10415588
0.0018904,3.33554003,3.35868323,-0.000365116523,-1.33405853,0.0394836479,1.10415571
0.0018912,3.33708666,3.35871648,-0.000327731194,-1.33246712,0.0394614765,1.10415556
0.001892,3.33767576,3.35875069,-0.000289397206,-1.33083096,0.0394587853,1.10415543
0.0018928,3.33673401,3.35878513,-0.000250858972,-1.32915008,0.0394793917,1.10415531
0.0018936,3.33593625,3.35881945,-0.000212456341,-1.32742455,0.039494389,1.10415522
0.0018944,3.3363643,3.35885402,-0.000173817734,-1.32565442,0.039483453,1.10415514
0.0018952,3.33791372,3.35888945,-0.000134337176,-1.32383977,0.0394613849,1.1041551
0.001896,3.33849023,3.35892584,-9.39202053e-05,-1.32198067,0.039459266,1.10415509
0.0018968,3.33754096,3.35896243,-5.33148236e-05,-1.32007717,0.0394800921,1.10415512
0.0018976,3.3367659,3.3589989,-1.28508605e-05,-1.31812932,0.0394946714,1.1041552
0.0018984,3.33721909,3.35903563,2.78525899e-05,-1.3161372,0.0394832518,1.10415533
0.0018992,3.33877074,3.35907321,6.93952522e-05,-1.31410089,0.0394613002,1.10415552
0.0019,3.33933451,3.35911174,0.000111862002,-1.31202046,0.0394597561,1.10415579
0.0019008,3.33837806,3.35915046,0.000154500762,-1.30989597,0.0394807903,1.10415614
0.0019016,3.33762579,3.35918904,0.000196992125,-1.30772748,0.0394949425,1.1041566
0.0019024,3.33810372,3.3592279,0.000239726103,-1.30551508,0.0394830466,1.10415718
0.0019032,3.33965707,3.3592676,0.000283295507,-1.30325886,0.0394612274,1.1041579
0.001904,3.34020779,3.35930824,0.000327776192,-1.30095889,0.0394602584,1.10415879
0.0019048,3.33924445,3.35934905,0.000372412718,-1.29861524,0.0394814853,1.10415988
0.0019056,3.33851532,3.35938973,0.00041689571,-1.29622797,0.0394952019,1.1041612
0.0019064,3.3390175,3.35943067,0.00046162415,-1.29379719,0.0394828364,1.1041628
0.0019072,3.34057193,3.35947246,0.000507184342,-1.29132298,0.0394611618,1.10416473
0.001908,3.34110945,3.35951518,0.00055364274,-1.28880543,0.0394607685,1.10416702
0.0019088,3.34013968,3.35955805,0.000600240333,-1.28624461,0.0394821764,1.10416976
0.0019096,3.33943371,3.35960078,0.000646678501,-1.2836406,0.0394954495,1.104173
0.0019104,3.33995958,3.35964378,0.00069336469,-1.2809935,0.039482622,1.10417682
0.0019112,3.34151462,3.35968763,0.000740877295,-1.27830341,0.0394611078,1.10418129
0.001912,3.34203873,3.35973238,0.000789274372,-1.27557042,0.0394612914,1.1041865
0.0019128,3.34106279,3.35977728,0.000837794592,-1.2727946,0.0394828648,1.10419252
0.0019136,3.34038023,3.35982203,0.000886149333,-1.26997605,0.0394956863,1.10419944
0.0019144,3.34092935,3.35986705,0.000934753704,-1.26711487,0.0394824044,1.10420731
0.0019152,3.34248437,3.35991292,0.000984179743,-1.26421117,0.0394610637,1.1042162
0.001916,3.34299484,3.35995967,0.00103447705,-1.26126504,0.0394618218,1.10422615
0.0019168,3.34201328,3.36000656,0.00108488058,-1.25827657,0.0394835482,1.10423719
0.0019176,3.34135424,3.36005329,0.00113511258,-1.25524585,0.039495911,1.10424932
0.0019184,3.34192589,3.3601003,0.00118559674,-1.252173,0.0394821827,1.10426253
0.0019192,3.34348039,3.36014815,0.00123689652,-1.24905812,0.0394610295,1.10427679
