frequency;user0 (gain);user1 (gain);user2 (gain);user3 (gain)
3000000.0;5.75505908143736;-5.656901443379331;4.474356053024067;6.937604471792625
3000690.855062474;5.771499273206261;-5.64183574174781;4.474317456502336;6.939017558451736
3001381.86921852;5.787963149403263;-5.626746186530348;4.47427887120327;6.940430464730344
3002073.042504776;5.804450779366212;-5.611632704790574;4.474240297119774;6.941843187037014
3002764.374957887;5.820962232697008;-5.596495223314636;4.474201734243489;6.943255721768154
3003455.866614505;5.83749757934481;-5.58133366854523;4.474163182568102;6.944668065321938
3004147.517511295;5.854056889527776;-5.56614796664927;4.474124642085783;6.946080214091261
3004839.327684925;5.870640233759684;-5.550938043472495;4.4740861127894345;6.947492164442743
3005531.297172076;5.887247682861215;-5.535703824562067;4.474047594671485;6.9489039127517955
3006223.426009434;5.903879307949832;-5.5204452351458;4.474009087724853;6.95031545537078
3006915.714233696;5.920535180449179;-5.505162200150407;4.473970591941955;6.951726788657632
3007608.161881567;5.9372153720811;-5.489854644184858;4.473932107315472;6.953137908950487
3008300.768989758;5.953919954879353;-5.474522491544685;4.473893633838058;6.954548812585976
3008993.535594992;5.970649001179823;-5.459165666204089;4.473855171502674;6.95595949588124
3009686.461733998;5.987402583627376;-5.443784091825897;4.473816720301971;6.9573699551513
3010379.547443514;6.004180775167603;-5.428377691769808;4.473778280227878;6.958780186709532
3011072.792760287;6.020983649079145;-5.412946389044554;4.4737398512738356;6.960190186849864
3011766.197721072;6.0378112789344325;-5.397490106358505;4.473701433432272;6.9615999518606655
3012459.762362634;6.054663738631481;-5.382008766086007;4.473663026696135;6.96300947802135
3013153.486721743;6.071541102366622;-5.3665022902932655;4.473624631057583;6.964418761602306
3013847.37083518;6.088443444662963;-5.350970600704529;4.473586246509564;6.965827798857926
3014541.414739735;6.105370840379585;-5.33541361871658;4.473547873045028;6.967236586051136
3015235.618472205;6.122323364661354;-5.31983126541313;4.473509510656143;6.968645119418339
3015929.982069396;6.139301093011023;-5.304223461525877;4.473471159336137;6.970053395200763
