phase,candidate,filter_path,VFO_T1_L1,VFO_T1_L2,VFO_T1_K,VFO_C7,VFO_C8,VFO_C9,VFO_C10,VFO_C11,VFO_C12,raw_mixer_mvpp,filter_input_mvpp,filter_output_mvpp,frequency_mhz,filter_gain_db,loaded_out_mvpp
t1_coupling,k0.10,10 m,5.4,5.4,0.1,16.6,5.1,14.5,16.6,5.1,14.5,159.12472270878487,155.31679180710623,120.50202612684829,21.0,-2.2044812409062353,59.86352485591865
t1_coupling,k0.12,10 m,5.4,5.4,0.12,16.6,5.1,14.5,16.6,5.1,14.5,392.7409132721871,385.09480742800804,299.7164460099682,19.0,-2.1771417705230944,149.3322473800128
t1_coupling,k0.12,10 m,5.4,5.4,0.12,16.6,5.1,14.5,16.6,5.1,14.5,334.48576422643487,325.99696891387606,321.6447395220937,19.5,-0.11674218247680124,160.13015515616303
t1_coupling,k0.12,10 m,5.4,5.4,0.12,16.6,5.1,14.5,16.6,5.1,14.5,306.7742117671855,296.8599921557311,351.92034531163915,20.0,1.4778540693863482,175.05633078427857
t1_coupling,k0.12,10 m,5.4,5.4,0.12,16.6,5.1,14.5,16.6,5.1,14.5,310.3507389591937,300.0292706414139,351.73405924434735,20.5,1.381015957463949,174.82477448595992
t1_coupling,k0.12,10 m,5.4,5.4,0.12,16.6,5.1,14.5,16.6,5.1,14.5,162.06780652467916,157.48587086141157,150.16894076929216,21.0,-0.41322957789184744,74.59957242657816
t1_coupling,k0.15,10 m,5.4,5.4,0.15,16.6,5.1,14.5,16.6,5.1,14.5,355.29369003603193,346.712088629246,326.07590816618585,19.0,-0.5330054343312074,162.45789313769941
t1_coupling,k0.15,10 m,5.4,5.4,0.15,16.6,5.1,14.5,16.6,5.1,14.5,301.08896924223086,291.2437660586591,347.14472824395125,19.5,1.5250787234030092,172.8164624437598
t1_coupling,k0.15,10 m,5.4,5.4,0.15,16.6,5.1,14.5,16.6,5.1,14.5,275.1285629661954,263.1738957250106,383.79734254479376,20.0,3.277183079823674,190.89939747563753
t1_coupling,k0.15,10 m,5.4,5.4,0.15,16.6,5.1,14.5,16.6,5.1,14.5,287.72578054138467,274.47780456468695,411.5179596450622,20.5,3.517631246222459,204.51170121078619
t1_coupling,k0.15,10 m,5.4,5.4,0.15,16.6,5.1,14.5,16.6,5.1,14.5,163.40792626451181,157.28441900488463,196.05830556744692,21.0,1.9139908498884162,97.39181951316938
t1_coupling,k0.18,10 m,5.4,5.4,0.18,16.6,5.1,14.5,16.6,5.1,14.5,320.73426162324336,311.35106389635257,337.279919822204,19.0,0.6948026379727326,168.03616306978108
t1_coupling,k0.18,10 m,5.4,5.4,0.18,16.6,5.1,14.5,16.6,5.1,14.5,270.0096490775521,259.08174551037274,354.9264360495995,19.5,2.7340306764848084,176.68718548563126
t1_coupling,k0.18,10 m,5.4,5.4,0.18,16.6,5.1,14.5,16.6,5.1,14.5,242.84283908528124,229.3080639148079,390.8804260998364,20.0,4.632491910585829,194.4187533005288
t1_coupling,k0.18,10 m,5.4,5.4,0.18,16.6,5.1,14.5,16.6,5.1,14.5,253.47885464887142,237.64103151829434,436.3001785666984,20.5,5.277279238007805,216.81359396738412
t1_coupling,k0.18,10 m,5.4,5.4,0.18,16.6,5.1,14.5,16.6,5.1,14.5,156.11538006800495,148.16450421716397,233.9282173826445,21.0,3.96676878430409,116.1982783521894
t1_slug_split,split-0.10,10 m,4.86,5.940000000000001,0.04,16.6,5.1,14.5,16.6,5.1,14.5,660.653697969546,653.1841499725101,267.89135418453344,19.0,-7.741538802046307,133.48275943705832
t1_slug_split,split-0.10,10 m,4.86,5.940000000000001,0.04,16.6,5.1,14.5,16.6,5.1,14.5,558.2603373543496,551.3539013731992,218.449753289121,19.5,-8.041577868346012,108.77268898051062
t1_slug_split,split-0.10,10 m,4.86,5.940000000000001,0.04,16.6,5.1,14.5,16.6,5.1,14.5,474.6632885689686,468.4647472118047,150.15882538991715,20.0,-9.882521053159994,74.71617218178368
