frequency;user0 (gain);user3 (gain)
28700000.0;60.93610582203337;28.928634087699404
28702202.89094361;61.05256103267112;29.00070983459849
28704405.95097184;61.16993950942181;29.07349608635275
28706609.18009767;61.288257917493226;29.147007625404413
28708812.57833406;61.407533405230524;29.221259696293828
28711016.14569402;61.527783626459694;29.29626802477481
28713219.88219051;61.649026757958;29.372048838460728
28715423.78783651;61.77128152055778;29.448618885643832
28717627.86264502;61.894567204442275;29.52599546129317
28719832.10662902;62.01890369050176;29.604196426068743
28722036.51980148;62.14431147406166;29.683240233604792
28724241.1021754;62.27081169327339;29.763145954578995
28726445.85376377;62.39842615538606;29.84393330565846
28728650.77457957;62.52717736519445;29.925622675598262
28730855.86463579;62.657088556115795;30.00823515819516
28733061.12394542;62.78818372247859;30.091792581399336
28735266.55252145;62.92048765246076;30.176317543346176
28737472.15037688;63.05402596467923;30.26183344560071
28739677.9175247;63.18882514550825;30.348364533536728
28741883.8539779;63.3249125894426;30.43593593261024
28744089.95974948;63.462316642014336;30.52457369310524
28746296.23485243;63.60106664180341;30.614304833013875
28748502.67929975;63.741192970593794;30.70515738589126
28750709.29310444;63.882727103000235;30.797160450425384
28752916.0762795;64.0257016587237;30.890344243812606
28755123.02883793;64.17015045967142;30.984740157558605
28757330.15079273;64.31610858935446;31.080380817196417
28759537.4421569;64.46361245772864;31.177300145816965
28761744.90294344;64.6126998674585;31.275533432017358
28763952.53316536;64.76341008678402;31.375117400628064
28766160.33283567;64.91578392593388;31.476090289747802
28768368.30196736;65.06986381792385;31.57849193226157
28770576.44057346;65.22569390843232;31.68236384345733
28772784.74866696;65.3833201444562;31.787749311585344
28774993.22626087;65.54279037642803;31.89469349929354
28777201.87336821;65.70415446472796;32.00324354807866
28779410.69000199;65.86746438938671;32.11344869038722
28781619.67617521;66.03277437538355;32.2253603747797
28783828.83190089;66.20014101958479;32.339032389991765
28786038.15719206;66.36962343218697;32.45452100972541
28788247.6520617;66.54128338527654;32.57188513808171
28790457.31652286;66.71518547188735;32.69118647197059
28792667.15058854;66.89139727957992;32.81248967200659
28794877.15427176;67.06998957767144;32.93586254984591
28797087.32758554;67.25103651323876;33.0613762664323
28799297.6705429;67.43461582966161;33.18910554815488
28801508.18315687;67.6208090970727;33.319128918510486
28803718.86544046;67.80970196332723;33.451528949509026
28805929.7174067;68.00138442479434;33.586392533816195
28808140.73906861;68.19595112039902;33.723811174788224
28810351.93043922;68.39350164756331;33.863881307167055
28812563.29153155;68.59414090806767;34.0067046409952
28814774.82235863;68.79797947932674;34.15238853492377
28816986.52293348;69.00513402198803;34.30104640213184
28819198.39326915;69.21572771992439;34.452798152645066
28821410.43337865;69.42989075742553;34.607770668791005
28823622.64327502;69.64776084592037;34.76609833647569
28825835.02297129;69.8694837906226;34.92792360861144
28828047.57248049;70.09521411427164;35.09339763192764
28830260.29181566;70.32511573393668;35.26268092271411
28832473.18098984;70.55936270307734;35.435944112288134
28834686.24001605;70.79814002649417;35.61336876125185
28836899.46890735;71.04164454665137;35.79514824792968
28839112.86767675;71.29008591310888;35.98148873722943
28841326.43633731;71.54368765772409;36.17261026022087
28843540.17490206;71.80268834938688;36.368747867584354
28845754.08338404;72.06734288960891;36.57015292766374
28847968.16179631;72.33792389766944;36.77709451468061
28850182.41015189;72.61472325291372;36.98986095189316
28852396.82846384;72.89805377189668;37.20876149035022
28854611.41674519;73.18825102691878;37.4341281292426
28856826.175009;73.48567534015415;37.66631761423564
28859041.10326832;73.7907139247002;37.90571358215157
28861256.20153618;74.10378321595661;38.15272888848088
28863471.46982565;74.42533132023388;38.407808068697086
28865686.90814976;74.75584063522322;38.671429955114924
28867902.51652158;75.09583054678862;38.944110378199625
28870118.29495415;75.44586015848876;39.226404901867824
28872334.24346052;75.80653094531054;39.51891148145917
28874550.36205376;76.17848915114975;39.82227286329504
28876766.65074691;76.56242768420195;40.13717848478467
28878983.10955304;76.9590870743016;40.464365440210585
