frequency;user0 (gain);user3 (gain)
20000000.0;10.534158068964635;0.6754490454482621
20009212.46145681;10.568201259069053;0.6822852230453937
20018429.16638592;10.60234125230519;0.6891346845202309
20027650.11674197;10.636578606373979;0.695997462134293
20036875.31448052;10.670913884041067;0.7028735882728561
20046104.76155799;10.705347653187477;0.7097630954469281
20055338.45993174;10.739880486881589;0.716666016293832
20064576.41156001;10.774512963438616;0.7235823835763805
20073818.61840194;10.809245666486857;0.7305122301859223
20083065.08241759;10.844079185049015;0.7374555891404121
20092315.80556791;10.879014113565546;0.7444124935870551
20101570.78981474;10.914051052026863;0.7513829768015301
20110830.03712087;10.949190605978252;0.7583670721896113
20120093.54944994;10.984433386652423;0.7653648132852965
20129361.32876652;11.01978001098516;0.7723762337572838
20138633.37703609;11.055231101731032;0.7794013674008302
20147909.69622502;11.090787287514171;0.7864402481472388
20157190.28830061;11.126449202914937;0.7934929100590802
20166475.15523103;11.162217488535173;0.8005593873309658
20175764.29898539;11.198092791086134;0.8076397142941232
20185057.72153369;11.234075763471393;0.814733925412635
20194355.42484685;11.270167064854817;0.8218420552853235
20203657.41089667;11.306367360744181;0.8289641386478852
20212963.68165589;11.342677323087006;0.8361002103727712
20222274.23909815;11.379097630346084;0.8432503054683866
20231589.08519798;11.415628967581599;0.8504144590824371
20240908.22193085;11.45227202654533;0.8575927064999782
20250231.65127311;11.489027505767824;0.864785083145665
20259559.37520205;11.525896110651104;0.8719916245839896
20268891.39569585;11.562878553550034;0.8792123665201244
20278227.7147336;11.599975553883372;0.88644734479914
20287568.33429532;11.637187838210163;0.8936965954104105
20296913.25636192;11.67451614034442;0.900960154482895
20306262.48291524;11.711961201438704;0.9082380582921803
20315616.01593803;11.749523770089194;0.9155303432538882
20324973.85741393;11.787204602441268;0.9228370459316468
20334336.00932753;11.825004462287652;0.9301582030317544
20343702.47366432;11.862924121176693;0.9374938514079352
20353073.25241069;11.9009643585189;0.9448440280603148
20362448.34755396;11.939125961698796;0.9522087701367827
20371827.76108236;11.977409726175484;0.95958811493207
20381211.49498504;12.015816455600776;0.9669820998911561
20390599.55125207;12.054346961953605;0.9743907626074387
20399991.93187443;12.093002065617824;0.9818141408251972
20409388.63884401;12.131782595539299;0.9892522724405038
20418789.67415362;12.170689389318358;0.9967051954988887
20428195.03979701;12.209723293346492;1.0041729482003339
20437604.73776883;12.24888516293487;1.0116555688960684
20447018.77006463;12.288175862440081;1.0191530960940651
20456437.13868092;12.32759626537823;1.02666556845354
20465859.84561511;12.367147254586193;1.0341930247921318
20475286.89286552;12.406829722325735;1.0417355040817775
20484718.28243139;12.446644570452651;1.0492930454520268
20494154.01631292;12.486592710512546;1.0568656881899405
20503594.09651117;12.526675063943124;1.0644534717404528
20513038.52502818;12.566892562160092;1.0720564357087428
20522487.30386687;12.607246146742405;1.0796746198581444
20531940.4350311;12.647736769569766;1.0873080641154742
20541397.92052566;12.688365392979557;1.0949568085667
20550859.76235625;12.729132989908198;1.1026208934601722
20560325.9625295;12.770040544079393;1.1103003592092602
20569796.52305296;12.811089050127304;1.117995246387409
20579271.44593511;12.85227951380609;1.1257055957376774
20588750.73318535;12.893612952126254;1.1334314481633545
20598234.38681401;12.935090393529553;1.1411728447383367
20607722.40883235;12.976712878080313;1.148929826700452
20617214.80125255;13.018481457623851;1.1567024354571573
20626711.56608772;13.060397195978295;1.164490712582903
20636212.70535188;13.102461169112829;1.172294699823455
20645718.22106;13.144674465353503;1.1801144390917138
20655228.11522799;13.187038185568236;1.1879499724758
20664742.38987264;13.229553443331534;1.1958013422318035
20674261.04701172;13.272221365180691;1.203668590791112
20683784.08866389;13.315043090773504;1.2115517607565593
20693311.51684878;13.358019773118638;1.2194508949070235
20702843.33358691;13.401152578772699;1.2273660361946228
20712379.54089976;13.444442688092014;1.2352972277491692
20721920.14080973;13.487891295395132;1.2432445128765506
20731465.13534014;13.531499609244575;1.251207935059503
20741014.52651526;13.575268852640288;1.2591875379601252
20750568.31636029;13.619200263289354;1.2671833654199047
20760126.50690136;13.663295093779265;1.275195461459436
20769689.10016552;13.707554611907222;1.283223870281189
20779256.09818078;13.751980100858969;1.2912686362687464
20788827.50297606;13.796572859525671;1.299329803989061
20798403.31658123;13.841334202687062;1.3074074181916786
20807983.54102708;13.886265461348337;1.3155015238105467
20817568.17834536;13.931367982966588;1.3236121659658597
20827157.23056874;13.976643131770828;1.331739389962572
20836750.69973081;14.022092288968803;1.3398832412934016
20846348.58786613;14.067716853121395;1.348043765637664
20855950.89701017;14.113518240388833;1.3562210088649276
20865557.62919936;14.159497884826276;1.3644150170316953
20875168.78647105;14.205657238720065;1.372625836387622
20884784.37086353;14.251997772876486;1.3808535133720063
20894404.38441605;14.298520976959017;1.3890980946149307
20904028.82916877;14.345228359808388;1.397359626941922
20913657.7071628;14.392121449775502;1.4056381573703758
20923291.02044021;14.43920179506145;1.4139337331125832
20932928.77104398;14.486470964071067;1.422246401575726
20942570.96101804;14.533930545801056;1.43057621036434
20952217.59240729;14.581582150127087;1.4389232072802889
20961868.66725752;14.629427408257383;1.4472874403214568
20971524.18761551;14.67746797306804;1.4556689576854376
20981184.15552896;14.725705519520693;1.4640678077706661
20990848.57304651;14.774141745041938;1.4724840391748872
21000517.44221775;14.822778369932388;1.4809177006953176
21010190.76509322;14.871617137805487;1.48936884133506
21019868.5437244;14.920659815987866;1.497837510297728
21029550.78016371;14.969908195990836;1.5063237569914945
21039237.47646452;15.019364093893778;1.5148276310284314
21048928.63468115;15.069029350887657;1.5233491822266814
21058624.25686885;15.118905833683407;1.5318884606099457
21068324.34508384;15.168995435010494;1.5404455164098212
21078028.90138327;15.219300074093036;1.5490204000650492
21087737.92782524;15.269821697200038;1.5576131622235985
21097451.42646881;15.320562278074236;1.5662238537414117
21107169.39937397;15.371523818549676;1.5748525256867596
21116891.84860167;15.422708349051305;1.5834992293373884
21126618.77621381;15.47411792913624;1.5921640161820818
21136350.18427324;15.525754648056338;1.6008469379240813
21146086.07484375;15.577620625380028;1.6095480464784087
21155826.44999009;15.629718011543012;1.6182673939737178
21165571.31177796;15.682048988486121;1.627005032754356
21175320.66227401;15.734615770254548;1.6357610153788977
21185074.50354585;15.787420603663344;1.6445353946239258
21194832.83766202;15.84046576892389;1.6533282234791593
21204595.66669204;15.89375358034663;1.6621395551547948
21214362.99270637;15.94728638699486;1.6709694430775812
21224134.81777642;16.001066573442092;1.6798179408929705
21233911.14397456;16.055096560435214;1.6886851024665033
21243691.97337412;16.109378805685864;1.6975709818823261
21253477.30804937;16.163915804595057;1.706475633444088
21263267.15007555;16.21871009109022;1.7153991116803036
21273061.50152884;16.273764238354566;1.7243414713344276
21282860.3644864;16.32908085970793;1.7333027673783106
21292663.74102632;16.384662609427227;1.742283055001331
21302471.63322767;16.440512183629327;1.7512823896186782
21312284.04317046;16.496632321145277;1.7603008268680178
21322100.97293567;16.553025804431755;1.7693384226095827
21331922.42460524;16.609695460527703;1.7783952329271033
21341748.40026205;16.666644162012762;1.7874713141309517
21351578.90198996;16.723874828000277;1.7965667227536195
21361413.93187379;16.78139042514619;1.805681515553781
21371253.49199931;16.83919396868407;1.8148157495140882
21381097.58445324;16.897288523544983;1.8239694818424044
21390946.21132329;16.955677205409586;1.8331427699718172
21400799.37469811;17.014363181884896;1.8423356715623997
21410657.07666733;17.073349673632688;1.8515482444951856
21420519.31932151;17.132639955603224;1.8607805468814207
21430386.10475222;17.19223735826137;1.870032637053698
21440257.43505194;17.252145268828723;1.8793045735705538
21450133.31231416;17.312367132647143;1.8885964152166874
21460013.73863332;17.372906454476574;1.897908220998648
21469898.7161048;17.43376679985318;1.9072400501491524
21479788.24682498;17.494951796595632;1.916591962123003
21489682.3328912;17.556465136225277;1.9259640165990302
21499580.97640174;17.618310575450664;1.935356273478637
21509484.17945587;17.680491937723275;1.944768792884552
21519391.94415382;17.743013114920526;1.954201635160717
21529304.27259679;17.80587806885869;1.9636548608689957
21539221.16688694;17.869090833138834;1.9731285307951403
21549142.62912742;17.932655514753833;1.9826227059388912
