frequency;user0 (gain);user3 (gain)
28850000.0;65.8372885783664;34.4059534024465
28851328.62219108;65.93559999061519;34.47941225681524
28852657.30556889;66.034526363862;34.553418751183415
28853986.05013623;66.134073576098;34.6279784220036
28855314.85589594;66.23424748366786;34.703096781691286
28856643.72285081;66.33505390545041;34.778779302834195
28857972.65100368;66.43649862312316;34.855031418405375
28859301.64035737;66.53858735996388;34.931858500540486
28860630.69091468;66.64132577991113;35.00926585958958
28861959.80267845;66.74471946687268;35.087258723435056
28863288.97565148;66.84877391781083;35.16584223069794
28864618.2098366;66.95349452256143;35.24502140980118
28865947.50523662;67.05888655257309;35.32480116882453
28867276.86185437;67.16495514569048;35.40518627953935
28868606.27969266;67.27170527690855;35.48618134845163
28869935.75875432;67.37914175416962;35.5677908119027
28871265.29904216;67.48726918541101;35.65001890417804
28872594.900559;67.59609195982217;35.732869638194
28873924.56330767;67.70561422246656;35.81634677954661
28875254.28729098;67.81583984697517;35.90045382027925
28876584.07251175;67.92677240499688;35.985193947790655
28877913.91897281;68.03841514355035;36.07057002156737
28879243.82667696;68.15077093151677;36.15658452102824
28880573.79562704;68.26384224850831;36.24323953274205
28881903.82582587;68.3776311246118;36.330536691645875
28883233.91727626;68.4921391099155;36.418477149848876
28884564.06998103;68.60736722485838;36.50706152641186
28885894.28394301;68.72331591138602;36.59628985991737
28887224.55916502;68.83998498100885;36.686161554995735
28888554.89564988;68.95737355893539;36.77667532713068
28889885.2934004;69.07548001806865;36.86782913724516
28891215.75241942;69.19430192314302;36.95962013434002
28892546.27270975;69.31383595443583;37.052044580853725
28893876.85427421;69.43407783171392;37.14509777513379
28895207.49711563;69.55502223576639;37.238773973555396
28896538.20123683;69.67666272410385;37.333066307116084
28897868.96664063;69.79899163770195;37.427966685714395
28899199.79332985;69.92199999875109;37.523465698950474
28900530.68130732;70.04567740857664;37.619552511624825
28901861.63057585;70.17001193764379;37.7162147545674
28903192.64113828;70.29499000183391;37.81343840162931
28904523.71299742;70.42059623706754;37.911207642650155
28905854.84615609;70.54681336289157;38.009504748861566
28907186.04061713;70.67362203946716;38.10830992823782
28908517.29638334;70.80100071513124;38.20760117398313
28909848.61345756;70.92892546307014;38.30735410090672
28911179.99184261;71.05736981586108;38.40754178001252
28912511.43154131;71.18630458294786;38.50813455565137
28913842.93255649;71.3156976573819;38.6090998532032
28915174.49489097;71.44551382831455;38.710401990174965
28916506.11854757;71.57571456370825;38.81200195949345
28917837.80352912;71.70625779640224;38.913857216632465
28919169.54983844;71.83709770950153;39.01592146251929
