target_per_diode_current_a,frequency_hz,q79_3_gate1_gain_db
0.0,8835200.0,39.4232235600295
0.0,8835400.0,39.43696667946801
0.0,8835600.0,39.45072220394226
0.0,8835800.0,39.46449015109808
0.0,8836000.0,39.47827053817563
0.0,8836200.0,39.49206340963781
0.0,8836400.0,39.505868772592
0.0,8836600.0,39.51968666134233
0.0,8836800.0,39.53351708218123
0.0,8837000.0,39.54736008681437
0.0,8837200.0,39.561215671502076
0.0,8837400.0,39.57508387783355
0.0,8837600.0,39.58896472861646
0.0,8837800.0,39.60285824620885
0.0,8838000.0,39.616764443443046
0.0,8838200.0,39.63068336901584
0.0,8838400.0,39.64461502576174
0.0,8838600.0,39.658559443290784
0.0,8838800.0,39.672516659733226
0.0,8839000.0,39.68648667664312
0.0,8839200.0,39.700469540205674
0.0,8839400.0,39.7144652690675
0.0,8839600.0,39.728473881440635
0.0,8839800.0,39.7424954129987
0.0,8840000.0,39.75652987207009
0.0,8840200.0,39.770577302284956
0.0,8840400.0,39.784637728864574
0.0,8840600.0,39.7987111587675
0.0,8840800.0,39.81279763408611
0.0,8841000.0,39.82689716973516
0.0,8841200.0,39.84100979790127
0.0,8841400.0,39.85513554140491
0.0,8841600.0,39.869274431409366
0.0,8841800.0,39.883426489744174
0.0,8842000.0,39.8975917377677
0.0,8842200.0,39.91177020514341
0.0,8842400.0,39.925961921009886
0.0,8842600.0,39.940166905236666
0.0,8842800.0,39.95438518596102
0.0,8843000.0,39.968616790800866
0.0,8843200.0,39.98286174685666
0.0,8843400.0,39.997120080713344
0.0,8843600.0,40.01139180109318
0.0,8843800.0,40.025677020243734
0.0,8844000.0,40.03997561589066
0.0,8844200.0,40.05428774243677
0.0,8844400.0,40.06861329439844
0.0,8844600.0,40.08295251077442
0.0,8844800.0,40.09730519918388
0.0,8845000.0,40.1116715111634
0.0,8845200.0,40.12605142568462
0.0,8845400.0,40.14044492150653
0.0,8845600.0,40.15485214782512
0.0,8845800.0,40.16927308212914
0.0,8846000.0,40.18370778674128
0.0,8846200.0,40.19815615341361
0.0,8846400.0,40.21261832853504
0.0,8846600.0,40.22709437254506
0.0,8846800.0,40.241584176166114
0.0,8847000.0,40.256087883492384
0.0,8847200.0,40.27060546890483
0.0,8847400.0,40.28513699064355
0.0,8847600.0,40.299682422279574
0.0,8847800.0,40.314241820965364
0.0,8848000.0,40.32881524310184
0.0,8848200.0,40.34340266084897
0.0,8848400.0,40.358004212884296
0.0,8848600.0,40.372619786945556
0.0,8848800.0,40.38724952036344
0.0,8849000.0,40.40189338330539
0.0,8849200.0,40.41655134576084
0.0,8849400.0,40.43122362549846
0.0,8849600.0,40.44591002587464
0.0,8849800.0,40.46061076305413
0.0,8850000.0,40.47532572242348
0.0,8850200.0,40.4900550360404
0.0,8850400.0,40.504798752726536
0.0,8850600.0,40.519556756950934
0.0,8850800.0,40.53432917860605
0.0,8851000.0,40.549116064773465
0.0,8851200.0,40.56391738042147
0.0,8851400.0,40.578733171621586
0.0,8851600.0,40.59356348373534
0.0,8851800.0,40.608408361416764
0.0,8852000.0,40.62326784861496
0.0,8852200.0,40.63814190787028
0.0,8852400.0,40.653030582144076
0.0,8852600.0,40.66793391369966
0.0,8852800.0,40.68285202439672
0.0,8853000.0,40.69778479438834
0.0,8853200.0,40.71273234428873
0.0,8853400.0,40.727694713594296
0.0,8853600.0,40.74267186137514
0.0,8853800.0,40.75766382617189
0.0,8854000.0,40.77267072531011
0.0,8854200.0,40.78769251623051
0.0,8854400.0,40.80272923543876
0.0,8854600.0,40.81778091876722
0.0,8854800.0,40.83284760137745
0.0,8855000.0,40.84792931776281
0.0,8855200.0,40.86302610175093
0.0,8855400.0,40.878137986506395
