frequency;user0 (gain);user3 (gain);
2.26336e+07;-34.8135;14.2316;
2.26597e+07;-34.9777;14.0714;
2.26858e+07;-35.1393;13.9137;
2.27119e+07;-35.2986;13.7584;
2.27381e+07;-35.4555;13.6054;
2.27643e+07;-35.6101;13.4547;
2.27905e+07;-35.7625;13.3061;
2.28167e+07;-35.9129;13.1597;
2.2843e+07;-36.0611;13.0154;
2.28693e+07;-36.2074;12.873;
2.28957e+07;-36.3517;12.7326;
2.29221e+07;-36.4941;12.594;
2.29485e+07;-36.6347;12.4573;
2.29749e+07;-36.7735;12.3224;
2.30014e+07;-36.9106;12.1892;
2.30279e+07;-37.0459;12.0576;
2.30544e+07;-37.1797;11.9277;
2.30809e+07;-37.3118;11.7994;
2.31075e+07;-37.4424;11.6727;
2.31342e+07;-37.5715;11.5475;
2.31608e+07;-37.6991;11.4237;
2.31875e+07;-37.8252;11.3013;
2.32142e+07;-37.95;11.1804;
2.32409e+07;-38.0734;11.0608;
2.32677e+07;-38.1954;10.9426;
2.32945e+07;-38.3162;10.8256;
2.33213e+07;-38.4357;10.71;
2.33482e+07;-38.5539;10.5955;
2.33751e+07;-38.6709;10.4823;
2.3402e+07;-38.7867;10.3702;
2.3429e+07;-38.9014;10.2593;
2.3456e+07;-39.015;10.1496;
2.3483e+07;-39.1274;10.0409;
2.35101e+07;-39.2387;9.93329;
