frequency;user0 (gain);user3 (gain);
1.38e+07;42.1952;22.8419;
1.38106e+07;42.5768;23.0202;
1.38212e+07;42.9664;23.202;
1.38318e+07;43.3642;23.3871;
1.38424e+07;43.7706;23.5758;
1.38531e+07;44.1857;23.768;
1.38637e+07;44.61;23.9639;
1.38743e+07;45.0437;24.1636;
1.3885e+07;45.4872;24.3671;
1.38957e+07;45.9408;24.5744;
1.39063e+07;46.4049;24.7857;
1.3917e+07;46.8799;25.001;
1.39277e+07;47.3661;25.2203;
1.39384e+07;47.8638;25.4436;
1.39491e+07;48.3734;25.6709;
1.39598e+07;48.8954;25.9022;
1.39705e+07;49.4299;26.1373;
1.39812e+07;49.9774;26.3763;
1.3992e+07;50.538;26.6188;
1.40027e+07;51.112;26.8648;
1.40135e+07;51.6996;27.1138;
1.40242e+07;52.3007;27.3654;
1.4035e+07;52.9153;27.6192;
1.40458e+07;53.5431;27.8744;
1.40566e+07;54.1836;28.1303;
1.40674e+07;54.8359;28.3857;
1.40782e+07;55.4988;28.6395;
1.4089e+07;56.1704;28.8899;
1.40998e+07;56.8485;29.135;
1.41106e+07;57.5295;29.3725;
1.41214e+07;58.209;29.5993;
1.41323e+07;58.8812;29.8121;
1.41431e+07;59.5383;30.0067;
1.4154e+07;60.1709;30.1785;
1.41649e+07;60.7669;30.3225;
1.41757e+07;61.3123;30.4333;
1.41866e+07;61.7913;30.5062;
1.41975e+07;62.1868;30.5376;
1.42084e+07;62.4829;30.526;
1.42193e+07;62.666;30.4732;
1.42302e+07;62.7277;30.3839;
1.42412e+07;62.6657;30.2652;
1.42521e+07;62.4846;30.1254;
1.42631e+07;62.1945;29.9719;
1.4274e+07;61.8093;29.8101;
1.4285e+07;61.3448;29.6428;
1.42959e+07;60.8168;29.471;
1.43069e+07;60.2396;29.2941;
1.43179e+07;59.6259;29.1113;
1.43289e+07;58.9863;28.9217;
1.43399e+07;58.3296;28.7247;
1.43509e+07;57.6625;28.5202;
1.43619e+07;56.9908;28.3086;
1.43729e+07;56.3188;28.0905;
1.4384e+07;55.6498;27.8666;
1.4395e+07;54.9866;27.638;
1.44061e+07;54.331;27.4055;
1.44171e+07;53.6846;27.1702;
1.44282e+07;53.0486;26.9329;
1.44393e+07;52.4236;26.6944;
1.44504e+07;51.8104;26.4555;
1.44615e+07;51.2091;26.2169;
1.44726e+07;50.6201;25.979;
1.44837e+07;50.0433;25.7425;
1.44948e+07;49.4787;25.5076;
1.45059e+07;48.9263;25.2748;
1.45171e+07;48.3858;25.0442;
1.45282e+07;47.857;24.8162;
1.45394e+07;47.3397;24.5909;
1.45505e+07;46.8337;24.3684;
1.45617e+07;46.3385;24.1488;
1.45729e+07;45.854;23.9323;
1.45841e+07;45.3798;23.7189;
1.45953e+07;44.9156;23.5085;
1.46065e+07;44.4611;23.3013;
