frequency;user0 (gain);user3 (gain);
3.55731e+06;-23.2199;8.52757;
3.56551e+06;-23.2221;8.53087;
3.57373e+06;-23.2248;8.53358;
3.58196e+06;-23.2281;8.53569;
3.59022e+06;-23.232;8.53719;
3.5985e+06;-23.2365;8.53807;
3.60679e+06;-23.2417;8.53831;
3.61511e+06;-23.2474;8.53791;
3.62344e+06;-23.2538;8.53684;
3.63179e+06;-23.2609;8.53511;
3.64017e+06;-23.2686;8.5327;
3.64856e+06;-23.2769;8.5296;
3.65697e+06;-23.286;8.52579;
3.6654e+06;-23.2958;8.52128;
3.67385e+06;-23.3062;8.51604;
3.68232e+06;-23.3174;8.51007;
3.69081e+06;-23.3293;8.50336;
3.69931e+06;-23.3419;8.49589;
3.70784e+06;-23.3553;8.48767;
3.71639e+06;-23.3694;8.47868;
3.72496e+06;-23.3843;8.46892;
3.73354e+06;-23.3999;8.45837;
3.74215e+06;-23.4163;8.44703;
3.75078e+06;-23.4335;8.43489;
3.75942e+06;-23.4515;8.42194;
3.76809e+06;-23.4703;8.40819;
3.77678e+06;-23.4899;8.39361;
3.78548e+06;-23.5102;8.37821;
3.79421e+06;-23.5314;8.36199;
3.80296e+06;-23.5534;8.34493;
3.81172e+06;-23.5763;8.32703;
3.82051e+06;-23.5999;8.3083;
3.82932e+06;-23.6244;8.28871;
3.83814e+06;-23.6497;8.26829;
3.84699e+06;-23.6758;8.24701;
3.85586e+06;-23.7028;8.22488;
3.86475e+06;-23.7306;8.2019;
3.87366e+06;-23.7592;8.17807;
3.88259e+06;-23.7887;8.15338;
3.89154e+06;-23.819;8.12785;
3.90051e+06;-23.8502;8.10145;
3.9095e+06;-23.8821;8.07421;
3.91851e+06;-23.9149;8.04612;
3.92755e+06;-23.9486;8.01718;
3.9366e+06;-23.9831;7.9874;
3.94567e+06;-24.0184;7.95677;
3.95477e+06;-24.0545;7.92531;
3.96389e+06;-24.0914;7.89301;
3.97302e+06;-24.1291;7.85989;
3.98218e+06;-24.1677;7.82593;
3.99136e+06;-24.207;7.79116;
4.00056e+06;-24.2472;7.75558;
4.00979e+06;-24.2881;7.71919;
4.01903e+06;-24.3299;7.68199;
4.02829e+06;-24.3724;7.64401;
4.03758e+06;-24.4156;7.60523;
4.04689e+06;-24.4597;7.56568;
4.05622e+06;-24.5045;7.52536;
4.06557e+06;-24.55;7.48427;
4.07494e+06;-24.5963;7.44244;
4.08433e+06;-24.6433;7.39985;
4.09375e+06;-24.691;7.35654;
4.10319e+06;-24.7394;7.31249;
4.11265e+06;-24.7885;7.26773;
4.12213e+06;-24.8384;7.22227;
4.13163e+06;-24.8888;7.17611;
4.14115e+06;-24.94;7.12926;
4.1507e+06;-24.9918;7.08175;
4.16027e+06;-25.0443;7.03356;
4.16986e+06;-25.0974;6.98473;
4.17947e+06;-25.1511;6.93526;
4.18911e+06;-25.2055;6.88515;
4.19876e+06;-25.2604;6.83443;
