frequency;user0 (gain);user3 (gain);
3.61511e+06;16.7619;8.53199;
3.62344e+06;16.422;8.53134;
3.63179e+06;16.0853;8.52999;
3.64017e+06;15.7526;8.52793;
3.64856e+06;15.4248;8.52516;
3.65697e+06;15.1023;8.52165;
3.6654e+06;14.7855;8.51741;
3.67385e+06;14.4745;8.51242;
3.68232e+06;14.1695;8.50668;
3.69081e+06;13.8705;8.50018;
3.69931e+06;13.5774;8.49291;
3.70784e+06;13.2902;8.48487;
3.71639e+06;13.0087;8.47605;
3.72496e+06;12.7328;8.46644;
3.73354e+06;12.4623;8.45603;
3.74215e+06;12.1971;8.44482;
3.75078e+06;11.9369;8.4328;
3.75942e+06;11.6816;8.41996;
3.76809e+06;11.431;8.40631;
3.77678e+06;11.1848;8.39183;
3.78548e+06;10.943;8.37653;
3.79421e+06;10.7053;8.36038;
3.80296e+06;10.4716;8.3434;
3.81172e+06;10.2416;8.32558;
3.82051e+06;10.0153;8.30691;
3.82932e+06;9.79236;8.2874;
3.83814e+06;9.57277;8.26703;
3.84699e+06;9.35634;8.24581;
3.85586e+06;9.14293;8.22374;
3.86475e+06;8.9324;8.20081;
3.87366e+06;8.72462;8.17702;
3.88259e+06;8.51946;8.15238;
3.89154e+06;8.31682;8.12689;
3.90051e+06;8.11658;8.10054;
3.9095e+06;7.91863;8.07334;
3.91851e+06;7.72287;8.04528;
3.92755e+06;7.52921;8.01638;
3.9366e+06;7.33755;7.98663;
3.94567e+06;7.1478;7.95603;
3.95477e+06;6.95988;7.9246;
3.96389e+06;6.77371;7.89233;
3.97302e+06;6.58922;7.85923;
3.98218e+06;6.40634;7.8253;
3.99136e+06;6.22499;7.79056;
4.00056e+06;6.04511;7.755;
4.00979e+06;5.86664;7.71863;
4.01903e+06;5.68952;7.68146;
4.02829e+06;5.51371;7.64349;
4.03758e+06;5.33913;7.60474;
4.04689e+06;5.16575;7.5652;
4.05622e+06;4.99352;7.5249;
4.06557e+06;4.82239;7.48383;
4.07494e+06;4.65233;7.44201;
4.08433e+06;4.48328;7.39945;
4.09375e+06;4.31522;7.35614;
4.10319e+06;4.14811;7.31212;
4.11265e+06;3.98191;7.26737;
4.12213e+06;3.81659;7.22192;
4.13163e+06;3.65212;7.17577;
4.14115e+06;3.48848;7.12894;
4.1507e+06;3.32563;7.08144;
4.16027e+06;3.16355;7.03327;
4.16986e+06;3.00222;6.98444;
4.17947e+06;2.84161;6.93498;
4.18911e+06;2.6817;6.88489;
4.19876e+06;2.52248;6.83418;
