frequency;user0 (gain);user3 (gain);
6e+06;-5.42291;9.91806;
6.01383e+06;-5.37708;10.0101;
6.02769e+06;-5.32933;10.1038;
6.04159e+06;-5.27961;10.1993;
6.05552e+06;-5.22787;10.2966;
6.06948e+06;-5.17406;10.3958;
6.08347e+06;-5.11813;10.497;
6.09749e+06;-5.06;10.6001;
6.11155e+06;-4.99963;10.7053;
6.12564e+06;-4.93695;10.8126;
6.13976e+06;-4.8719;10.9221;
6.15391e+06;-4.80439;11.0339;
6.1681e+06;-4.73436;11.148;
6.18232e+06;-4.66174;11.2646;
6.19657e+06;-4.58644;11.3836;
6.21085e+06;-4.50837;11.5052;
6.22517e+06;-4.42744;11.6295;
6.23952e+06;-4.34356;11.7566;
6.2539e+06;-4.25663;11.8866;
6.26832e+06;-4.16655;12.0196;
6.28277e+06;-4.07319;12.1557;
6.29725e+06;-3.97645;12.2949;
6.31177e+06;-3.8762;12.4376;
6.32632e+06;-3.77231;12.5837;
6.34091e+06;-3.66463;12.7334;
6.35552e+06;-3.55302;12.887;
6.37017e+06;-3.43733;13.0444;
6.38486e+06;-3.31739;13.2059;
6.39958e+06;-3.19301;13.3718;
6.41433e+06;-3.06403;13.542;
6.42912e+06;-2.93022;13.717;
6.44394e+06;-2.7914;13.8968;
6.45879e+06;-2.64732;14.0817;
6.47368e+06;-2.49775;14.272;
6.4886e+06;-2.34243;14.4679;
6.50356e+06;-2.1811;14.6696;
6.51855e+06;-2.01346;14.8775;
6.53358e+06;-1.83919;15.0919;
6.54864e+06;-1.65798;15.3131;
6.56374e+06;-1.46947;15.5415;
6.57887e+06;-1.27328;15.7774;
6.59404e+06;-1.06901;16.0212;
6.60924e+06;-0.856243;16.2734;
6.62447e+06;-0.634519;16.5344;
6.63974e+06;-0.403363;16.8048;
6.65505e+06;-0.162271;17.0849;
6.67039e+06;0.0892869;17.3754;
6.68577e+06;0.35186;17.6767;
6.70118e+06;0.626016;17.9895;
6.71663e+06;0.91233;18.3144;
6.73211e+06;1.21137;18.6518;
6.74763e+06;1.52369;19.0024;
6.76318e+06;1.84977;19.3667;
6.77878e+06;2.19003;19.7449;
6.7944e+06;2.54471;20.1375;
6.81006e+06;2.91383;20.5444;
6.82576e+06;3.29706;20.9653;
6.8415e+06;3.69355;21.3994;
6.85727e+06;4.10172;21.845;
6.87308e+06;4.51899;22.2996;
6.88892e+06;4.94133;22.7592;
6.9048e+06;5.36286;23.2178;
6.92072e+06;5.7753;23.6672;
6.93667e+06;6.16747;24.0962;
6.95266e+06;6.52502;24.4906;
6.96869e+06;6.83061;24.8328;
6.98476e+06;7.065;25.1037;
7.00086e+06;7.20915;25.2843;
7.017e+06;7.24733;25.3588;
7.03317e+06;7.17035;25.3181;
7.04939e+06;6.9777;25.1615;
7.06564e+06;6.67775;24.8976;
7.08192e+06;6.28565;24.5414;
7.09825e+06;5.82024;24.1118;
7.11461e+06;5.30085;23.6281;
7.13101e+06;4.74504;23.1079;
