r27_position,minimum_wanted_mvpp,maximum_crystal_mvpp,minimum_wanted_to_crystal_ratio,score
0.1,84.19049854280664,4.862986838208481,20.11270992648269,1683.8099708561326
0.233,65.25504440028519,3.703756828253823,20.45660340776771,1305.1008880057038
0.367,51.18843854058075,2.864819589913635,20.72011267057968,1023.768770811615
0.5,39.90661655968619,2.2182614708042614,20.83970628871642,798.1323311937239
0.633,29.900433412052166,1.6560674551892425,20.93614707382328,598.0086682410433
0.767,20.179568481732094,1.1114657956948701,21.034119029551885,403.59136963464186
0.9,9.616502739429759,0.5283107067092865,21.107444273293417,192.3300547885952
