t1_k,minimum_wanted_mvpp,maximum_crystal_mvpp,minimum_wanted_to_crystal_ratio,score
0.04,15.664685686798213,0.4232748841685472,41.4792636599794,313.2937137359643
0.06,22.38800112590418,0.6579308257407644,38.81027479978349,447.7600225180836
0.08,28.043039812452903,0.8981035348310689,36.271033138273516,560.860796249058
0.1,32.50404376096826,1.1447474129634518,33.46602604235166,650.0808752193652
0.12,35.79591717652216,1.3988945812874338,30.36869588884691,715.9183435304432
0.15,38.62122608191908,1.7955695476552638,25.503102708300407,772.4245216383816
0.18,39.90661655968619,2.2182614708042614,20.83970628871642,798.1323311937239
