t1_l_uh,minimum_wanted_mvpp,maximum_crystal_mvpp,minimum_wanted_to_crystal_ratio,score
4.5,27.79446747672045,0.6154598102427173,45.16049141496211,555.889349534409
4.875,32.575143073458285,0.8981035348310689,36.271033138273516,651.5028614691657
5.25,26.334767651456495,1.3051224981563179,20.178004508127263,526.6953530291299
5.625,16.259777542671532,1.9456161626503368,8.357135315180724,135.88516111884272
6.0,10.589291531003656,2.773748715097759,3.8176823565037483,40.426551445787226
6.375,7.514662437858148,3.3722993017352403,2.228349789116116,16.745296458680006
6.75,5.691874988005806,3.477283819133113,1.6368738601914845,9.316881383344423
7.125,4.517756816193164,3.3896725712090565,1.3328003579359682,6.021267901689909
7.5,3.7125527518549175,3.5669408255752977,1.1072598312121227,4.110760533384978
