frequency_hz,ant_to_out_db
3000000,-10.6747
3000345,-10.6744
3000691,-10.6741
3001036,-10.6738
3001382,-10.6735
3001727,-10.6732
3002073,-10.6729
3002419,-10.6726
3002764,-10.6723
3003110,-10.6720
3003456,-10.6717
3003802,-10.6714
3004148,-10.6711
3004493,-10.6708
3004839,-10.6705
3005185,-10.6701
3005531,-10.6698
3005877,-10.6695
3006223,-10.6692
3006570,-10.6689
3006916,-10.6686
3007262,-10.6683
3007608,-10.6680
3007954,-10.6677
3008301,-10.6673
3008647,-10.6670
3008994,-10.6667
3009340,-10.6664
3009686,-10.6661
3010033,-10.6658
3010380,-10.6654
3010726,-10.6651
3011073,-10.6648
3011419,-10.6645
3011766,-10.6641
3012113,-10.6638
3012460,-10.6635
3012807,-10.6632
3013153,-10.6628
3013500,-10.6625
3013847,-10.6622
3014194,-10.6619
3014541,-10.6615
3014888,-10.6612
3015236,-10.6609
3015583,-10.6605
3015930,-10.6602
3016277,-10.6599
3016625,-10.6595
3016972,-10.6592
3017319,-10.6589
3017667,-10.6585
3018014,-10.6582
3018362,-10.6578
3018709,-10.6575
3019057,-10.6572
3019404,-10.6568
3019752,-10.6565
3020100,-10.6561
3020447,-10.6558
3020795,-10.6554
3021143,-10.6551
3021491,-10.6547
3021839,-10.6544
3022186,-10.6540
3022534,-10.6537
3022882,-10.6533
3023230,-10.6530
3023579,-10.6526
3023927,-10.6523
3024275,-10.6519
3024623,-10.6516
3024971,-10.6512
3025320,-10.6509
3025668,-10.6505
3026016,-10.6502
3026365,-10.6498
3026713,-10.6494
3027062,-10.6491
3027410,-10.6487
3027759,-10.6484
3028107,-10.6480
3028456,-10.6476
3028805,-10.6473
3029153,-10.6469
3029502,-10.6465
3029851,-10.6462
3030200,-10.6458
3030549,-10.6454
3030898,-10.6451
3031247,-10.6447
3031596,-10.6443
3031945,-10.6439
3032294,-10.6436
3032643,-10.6432
3032992,-10.6428
3033341,-10.6424
3033690,-10.6421
3034040,-10.6417
3034389,-10.6413
3034738,-10.6409
3035088,-10.6406
3035437,-10.6402
3035787,-10.6398
3036136,-10.6394
3036486,-10.6390
3036835,-10.6386
3037185,-10.6383
3037535,-10.6379
3037884,-10.6375
3038234,-10.6371
3038584,-10.6367
3038934,-10.6363
3039284,-10.6359
3039634,-10.6355
3039984,-10.6352
3040334,-10.6348
3040684,-10.6344
3041034,-10.6340
3041384,-10.6336
3041734,-10.6332
3042084,-10.6328
3042435,-10.6324
3042785,-10.6320
3043135,-10.6316
3043486,-10.6312
3043836,-10.6308
3044186,-10.6304
3044537,-10.6300
3044888,-10.6296
3045238,-10.6292
3045589,-10.6288
