frequency_hz,ant_to_out_db
8000000,-13.9071
8000921,-13.9059
8001842,-13.9048
8002764,-13.9036
8003685,-13.9025
8004606,-13.9013
8005528,-13.9002
8006450,-13.8991
8007372,-13.8979
8008294,-13.8968
8009216,-13.8956
8010138,-13.8945
8011060,-13.8933
8011982,-13.8922
8012905,-13.8910
8013827,-13.8899
8014750,-13.8888
8015673,-13.8876
8016596,-13.8865
8017519,-13.8853
8018442,-13.8842
8019365,-13.8830
8020288,-13.8819
8021212,-13.8807
8022135,-13.8796
8023059,-13.8784
8023983,-13.8773
8024907,-13.8762
8025831,-13.8750
8026755,-13.8739
8027679,-13.8727
8028603,-13.8716
8029527,-13.8704
8030452,-13.8693
8031377,-13.8681
8032301,-13.8670
8033226,-13.8658
8034151,-13.8647
8035076,-13.8635
8036001,-13.8624
8036926,-13.8612
8037852,-13.8601
8038777,-13.8589
8039703,-13.8578
8040628,-13.8566
8041554,-13.8555
8042480,-13.8543
8043406,-13.8532
8044332,-13.8520
8045258,-13.8509
8046185,-13.8497
8047111,-13.8486
8048037,-13.8474
8048964,-13.8463
8049891,-13.8451
8050818,-13.8440
8051745,-13.8428
8052672,-13.8417
8053599,-13.8405
8054526,-13.8394
8055453,-13.8382
8056381,-13.8371
8057308,-13.8359
8058236,-13.8348
8059164,-13.8336
8060092,-13.8325
8061020,-13.8313
8061948,-13.8302
8062876,-13.8290
8063804,-13.8279
8064733,-13.8267
8065661,-13.8256
8066590,-13.8244
8067519,-13.8233
8068448,-13.8221
8069377,-13.8210
8070306,-13.8198
8071235,-13.8187
8072164,-13.8175
8073094,-13.8163
8074023,-13.8152
8074953,-13.8140
8075882,-13.8129
8076812,-13.8117
8077742,-13.8106
8078672,-13.8094
8079602,-13.8083
8080533,-13.8071
8081463,-13.8060
8082393,-13.8048
8083324,-13.8037
8084255,-13.8025
8085185,-13.8013
8086116,-13.8002
8087047,-13.7990
8087978,-13.7979
8088910,-13.7967
8089841,-13.7956
8090772,-13.7944
8091704,-13.7933
8092636,-13.7921
8093567,-13.7909
8094499,-13.7898
8095431,-13.7886
8096363,-13.7875
8097295,-13.7863
8098228,-13.7852
8099160,-13.7840
8100093,-13.7828
8101025,-13.7817
8101958,-13.7805
8102891,-13.7794
8103824,-13.7782
8104757,-13.7771
8105690,-13.7759
8106623,-13.7747
8107557,-13.7736
8108490,-13.7724
8109424,-13.7713
8110357,-13.7701
8111291,-13.7689
8112225,-13.7678
8113159,-13.7666
8114093,-13.7655
8115027,-13.7643
8115962,-13.7632
8116896,-13.7620
8117831,-13.7608
8118765,-13.7597
8119700,-13.7585
8120635,-13.7574
8121570,-13.7562
8122505,-13.7550
8123440,-13.7539
8124375,-13.7527
8125311,-13.7516
8126246,-13.7504
8127182,-13.7492
8128118,-13.7481
8129054,-13.7469
8129990,-13.7457
8130926,-13.7446
8131862,-13.7434
8132798,-13.7423
8133734,-13.7411
8134671,-13.7399
8135607,-13.7388
8136544,-13.7376
8137481,-13.7365
8138418,-13.7353
8139355,-13.7341
8140292,-13.7330
8141229,-13.7318
8142167,-13.7306
8143104,-13.7295
8144042,-13.7283
8144979,-13.7271
8145917,-13.7260
8146855,-13.7248
8147793,-13.7237
8148731,-13.7225
8149669,-13.7213
8150608,-13.7202
8151546,-13.7190
8152485,-13.7178
8153423,-13.7167
8154362,-13.7155
8155301,-13.7143
8156240,-13.7132
8157179,-13.7120
8158118,-13.7108
8159057,-13.7097
8159997,-13.7085
8160936,-13.7073
8161876,-13.7062
8162816,-13.7050
8163755,-13.7039
8164695,-13.7027
8165635,-13.7015
8166576,-13.7004
8167516,-13.6992
8168456,-13.6980
8169397,-13.6969
8170337,-13.6957
8171278,-13.6945
8172219,-13.6934
8173160,-13.6922
8174101,-13.6910
8175042,-13.6898
8175983,-13.6887
8176924,-13.6875
8177866,-13.6863
8178808,-13.6852
8179749,-13.6840
8180691,-13.6828
8181633,-13.6817
8182575,-13.6805
8183517,-13.6793
8184459,-13.6782
8185402,-13.6770
8186344,-13.6758
8187286,-13.6747
8188229,-13.6735
8189172,-13.6723
8190115,-13.6711
8191058,-13.6700
8192001,-13.6688
8192944,-13.6676
8193887,-13.6665
8194831,-13.6653
8195774,-13.6641
8196718,-13.6630
8197662,-13.6618
8198605,-13.6606
8199549,-13.6594
8200493,-13.6583
8201438,-13.6571
8202382,-13.6559
8203326,-13.6548
8204271,-13.6536
8205215,-13.6524
8206160,-13.6512
8207105,-13.6501
8208050,-13.6489
8208995,-13.6477
8209940,-13.6466
8210885,-13.6454
8211831,-13.6442
8212776,-13.6430
8213722,-13.6419
8214667,-13.6407
8215613,-13.6395
8216559,-13.6383
8217505,-13.6372
8218451,-13.6360
8219398,-13.6348
8220344,-13.6336
8221290,-13.6325
8222237,-13.6313
8223184,-13.6301
8224130,-13.6290
8225077,-13.6278
8226024,-13.6266
8226971,-13.6254
8227919,-13.6243
8228866,-13.6231
8229813,-13.6219
8230761,-13.6207
8231709,-13.6196
8232656,-13.6184
8233604,-13.6172
8234552,-13.6160
8235500,-13.6148
8236448,-13.6137
8237397,-13.6125
8238345,-13.6113
8239294,-13.6101
8240242,-13.6090
8241191,-13.6078
8242140,-13.6066
8243089,-13.6054
8244038,-13.6043
8244987,-13.6031
8245937,-13.6019
8246886,-13.6007
8247835,-13.5995
8248785,-13.5984
8249735,-13.5972
8250685,-13.5960
8251635,-13.5948
