frequency_hz,ant_to_out_db
3000000,-10.7018
3000345,-10.7015
3000691,-10.7012
3001036,-10.7009
3001382,-10.7006
3001727,-10.7003
3002073,-10.7000
3002419,-10.6997
3002764,-10.6994
3003110,-10.6991
3003456,-10.6988
3003802,-10.6985
3004148,-10.6982
3004493,-10.6979
3004839,-10.6976
3005185,-10.6973
3005531,-10.6970
3005877,-10.6967
3006223,-10.6964
3006570,-10.6961
3006916,-10.6958
3007262,-10.6954
3007608,-10.6951
3007954,-10.6948
3008301,-10.6945
3008647,-10.6942
3008994,-10.6939
3009340,-10.6936
3009686,-10.6932
3010033,-10.6929
3010380,-10.6926
3010726,-10.6923
3011073,-10.6920
3011419,-10.6916
3011766,-10.6913
3012113,-10.6910
3012460,-10.6907
3012807,-10.6904
3013153,-10.6900
3013500,-10.6897
3013847,-10.6894
3014194,-10.6890
3014541,-10.6887
3014888,-10.6884
3015236,-10.6881
3015583,-10.6877
3015930,-10.6874
3016277,-10.6871
3016625,-10.6867
3016972,-10.6864
3017319,-10.6861
3017667,-10.6857
3018014,-10.6854
3018362,-10.6850
3018709,-10.6847
3019057,-10.6844
3019404,-10.6840
3019752,-10.6837
3020100,-10.6833
3020447,-10.6830
3020795,-10.6827
3021143,-10.6823
3021491,-10.6820
3021839,-10.6816
3022186,-10.6813
3022534,-10.6809
3022882,-10.6806
3023230,-10.6802
3023579,-10.6799
3023927,-10.6795
3024275,-10.6792
3024623,-10.6788
3024971,-10.6785
3025320,-10.6781
3025668,-10.6777
3026016,-10.6774
3026365,-10.6770
3026713,-10.6767
3027062,-10.6763
3027410,-10.6760
3027759,-10.6756
3028107,-10.6752
3028456,-10.6749
3028805,-10.6745
3029153,-10.6741
3029502,-10.6738
3029851,-10.6734
3030200,-10.6730
3030549,-10.6727
3030898,-10.6723
3031247,-10.6719
3031596,-10.6716
3031945,-10.6712
3032294,-10.6708
3032643,-10.6705
3032992,-10.6701
3033341,-10.6697
3033690,-10.6693
3034040,-10.6690
3034389,-10.6686
3034738,-10.6682
3035088,-10.6678
3035437,-10.6675
3035787,-10.6671
3036136,-10.6667
3036486,-10.6663
3036835,-10.6659
3037185,-10.6655
3037535,-10.6652
3037884,-10.6648
3038234,-10.6644
3038584,-10.6640
3038934,-10.6636
3039284,-10.6632
3039634,-10.6628
3039984,-10.6625
3040334,-10.6621
3040684,-10.6617
3041034,-10.6613
3041384,-10.6609
3041734,-10.6605
3042084,-10.6601
3042435,-10.6597
3042785,-10.6593
3043135,-10.6589
3043486,-10.6585
3043836,-10.6581
3044186,-10.6577
3044537,-10.6573
3044888,-10.6569
3045238,-10.6565
3045589,-10.6561
3045939,-10.6557
3046290,-10.6553
3046641,-10.6549
3046992,-10.6545
3047342,-10.6541
3047693,-10.6537
3048044,-10.6533
3048395,-10.6529
3048746,-10.6524
3049097,-10.6520
3049448,-10.6516
3049799,-10.6512
3050150,-10.6508
3050502,-10.6504
3050853,-10.6500
3051204,-10.6496
3051555,-10.6491
3051907,-10.6487
3052258,-10.6483
3052610,-10.6479
3052961,-10.6475
3053312,-10.6470
3053664,-10.6466
3054016,-10.6462
3054367,-10.6458
3054719,-10.6453
3055071,-10.6449
3055422,-10.6445
3055774,-10.6441
3056126,-10.6436
3056478,-10.6432
3056830,-10.6428
3057182,-10.6424
3057534,-10.6419
3057886,-10.6415
3058238,-10.6411
3058590,-10.6406
3058942,-10.6402
3059294,-10.6398
3059647,-10.6393
3059999,-10.6389
3060351,-10.6385
3060703,-10.6380
3061056,-10.6376
3061408,-10.6371
3061761,-10.6367
3062113,-10.6363
3062466,-10.6358
3062818,-10.6354
3063171,-10.6349
3063524,-10.6345
3063876,-10.6340
3064229,-10.6336
3064582,-10.6331
3064935,-10.6327
3065288,-10.6323
3065641,-10.6318
3065994,-10.6314
3066347,-10.6309
3066700,-10.6305
3067053,-10.6300
3067406,-10.6295
3067759,-10.6291
