frequency_hz,ant_to_out_db
8000000,6.3331
8000921,6.3129
8001842,6.2927
8002764,6.2725
8003685,6.2523
8004606,6.2321
8005528,6.2120
8006450,6.1918
8007372,6.1716
8008294,6.1515
8009216,6.1313
8010138,6.1112
8011060,6.0911
8011982,6.0709
8012905,6.0508
8013827,6.0307
8014750,6.0106
8015673,5.9905
8016596,5.9704
8017519,5.9503
8018442,5.9302
8019365,5.9102
8020288,5.8901
8021212,5.8700
8022135,5.8500
8023059,5.8299
8023983,5.8099
8024907,5.7898
8025831,5.7698
8026755,5.7498
8027679,5.7297
8028603,5.7097
8029527,5.6897
8030452,5.6697
8031377,5.6497
8032301,5.6297
8033226,5.6097
8034151,5.5898
8035076,5.5698
8036001,5.5498
8036926,5.5298
8037852,5.5099
8038777,5.4899
8039703,5.4700
8040628,5.4500
8041554,5.4301
8042480,5.4102
8043406,5.3902
8044332,5.3703
8045258,5.3504
8046185,5.3305
8047111,5.3106
8048037,5.2907
8048964,5.2708
8049891,5.2509
8050818,5.2310
8051745,5.2111
8052672,5.1913
8053599,5.1714
8054526,5.1515
8055453,5.1317
8056381,5.1118
8057308,5.0920
8058236,5.0721
8059164,5.0523
8060092,5.0324
8061020,5.0126
8061948,4.9928
8062876,4.9730
8063804,4.9531
8064733,4.9333
8065661,4.9135
8066590,4.8937
8067519,4.8739
8068448,4.8541
8069377,4.8343
8070306,4.8145
8071235,4.7947
8072164,4.7750
8073094,4.7552
8074023,4.7354
8074953,4.7157
8075882,4.6959
8076812,4.6761
8077742,4.6564
8078672,4.6366
8079602,4.6169
8080533,4.5971
8081463,4.5774
8082393,4.5577
8083324,4.5379
8084255,4.5182
8085185,4.4985
8086116,4.4788
8087047,4.4590
8087978,4.4393
8088910,4.4196
8089841,4.3999
8090772,4.3802
8091704,4.3605
8092636,4.3408
8093567,4.3211
8094499,4.3014
8095431,4.2818
8096363,4.2621
8097295,4.2424
8098228,4.2227
8099160,4.2031
8100093,4.1834
8101025,4.1637
8101958,4.1441
8102891,4.1244
8103824,4.1047
8104757,4.0851
8105690,4.0654
8106623,4.0458
8107557,4.0261
8108490,4.0065
8109424,3.9869
8110357,3.9672
8111291,3.9476
8112225,3.9280
8113159,3.9083
8114093,3.8887
8115027,3.8691
8115962,3.8495
8116896,3.8298
8117831,3.8102
8118765,3.7906
8119700,3.7710
8120635,3.7514
8121570,3.7318
8122505,3.7122
8123440,3.6926
8124375,3.6730
8125311,3.6534
8126246,3.6338
8127182,3.6142
8128118,3.5946
8129054,3.5750
8129990,3.5554
8130926,3.5359
8131862,3.5163
8132798,3.4967
8133734,3.4771
8134671,3.4575
8135607,3.4380
8136544,3.4184
8137481,3.3988
8138418,3.3792
8139355,3.3597
8140292,3.3401
8141229,3.3205
8142167,3.3010
8143104,3.2814
8144042,3.2619
8144979,3.2423
8145917,3.2227
8146855,3.2032
8147793,3.1836
8148731,3.1641
8149669,3.1445
8150608,3.1250
8151546,3.1054
8152485,3.0859
8153423,3.0663
8154362,3.0468
8155301,3.0272
8156240,3.0077
8157179,2.9881
8158118,2.9686
8159057,2.9490
8159997,2.9295
8160936,2.9100
8161876,2.8904
8162816,2.8709
8163755,2.8513
8164695,2.8318
8165635,2.8123
8166576,2.7927
8167516,2.7732
8168456,2.7537
8169397,2.7341
8170337,2.7146
8171278,2.6950
8172219,2.6755
8173160,2.6560
8174101,2.6364
8175042,2.6169
8175983,2.5974
8176924,2.5778
8177866,2.5583
8178808,2.5388
8179749,2.5192
8180691,2.4997
8181633,2.4802
8182575,2.4606
8183517,2.4411
8184459,2.4216
8185402,2.4020
8186344,2.3825
8187286,2.3630
8188229,2.3434
8189172,2.3239
8190115,2.3043
8191058,2.2848
8192001,2.2653
8192944,2.2457
8193887,2.2262
8194831,2.2067
8195774,2.1871
8196718,2.1676
8197662,2.1480
8198605,2.1285
8199549,2.1089
8200493,2.0894
8201438,2.0699
8202382,2.0503
8203326,2.0308
8204271,2.0112
8205215,1.9917
8206160,1.9721
8207105,1.9526
8208050,1.9330
8208995,1.9134
8209940,1.8939
8210885,1.8743
8211831,1.8548
8212776,1.8352
8213722,1.8156
8214667,1.7961
8215613,1.7765
8216559,1.7570
8217505,1.7374
8218451,1.7178
8219398,1.6982
8220344,1.6787
8221290,1.6591
8222237,1.6395
8223184,1.6199
8224130,1.6004
8225077,1.5808
8226024,1.5612
8226971,1.5416
8227919,1.5220
8228866,1.5024
8229813,1.4828
8230761,1.4632
8231709,1.4436
8232656,1.4240
8233604,1.4044
8234552,1.3848
8235500,1.3652
8236448,1.3456
8237397,1.3260
8238345,1.3064
8239294,1.2867
8240242,1.2671
8241191,1.2475
8242140,1.2279
8243089,1.2082
8244038,1.1886
8244987,1.1690
8245937,1.1493
8246886,1.1297
8247835,1.1100
8248785,1.0904
8249735,1.0707
8250685,1.0511
8251635,1.0314
8252585,1.0118
8253535,0.9921
8254485,0.9724
8255435,0.9528
8256386,0.9331
8257337,0.9134
8258287,0.8937
8259238,0.8740
8260189,0.8543
8261140,0.8346
8262091,0.8150
8263043,0.7952
8263994,0.7755
