frequency_hz,ant_to_out_db
3000000,-10.7012
3000345,-10.7009
3000691,-10.7006
3001036,-10.7003
3001382,-10.7000
3001727,-10.6997
3002073,-10.6994
3002419,-10.6991
3002764,-10.6988
3003110,-10.6985
3003456,-10.6982
3003802,-10.6979
3004148,-10.6976
3004493,-10.6973
3004839,-10.6970
3005185,-10.6967
3005531,-10.6964
3005877,-10.6961
3006223,-10.6958
3006570,-10.6955
3006916,-10.6952
3007262,-10.6949
3007608,-10.6945
3007954,-10.6942
3008301,-10.6939
3008647,-10.6936
3008994,-10.6933
3009340,-10.6930
3009686,-10.6927
3010033,-10.6923
3010380,-10.6920
3010726,-10.6917
3011073,-10.6914
3011419,-10.6911
3011766,-10.6907
3012113,-10.6904
3012460,-10.6901
3012807,-10.6898
3013153,-10.6894
3013500,-10.6891
3013847,-10.6888
3014194,-10.6885
3014541,-10.6881
3014888,-10.6878
3015236,-10.6875
3015583,-10.6871
3015930,-10.6868
3016277,-10.6865
3016625,-10.6861
3016972,-10.6858
3017319,-10.6855
3017667,-10.6851
3018014,-10.6848
3018362,-10.6845
3018709,-10.6841
3019057,-10.6838
3019404,-10.6834
3019752,-10.6831
3020100,-10.6828
3020447,-10.6824
3020795,-10.6821
3021143,-10.6817
3021491,-10.6814
3021839,-10.6810
3022186,-10.6807
3022534,-10.6803
3022882,-10.6800
3023230,-10.6796
3023579,-10.6793
3023927,-10.6789
3024275,-10.6786
3024623,-10.6782
3024971,-10.6779
3025320,-10.6775
3025668,-10.6772
3026016,-10.6768
3026365,-10.6765
3026713,-10.6761
3027062,-10.6757
3027410,-10.6754
3027759,-10.6750
3028107,-10.6747
3028456,-10.6743
3028805,-10.6739
3029153,-10.6736
3029502,-10.6732
3029851,-10.6728
3030200,-10.6725
3030549,-10.6721
3030898,-10.6717
3031247,-10.6714
3031596,-10.6710
3031945,-10.6706
3032294,-10.6703
3032643,-10.6699
3032992,-10.6695
3033341,-10.6691
3033690,-10.6688
3034040,-10.6684
3034389,-10.6680
3034738,-10.6676
3035088,-10.6673
3035437,-10.6669
3035787,-10.6665
3036136,-10.6661
3036486,-10.6657
3036835,-10.6654
3037185,-10.6650
3037535,-10.6646
3037884,-10.6642
3038234,-10.6638
3038584,-10.6634
3038934,-10.6631
3039284,-10.6627
3039634,-10.6623
3039984,-10.6619
3040334,-10.6615
3040684,-10.6611
3041034,-10.6607
3041384,-10.6603
3041734,-10.6599
3042084,-10.6595
3042435,-10.6591
3042785,-10.6587
3043135,-10.6583
3043486,-10.6580
3043836,-10.6576
3044186,-10.6572
3044537,-10.6568
3044888,-10.6564
3045238,-10.6560
3045589,-10.6555
3045939,-10.6551
3046290,-10.6547
3046641,-10.6543
3046992,-10.6539
3047342,-10.6535
3047693,-10.6531
3048044,-10.6527
3048395,-10.6523
