frequency_hz,ant_to_out_db
3000000,-10.7558
3000345,-10.7555
3000691,-10.7552
3001036,-10.7549
3001382,-10.7546
3001727,-10.7543
3002073,-10.7540
3002419,-10.7537
3002764,-10.7534
3003110,-10.7531
3003456,-10.7529
3003802,-10.7526
3004148,-10.7523
3004493,-10.7520
3004839,-10.7517
3005185,-10.7514
3005531,-10.7511
3005877,-10.7507
3006223,-10.7504
3006570,-10.7501
3006916,-10.7498
3007262,-10.7495
3007608,-10.7492
3007954,-10.7489
3008301,-10.7486
3008647,-10.7483
3008994,-10.7480
3009340,-10.7477
3009686,-10.7474
3010033,-10.7471
3010380,-10.7467
3010726,-10.7464
3011073,-10.7461
3011419,-10.7458
3011766,-10.7455
3012113,-10.7452
3012460,-10.7448
3012807,-10.7445
3013153,-10.7442
3013500,-10.7439
3013847,-10.7436
3014194,-10.7432
3014541,-10.7429
3014888,-10.7426
3015236,-10.7423
3015583,-10.7419
3015930,-10.7416
3016277,-10.7413
3016625,-10.7410
3016972,-10.7406
3017319,-10.7403
3017667,-10.7400
3018014,-10.7396
3018362,-10.7393
3018709,-10.7390
3019057,-10.7386
3019404,-10.7383
3019752,-10.7380
3020100,-10.7376
3020447,-10.7373
3020795,-10.7369
3021143,-10.7366
3021491,-10.7363
3021839,-10.7359
3022186,-10.7356
3022534,-10.7352
3022882,-10.7349
3023230,-10.7345
3023579,-10.7342
3023927,-10.7339
3024275,-10.7335
3024623,-10.7332
3024971,-10.7328
3025320,-10.7325
3025668,-10.7321
3026016,-10.7318
3026365,-10.7314
3026713,-10.7311
3027062,-10.7307
3027410,-10.7303
3027759,-10.7300
3028107,-10.7296
3028456,-10.7293
3028805,-10.7289
3029153,-10.7286
3029502,-10.7282
3029851,-10.7278
3030200,-10.7275
3030549,-10.7271
3030898,-10.7268
3031247,-10.7264
3031596,-10.7260
3031945,-10.7257
3032294,-10.7253
3032643,-10.7249
3032992,-10.7246
3033341,-10.7242
3033690,-10.7238
3034040,-10.7235
3034389,-10.7231
3034738,-10.7227
3035088,-10.7223
3035437,-10.7220
3035787,-10.7216
3036136,-10.7212
3036486,-10.7208
3036835,-10.7205
3037185,-10.7201
3037535,-10.7197
3037884,-10.7193
3038234,-10.7190
3038584,-10.7186
3038934,-10.7182
3039284,-10.7178
3039634,-10.7174
3039984,-10.7170
3040334,-10.7167
3040684,-10.7163
3041034,-10.7159
3041384,-10.7155
3041734,-10.7151
3042084,-10.7147
3042435,-10.7143
3042785,-10.7139
3043135,-10.7135
3043486,-10.7132
3043836,-10.7128
3044186,-10.7124
3044537,-10.7120
3044888,-10.7116
3045238,-10.7112
3045589,-10.7108
3045939,-10.7104
3046290,-10.7100
3046641,-10.7096
3046992,-10.7092
3047342,-10.7088
3047693,-10.7084
3048044,-10.7080
3048395,-10.7076
3048746,-10.7072
3049097,-10.7068
3049448,-10.7064
3049799,-10.7060
3050150,-10.7055
3050502,-10.7051
3050853,-10.7047
3051204,-10.7043
3051555,-10.7039
3051907,-10.7035
3052258,-10.7031
3052610,-10.7027
3052961,-10.7023
3053312,-10.7018
3053664,-10.7014
3054016,-10.7010
3054367,-10.7006
3054719,-10.7002
3055071,-10.6998
3055422,-10.6993
3055774,-10.6989
3056126,-10.6985
3056478,-10.6981
3056830,-10.6976
3057182,-10.6972
3057534,-10.6968
3057886,-10.6964
3058238,-10.6959
3058590,-10.6955
3058942,-10.6951
3059294,-10.6947
3059647,-10.6942
3059999,-10.6938
3060351,-10.6934
3060703,-10.6929
3061056,-10.6925
3061408,-10.6921
3061761,-10.6916
3062113,-10.6912
3062466,-10.6908
3062818,-10.6903
3063171,-10.6899
3063524,-10.6895
3063876,-10.6890
3064229,-10.6886
3064582,-10.6881
3064935,-10.6877
3065288,-10.6873
3065641,-10.6868
3065994,-10.6864
3066347,-10.6859
3066700,-10.6855
3067053,-10.6850
3067406,-10.6846
3067759,-10.6841
3068112,-10.6837
3068466,-10.6832
3068819,-10.6828
3069172,-10.6823
3069526,-10.6819
3069879,-10.6814
3070232,-10.6810
3070586,-10.6805
3070939,-10.6801
3071293,-10.6796
3071647,-10.6791
3072000,-10.6787
3072354,-10.6782
3072708,-10.6778
3073062,-10.6773
3073415,-10.6769
3073769,-10.6764
3074123,-10.6759
3074477,-10.6755
3074831,-10.6750
3075185,-10.6745
3075539,-10.6741
3075893,-10.6736
3076247,-10.6731
3076602,-10.6727
3076956,-10.6722
3077310,-10.6717
3077664,-10.6713
3078019,-10.6708
3078373,-10.6703
3078728,-10.6698
3079082,-10.6694
3079437,-10.6689
3079791,-10.6684
3080146,-10.6679
3080500,-10.6675
3080855,-10.6670
3081210,-10.6665
3081564,-10.6660
3081919,-10.6656
3082274,-10.6651
3082629,-10.6646
3082984,-10.6641
3083339,-10.6636
3083694,-10.6631
3084049,-10.6627
3084404,-10.6622
3084759,-10.6617
3085114,-10.6612
3085469,-10.6607
3085825,-10.6602
3086180,-10.6597
3086535,-10.6592
3086891,-10.6587
3087246,-10.6583
3087602,-10.6578
3087957,-10.6573
3088313,-10.6568
3088668,-10.6563
3089024,-10.6558
3089379,-10.6553
3089735,-10.6548
3090091,-10.6543
3090447,-10.6538
3090802,-10.6533
3091158,-10.6528
3091514,-10.6523
3091870,-10.6518
3092226,-10.6513
3092582,-10.6508
3092938,-10.6503
3093294,-10.6498
3093651,-10.6493
3094007,-10.6488
3094363,-10.6482
3094719,-10.6477
3095076,-10.6472
3095432,-10.6467
3095788,-10.6462
3096145,-10.6457
3096501,-10.6452
3096858,-10.6447
3097214,-10.6442
3097571,-10.6436
3097928,-10.6431
3098284,-10.6426
3098641,-10.6421
3098998,-10.6416
3099355,-10.6411
3099711,-10.6405
3100068,-10.6400
3100425,-10.6395
3100782,-10.6390
3101139,-10.6385
3101496,-10.6379
3101853,-10.6374
3102210,-10.6369
3102568,-10.6364
3102925,-10.6358
3103282,-10.6353
3103639,-10.6348
3103997,-10.6342
3104354,-10.6337
3104712,-10.6332
3105069,-10.6326
3105427,-10.6321
3105784,-10.6316
3106142,-10.6311
3106499,-10.6305
3106857,-10.6300
3107215,-10.6294
3107572,-10.6289
3107930,-10.6284
3108288,-10.6278
3108646,-10.6273
3109004,-10.6268
3109362,-10.6262
3109720,-10.6257
3110078,-10.6251
3110436,-10.6246
3110794,-10.6240
3111152,-10.6235
3111510,-10.6230
3111869,-10.6224
3112227,-10.6219
3112585,-10.6213
3112944,-10.6208
3113302,-10.6202
3113660,-10.6197
3114019,-10.6191
3114378,-10.6186
3114736,-10.6180
3115095,-10.6175
3115453,-10.6169
3115812,-10.6163
3116171,-10.6158
3116530,-10.6152
3116888,-10.6147
3117247,-10.6141
3117606,-10.6136
3117965,-10.6130
3118324,-10.6124
3118683,-10.6119
3119042,-10.6113
3119401,-10.6108
3119760,-10.6102
3120120,-10.6096
3120479,-10.6091
3120838,-10.6085
3121198,-10.6079
3121557,-10.6074
3121916,-10.6068
3122276,-10.6062
3122635,-10.6057
3122995,-10.6051
3123354,-10.6045
3123714,-10.6039
3124074,-10.6034
3124433,-10.6028
3124793,-10.6022
3125153,-10.6016
3125513,-10.6011
3125872,-10.6005
3126232,-10.5999
3126592,-10.5993
3126952,-10.5988
3127312,-10.5982
3127672,-10.5976
3128032,-10.5970
3128393,-10.5964
3128753,-10.5959
3129113,-10.5953
3129473,-10.5947
3129834,-10.5941
3130194,-10.5935
3130554,-10.5929
3130915,-10.5923
3131275,-10.5918
3131636,-10.5912
3131996,-10.5906
3132357,-10.5900
