frequency_hz,ant_to_out_db
3000000,-10.9609
3000345,-10.9606
3000691,-10.9604
3001036,-10.9601
3001382,-10.9598
3001727,-10.9596
3002073,-10.9593
3002419,-10.9591
3002764,-10.9588
3003110,-10.9585
3003456,-10.9583
3003802,-10.9580
3004148,-10.9577
3004493,-10.9575
3004839,-10.9572
3005185,-10.9569
3005531,-10.9566
3005877,-10.9564
3006223,-10.9561
3006570,-10.9558
3006916,-10.9555
3007262,-10.9553
3007608,-10.9550
3007954,-10.9547
3008301,-10.9544
3008647,-10.9542
3008994,-10.9539
3009340,-10.9536
3009686,-10.9533
3010033,-10.9530
3010380,-10.9528
3010726,-10.9525
3011073,-10.9522
3011419,-10.9519
3011766,-10.9516
3012113,-10.9513
3012460,-10.9510
3012807,-10.9508
3013153,-10.9505
3013500,-10.9502
3013847,-10.9499
3014194,-10.9496
3014541,-10.9493
3014888,-10.9490
3015236,-10.9487
3015583,-10.9484
3015930,-10.9481
3016277,-10.9478
3016625,-10.9475
3016972,-10.9472
3017319,-10.9469
3017667,-10.9466
3018014,-10.9463
3018362,-10.9460
3018709,-10.9457
3019057,-10.9454
3019404,-10.9451
3019752,-10.9448
3020100,-10.9445
3020447,-10.9442
3020795,-10.9439
3021143,-10.9436
3021491,-10.9433
3021839,-10.9430
3022186,-10.9427
3022534,-10.9423
3022882,-10.9420
3023230,-10.9417
3023579,-10.9414
3023927,-10.9411
3024275,-10.9408
3024623,-10.9405
3024971,-10.9401
3025320,-10.9398
3025668,-10.9395
3026016,-10.9392
3026365,-10.9389
3026713,-10.9385
3027062,-10.9382
3027410,-10.9379
3027759,-10.9376
3028107,-10.9373
3028456,-10.9369
3028805,-10.9366
3029153,-10.9363
3029502,-10.9360
3029851,-10.9356
3030200,-10.9353
3030549,-10.9350
3030898,-10.9346
3031247,-10.9343
3031596,-10.9340
3031945,-10.9336
3032294,-10.9333
3032643,-10.9330
3032992,-10.9326
3033341,-10.9323
3033690,-10.9320
3034040,-10.9316
3034389,-10.9313
3034738,-10.9309
3035088,-10.9306
3035437,-10.9303
3035787,-10.9299
3036136,-10.9296
3036486,-10.9292
3036835,-10.9289
3037185,-10.9285
3037535,-10.9282
3037884,-10.9279
3038234,-10.9275
3038584,-10.9272
3038934,-10.9268
3039284,-10.9265
3039634,-10.9261
3039984,-10.9258
3040334,-10.9254
3040684,-10.9251
3041034,-10.9247
3041384,-10.9243
3041734,-10.9240
3042084,-10.9236
3042435,-10.9233
3042785,-10.9229
3043135,-10.9226
3043486,-10.9222
3043836,-10.9218
3044186,-10.9215
3044537,-10.9211
3044888,-10.9208
3045238,-10.9204
3045589,-10.9200
3045939,-10.9197
3046290,-10.9193
3046641,-10.9189
3046992,-10.9186
3047342,-10.9182
3047693,-10.9178
3048044,-10.9175
3048395,-10.9171
3048746,-10.9167
3049097,-10.9163
3049448,-10.9160
3049799,-10.9156
3050150,-10.9152
3050502,-10.9148
3050853,-10.9145
3051204,-10.9141
3051555,-10.9137
3051907,-10.9133
3052258,-10.9130
3052610,-10.9126
3052961,-10.9122
3053312,-10.9118
3053664,-10.9114
3054016,-10.9110
3054367,-10.9107
3054719,-10.9103
3055071,-10.9099
3055422,-10.9095
3055774,-10.9091
3056126,-10.9087
3056478,-10.9083
3056830,-10.9080
3057182,-10.9076
