frequency_hz,ant_to_out_db
8000000,-16.7828
8000921,-16.7842
8001842,-16.7857
8002764,-16.7872
8003685,-16.7887
8004606,-16.7901
8005528,-16.7916
8006450,-16.7931
8007372,-16.7946
8008294,-16.7961
8009216,-16.7976
8010138,-16.7991
8011060,-16.8006
8011982,-16.8021
8012905,-16.8036
8013827,-16.8052
8014750,-16.8067
8015673,-16.8082
8016596,-16.8098
8017519,-16.8113
8018442,-16.8128
8019365,-16.8144
8020288,-16.8159
8021212,-16.8175
8022135,-16.8191
8023059,-16.8206
8023983,-16.8222
8024907,-16.8238
8025831,-16.8253
8026755,-16.8269
8027679,-16.8285
8028603,-16.8301
8029527,-16.8317
8030452,-16.8333
8031377,-16.8349
8032301,-16.8365
8033226,-16.8381
8034151,-16.8397
8035076,-16.8414
8036001,-16.8430
8036926,-16.8446
8037852,-16.8463
8038777,-16.8479
8039703,-16.8496
8040628,-16.8512
8041554,-16.8529
8042480,-16.8545
8043406,-16.8562
8044332,-16.8579
8045258,-16.8595
8046185,-16.8612
8047111,-16.8629
8048037,-16.8646
8048964,-16.8663
8049891,-16.8680
8050818,-16.8697
8051745,-16.8714
8052672,-16.8731
8053599,-16.8748
8054526,-16.8766
8055453,-16.8783
8056381,-16.8800
8057308,-16.8818
8058236,-16.8835
8059164,-16.8852
8060092,-16.8870
8061020,-16.8887
8061948,-16.8905
8062876,-16.8923
8063804,-16.8941
8064733,-16.8958
8065661,-16.8976
8066590,-16.8994
8067519,-16.9012
8068448,-16.9030
8069377,-16.9048
8070306,-16.9066
8071235,-16.9084
8072164,-16.9102
8073094,-16.9120
8074023,-16.9139
8074953,-16.9157
8075882,-16.9175
8076812,-16.9194
8077742,-16.9212
8078672,-16.9231
8079602,-16.9249
8080533,-16.9268
8081463,-16.9287
8082393,-16.9306
8083324,-16.9324
8084255,-16.9343
8085185,-16.9362
8086116,-16.9381
8087047,-16.9400
8087978,-16.9419
8088910,-16.9438
8089841,-16.9457
8090772,-16.9477
8091704,-16.9496
8092636,-16.9515
8093567,-16.9535
8094499,-16.9554
8095431,-16.9574
8096363,-16.9593
8097295,-16.9613
8098228,-16.9632
8099160,-16.9652
8100093,-16.9672
8101025,-16.9692
8101958,-16.9712
8102891,-16.9731
8103824,-16.9751
8104757,-16.9771
8105690,-16.9792
8106623,-16.9812
8107557,-16.9832
8108490,-16.9852
8109424,-16.9873
8110357,-16.9893
8111291,-16.9913
8112225,-16.9934
8113159,-16.9954
8114093,-16.9975
8115027,-16.9996
8115962,-17.0016
8116896,-17.0037
8117831,-17.0058
8118765,-17.0079
8119700,-17.0100
8120635,-17.0121
8121570,-17.0142
8122505,-17.0163
8123440,-17.0184
8124375,-17.0206
8125311,-17.0227
8126246,-17.0248
8127182,-17.0270
8128118,-17.0291
8129054,-17.0313
8129990,-17.0335
8130926,-17.0356
8131862,-17.0378
8132798,-17.0400
8133734,-17.0422
8134671,-17.0444
8135607,-17.0466
8136544,-17.0488
8137481,-17.0510
8138418,-17.0532
8139355,-17.0554
8140292,-17.0576
8141229,-17.0599
8142167,-17.0621
8143104,-17.0644
8144042,-17.0666
8144979,-17.0689
8145917,-17.0712
8146855,-17.0734
8147793,-17.0757
8148731,-17.0780
8149669,-17.0803
8150608,-17.0826
8151546,-17.0849
8152485,-17.0872
8153423,-17.0895
8154362,-17.0919
8155301,-17.0942
8156240,-17.0965
8157179,-17.0989
8158118,-17.1012
8159057,-17.1036
8159997,-17.1059
8160936,-17.1083
8161876,-17.1107
8162816,-17.1131
8163755,-17.1155
8164695,-17.1179
8165635,-17.1203
8166576,-17.1227
8167516,-17.1251
8168456,-17.1275
8169397,-17.1300
8170337,-17.1324
8171278,-17.1349
8172219,-17.1373
8173160,-17.1398
8174101,-17.1422
8175042,-17.1447
8175983,-17.1472
8176924,-17.1497
8177866,-17.1522
8178808,-17.1547
8179749,-17.1572
8180691,-17.1597
8181633,-17.1622
8182575,-17.1648
8183517,-17.1673
8184459,-17.1698
8185402,-17.1724
8186344,-17.1750
8187286,-17.1775
8188229,-17.1801
8189172,-17.1827
8190115,-17.1853
8191058,-17.1879
8192001,-17.1905
8192944,-17.1931
8193887,-17.1957
8194831,-17.1983
8195774,-17.2010
8196718,-17.2036
8197662,-17.2063
8198605,-17.2089
8199549,-17.2116
8200493,-17.2142
8201438,-17.2169
8202382,-17.2196
8203326,-17.2223
8204271,-17.2250
8205215,-17.2277
8206160,-17.2304
8207105,-17.2332
8208050,-17.2359
8208995,-17.2386
8209940,-17.2414
8210885,-17.2441
8211831,-17.2469
8212776,-17.2497
8213722,-17.2524
8214667,-17.2552
8215613,-17.2580
8216559,-17.2608
8217505,-17.2636
8218451,-17.2665
8219398,-17.2693
8220344,-17.2721
8221290,-17.2750
8222237,-17.2778
8223184,-17.2807
8224130,-17.2835
8225077,-17.2864
8226024,-17.2893
8226971,-17.2922
8227919,-17.2951
8228866,-17.2980
8229813,-17.3009
8230761,-17.3039
8231709,-17.3068
8232656,-17.3097
8233604,-17.3127
8234552,-17.3156
8235500,-17.3186
8236448,-17.3216
8237397,-17.3246
8238345,-17.3276
8239294,-17.3306
8240242,-17.3336
8241191,-17.3366
8242140,-17.3396
8243089,-17.3427
8244038,-17.3457
8244987,-17.3488
8245937,-17.3518
8246886,-17.3549
8247835,-17.3580
8248785,-17.3611
8249735,-17.3642
8250685,-17.3673
8251635,-17.3704
8252585,-17.3735
8253535,-17.3767
8254485,-17.3798
8255435,-17.3830
8256386,-17.3861
8257337,-17.3893
8258287,-17.3925
8259238,-17.3957
8260189,-17.3989
8261140,-17.4021
8262091,-17.4053
8263043,-17.4085
8263994,-17.4118
8264945,-17.4150
8265897,-17.4183
8266849,-17.4215
8267800,-17.4248
8268752,-17.4281
8269704,-17.4314
8270657,-17.4347
8271609,-17.4380
8272561,-17.4413
8273514,-17.4446
8274466,-17.4480
8275419,-17.4513
8276372,-17.4547
8277325,-17.4581
8278278,-17.4615
8279231,-17.4648
8280184,-17.4682
8281137,-17.4717
8282091,-17.4751
8283044,-17.4785
8283998,-17.4820
8284952,-17.4854
8285906,-17.4889
8286860,-17.4923
8287814,-17.4958
8288768,-17.4993
8289722,-17.5028
8290677,-17.5063
8291631,-17.5098
8292586,-17.5134
8293541,-17.5169
8294496,-17.5205
8295451,-17.5240
8296406,-17.5276
8297361,-17.5312
8298316,-17.5348
8299272,-17.5384
8300227,-17.5420
8301183,-17.5456
8302139,-17.5493
8303095,-17.5529
