frequency_hz,ant_to_out_db
3000000,-10.7005
3000345,-10.7003
3000691,-10.7000
3001036,-10.6997
3001382,-10.6994
3001727,-10.6991
3002073,-10.6988
3002419,-10.6985
3002764,-10.6982
3003110,-10.6979
3003456,-10.6976
3003802,-10.6973
3004148,-10.6970
3004493,-10.6967
3004839,-10.6964
3005185,-10.6960
3005531,-10.6957
3005877,-10.6954
3006223,-10.6951
3006570,-10.6948
3006916,-10.6945
3007262,-10.6942
3007608,-10.6939
3007954,-10.6936
3008301,-10.6933
3008647,-10.6929
3008994,-10.6926
3009340,-10.6923
3009686,-10.6920
3010033,-10.6917
3010380,-10.6914
3010726,-10.6910
3011073,-10.6907
3011419,-10.6904
3011766,-10.6901
3012113,-10.6898
3012460,-10.6894
3012807,-10.6891
3013153,-10.6888
3013500,-10.6885
3013847,-10.6881
3014194,-10.6878
3014541,-10.6875
3014888,-10.6871
3015236,-10.6868
3015583,-10.6865
3015930,-10.6862
3016277,-10.6858
3016625,-10.6855
3016972,-10.6852
3017319,-10.6848
3017667,-10.6845
3018014,-10.6841
3018362,-10.6838
3018709,-10.6835
3019057,-10.6831
3019404,-10.6828
3019752,-10.6824
3020100,-10.6821
3020447,-10.6818
3020795,-10.6814
3021143,-10.6811
3021491,-10.6807
3021839,-10.6804
3022186,-10.6800
3022534,-10.6797
3022882,-10.6793
3023230,-10.6790
3023579,-10.6786
3023927,-10.6783
3024275,-10.6779
3024623,-10.6776
3024971,-10.6772
3025320,-10.6769
3025668,-10.6765
3026016,-10.6762
3026365,-10.6758
3026713,-10.6754
3027062,-10.6751
3027410,-10.6747
3027759,-10.6744
3028107,-10.6740
3028456,-10.6736
3028805,-10.6733
3029153,-10.6729
3029502,-10.6726
3029851,-10.6722
3030200,-10.6718
3030549,-10.6715
3030898,-10.6711
3031247,-10.6707
3031596,-10.6704
3031945,-10.6700
3032294,-10.6696
3032643,-10.6692
3032992,-10.6689
3033341,-10.6685
3033690,-10.6681
3034040,-10.6677
3034389,-10.6674
3034738,-10.6670
3035088,-10.6666
3035437,-10.6662
3035787,-10.6659
3036136,-10.6655
3036486,-10.6651
3036835,-10.6647
3037185,-10.6643
3037535,-10.6639
3037884,-10.6636
3038234,-10.6632
3038584,-10.6628
3038934,-10.6624
3039284,-10.6620
3039634,-10.6616
3039984,-10.6612
3040334,-10.6609
3040684,-10.6605
3041034,-10.6601
3041384,-10.6597
3041734,-10.6593
3042084,-10.6589
3042435,-10.6585
3042785,-10.6581
3043135,-10.6577
3043486,-10.6573
3043836,-10.6569
3044186,-10.6565
3044537,-10.6561
3044888,-10.6557
3045238,-10.6553
3045589,-10.6549
3045939,-10.6545
3046290,-10.6541
3046641,-10.6537
3046992,-10.6533
3047342,-10.6529
3047693,-10.6525
3048044,-10.6521
3048395,-10.6517
3048746,-10.6512
3049097,-10.6508
3049448,-10.6504
3049799,-10.6500
3050150,-10.6496
3050502,-10.6492
3050853,-10.6488
3051204,-10.6484
3051555,-10.6479
3051907,-10.6475
3052258,-10.6471
3052610,-10.6467
3052961,-10.6463
3053312,-10.6458
3053664,-10.6454
3054016,-10.6450
3054367,-10.6446
3054719,-10.6442
3055071,-10.6437
3055422,-10.6433
3055774,-10.6429
3056126,-10.6425
3056478,-10.6420
3056830,-10.6416
3057182,-10.6412
3057534,-10.6407
3057886,-10.6403
3058238,-10.6399
3058590,-10.6394
3058942,-10.6390
3059294,-10.6386
3059647,-10.6381
3059999,-10.6377
3060351,-10.6373
3060703,-10.6368
3061056,-10.6364
3061408,-10.6360
3061761,-10.6355
3062113,-10.6351
3062466,-10.6346
3062818,-10.6342
3063171,-10.6337
3063524,-10.6333
3063876,-10.6329
3064229,-10.6324
3064582,-10.6320
3064935,-10.6315
3065288,-10.6311
3065641,-10.6306
3065994,-10.6302
3066347,-10.6297
3066700,-10.6293
3067053,-10.6288
3067406,-10.6284
3067759,-10.6279
3068112,-10.6275
3068466,-10.6270
3068819,-10.6265
3069172,-10.6261
3069526,-10.6256
3069879,-10.6252
3070232,-10.6247
3070586,-10.6243
3070939,-10.6238
3071293,-10.6233
3071647,-10.6229
3072000,-10.6224
3072354,-10.6219
3072708,-10.6215
3073062,-10.6210
3073415,-10.6205
3073769,-10.6201
3074123,-10.6196
3074477,-10.6191
3074831,-10.6187
3075185,-10.6182
3075539,-10.6177
3075893,-10.6173
3076247,-10.6168
3076602,-10.6163
3076956,-10.6158
3077310,-10.6154
3077664,-10.6149
3078019,-10.6144
3078373,-10.6139
3078728,-10.6135
3079082,-10.6130
3079437,-10.6125
3079791,-10.6120
3080146,-10.6115
3080500,-10.6110
3080855,-10.6106
3081210,-10.6101
3081564,-10.6096
3081919,-10.6091
3082274,-10.6086
3082629,-10.6081
3082984,-10.6077
3083339,-10.6072
3083694,-10.6067
3084049,-10.6062
3084404,-10.6057
3084759,-10.6052
3085114,-10.6047
3085469,-10.6042
3085825,-10.6037
3086180,-10.6032
3086535,-10.6027
3086891,-10.6022
3087246,-10.6017
3087602,-10.6012
3087957,-10.6007
3088313,-10.6002
3088668,-10.5997
3089024,-10.5992
3089379,-10.5987
3089735,-10.5982
3090091,-10.5977
3090447,-10.5972
3090802,-10.5967
3091158,-10.5962
3091514,-10.5957
3091870,-10.5952
3092226,-10.5947
3092582,-10.5942
3092938,-10.5937
3093294,-10.5932
3093651,-10.5926
3094007,-10.5921
3094363,-10.5916
3094719,-10.5911
3095076,-10.5906
3095432,-10.5901
3095788,-10.5896
3096145,-10.5890
3096501,-10.5885
3096858,-10.5880
3097214,-10.5875
3097571,-10.5870
3097928,-10.5864
3098284,-10.5859
3098641,-10.5854
3098998,-10.5849
3099355,-10.5843
3099711,-10.5838
3100068,-10.5833
3100425,-10.5828
3100782,-10.5822
3101139,-10.5817
3101496,-10.5812
3101853,-10.5806
3102210,-10.5801
3102568,-10.5796
3102925,-10.5791
3103282,-10.5785
3103639,-10.5780
3103997,-10.5775
3104354,-10.5769
3104712,-10.5764
3105069,-10.5758
3105427,-10.5753
3105784,-10.5748
3106142,-10.5742
3106499,-10.5737
3106857,-10.5731
3107215,-10.5726
3107572,-10.5721
3107930,-10.5715
3108288,-10.5710
3108646,-10.5704
3109004,-10.5699
3109362,-10.5693
3109720,-10.5688
3110078,-10.5682
3110436,-10.5677
3110794,-10.5671
3111152,-10.5666
3111510,-10.5660
3111869,-10.5655
3112227,-10.5649
3112585,-10.5644
3112944,-10.5638
3113302,-10.5633
3113660,-10.5627
3114019,-10.5622
3114378,-10.5616
3114736,-10.5610
3115095,-10.5605
3115453,-10.5599
3115812,-10.5594
3116171,-10.5588
3116530,-10.5582
3116888,-10.5577
3117247,-10.5571
3117606,-10.5565
3117965,-10.5560
3118324,-10.5554
3118683,-10.5548
3119042,-10.5543
3119401,-10.5537
3119760,-10.5531
3120120,-10.5526
3120479,-10.5520
3120838,-10.5514
3121198,-10.5509
3121557,-10.5503
3121916,-10.5497
3122276,-10.5491
3122635,-10.5486
3122995,-10.5480
3123354,-10.5474
3123714,-10.5468
3124074,-10.5463
3124433,-10.5457
3124793,-10.5451
3125153,-10.5445
3125513,-10.5439
3125872,-10.5433
3126232,-10.5428
3126592,-10.5422
3126952,-10.5416
3127312,-10.5410
3127672,-10.5404
3128032,-10.5398
3128393,-10.5392
3128753,-10.5387
3129113,-10.5381
3129473,-10.5375
3129834,-10.5369
3130194,-10.5363
3130554,-10.5357
3130915,-10.5351
3131275,-10.5345
3131636,-10.5339
3131996,-10.5333
3132357,-10.5327
3132718,-10.5321
3133078,-10.5315
3133439,-10.5309
3133800,-10.5303
3134161,-10.5297
3134522,-10.5291
3134882,-10.5285
3135243,-10.5279
3135604,-10.5273
3135965,-10.5267
3136326,-10.5261
3136688,-10.5255
3137049,-10.5249
3137410,-10.5243
3137771,-10.5237
3138132,-10.5231
3138494,-10.5225
3138855,-10.5219
3139216,-10.5213
3139578,-10.5206
3139939,-10.5200
3140301,-10.5194
3140662,-10.5188
3141024,-10.5182
3141386,-10.5176
3141747,-10.5170
3142109,-10.5163
3142471,-10.5157
3142833,-10.5151
3143194,-10.5145
3143556,-10.5139
3143918,-10.5132
3144280,-10.5126
3144642,-10.5120
3145004,-10.5114
3145366,-10.5107
3145729,-10.5101
3146091,-10.5095
3146453,-10.5089
3146815,-10.5082
3147178,-10.5076
3147540,-10.5070
3147902,-10.5064
3148265,-10.5057
3148627,-10.5051
3148990,-10.5045
3149352,-10.5038
3149715,-10.5032
3150078,-10.5026
3150440,-10.5019
3150803,-10.5013
3151166,-10.5007
