frequency_hz,ant_to_out_db
8000000,-5.5298
8000921,-5.5285
8001842,-5.5272
8002764,-5.5260
8003685,-5.5247
8004606,-5.5234
8005528,-5.5222
8006450,-5.5209
8007372,-5.5196
8008294,-5.5184
8009216,-5.5171
8010138,-5.5159
8011060,-5.5146
8011982,-5.5134
8012905,-5.5121
8013827,-5.5109
8014750,-5.5096
8015673,-5.5084
8016596,-5.5071
8017519,-5.5059
8018442,-5.5047
8019365,-5.5034
8020288,-5.5022
8021212,-5.5010
8022135,-5.4997
8023059,-5.4985
8023983,-5.4973
8024907,-5.4961
8025831,-5.4949
8026755,-5.4936
8027679,-5.4924
8028603,-5.4912
8029527,-5.4900
8030452,-5.4888
8031377,-5.4876
8032301,-5.4864
8033226,-5.4852
8034151,-5.4840
8035076,-5.4828
8036001,-5.4816
8036926,-5.4804
8037852,-5.4792
8038777,-5.4780
8039703,-5.4768
8040628,-5.4756
8041554,-5.4744
8042480,-5.4733
8043406,-5.4721
8044332,-5.4709
8045258,-5.4697
8046185,-5.4685
8047111,-5.4674
8048037,-5.4662
8048964,-5.4650
8049891,-5.4639
8050818,-5.4627
8051745,-5.4616
8052672,-5.4604
8053599,-5.4592
8054526,-5.4581
8055453,-5.4569
8056381,-5.4558
8057308,-5.4547
8058236,-5.4535
8059164,-5.4524
8060092,-5.4512
8061020,-5.4501
8061948,-5.4490
8062876,-5.4478
8063804,-5.4467
8064733,-5.4456
8065661,-5.4445
8066590,-5.4433
8067519,-5.4422
8068448,-5.4411
8069377,-5.4400
8070306,-5.4389
8071235,-5.4378
8072164,-5.4367
8073094,-5.4355
8074023,-5.4344
8074953,-5.4333
8075882,-5.4322
8076812,-5.4312
8077742,-5.4301
8078672,-5.4290
8079602,-5.4279
8080533,-5.4268
8081463,-5.4257
8082393,-5.4246
8083324,-5.4236
8084255,-5.4225
8085185,-5.4214
8086116,-5.4203
8087047,-5.4193
8087978,-5.4182
8088910,-5.4172
8089841,-5.4161
8090772,-5.4150
8091704,-5.4140
8092636,-5.4129
8093567,-5.4119
8094499,-5.4108
8095431,-5.4098
8096363,-5.4088
8097295,-5.4077
8098228,-5.4067
8099160,-5.4057
8100093,-5.4046
8101025,-5.4036
8101958,-5.4026
8102891,-5.4016
8103824,-5.4005
8104757,-5.3995
8105690,-5.3985
8106623,-5.3975
8107557,-5.3965
8108490,-5.3955
8109424,-5.3945
8110357,-5.3935
8111291,-5.3925
8112225,-5.3915
8113159,-5.3905
8114093,-5.3895
8115027,-5.3886
8115962,-5.3876
8116896,-5.3866
8117831,-5.3856
8118765,-5.3846
8119700,-5.3837
8120635,-5.3827
8121570,-5.3817
8122505,-5.3808
8123440,-5.3798
8124375,-5.3789
8125311,-5.3779
8126246,-5.3770
8127182,-5.3760
8128118,-5.3751
8129054,-5.3742
8129990,-5.3732
8130926,-5.3723
8131862,-5.3714
8132798,-5.3704
8133734,-5.3695
8134671,-5.3686
8135607,-5.3677
8136544,-5.3668
8137481,-5.3658
8138418,-5.3649
8139355,-5.3640
8140292,-5.3631
8141229,-5.3622
8142167,-5.3613
8143104,-5.3604
8144042,-5.3596
8144979,-5.3587
8145917,-5.3578
8146855,-5.3569
8147793,-5.3560
8148731,-5.3552
8149669,-5.3543
8150608,-5.3534
8151546,-5.3526
8152485,-5.3517
8153423,-5.3509
8154362,-5.3500
8155301,-5.3492
8156240,-5.3483
8157179,-5.3475
8158118,-5.3466
8159057,-5.3458
8159997,-5.3450
8160936,-5.3441
8161876,-5.3433
8162816,-5.3425
8163755,-5.3417
8164695,-5.3409
8165635,-5.3400
8166576,-5.3392
8167516,-5.3384
8168456,-5.3376
8169397,-5.3368
8170337,-5.3360
8171278,-5.3353
8172219,-5.3345
8173160,-5.3337
8174101,-5.3329
8175042,-5.3321
8175983,-5.3314
8176924,-5.3306
8177866,-5.3298
8178808,-5.3291
8179749,-5.3283
8180691,-5.3276
8181633,-5.3268
8182575,-5.3261
8183517,-5.3253
8184459,-5.3246
8185402,-5.3239
8186344,-5.3231
8187286,-5.3224
8188229,-5.3217
8189172,-5.3210
8190115,-5.3203
8191058,-5.3196
8192001,-5.3188
8192944,-5.3181
8193887,-5.3174
8194831,-5.3168
8195774,-5.3161
8196718,-5.3154
8197662,-5.3147
8198605,-5.3140
8199549,-5.3133
8200493,-5.3127
8201438,-5.3120
8202382,-5.3113
8203326,-5.3107
8204271,-5.3100
8205215,-5.3094
8206160,-5.3087
8207105,-5.3081
8208050,-5.3075
8208995,-5.3068
8209940,-5.3062
8210885,-5.3056
8211831,-5.3050
8212776,-5.3043
8213722,-5.3037
8214667,-5.3031
8215613,-5.3025
8216559,-5.3019
8217505,-5.3013
8218451,-5.3007
8219398,-5.3002
8220344,-5.2996
8221290,-5.2990
8222237,-5.2984
8223184,-5.2979
8224130,-5.2973
8225077,-5.2967
8226024,-5.2962
8226971,-5.2956
8227919,-5.2951
8228866,-5.2945
8229813,-5.2940
8230761,-5.2935
8231709,-5.2929
8232656,-5.2924
8233604,-5.2919
8234552,-5.2914
8235500,-5.2909
8236448,-5.2904
8237397,-5.2899
8238345,-5.2894
8239294,-5.2889
8240242,-5.2884
8241191,-5.2879
8242140,-5.2875
8243089,-5.2870
8244038,-5.2865
8244987,-5.2861
8245937,-5.2856
8246886,-5.2852
8247835,-5.2847
8248785,-5.2843
8249735,-5.2838
8250685,-5.2834
8251635,-5.2830
8252585,-5.2826
8253535,-5.2821
8254485,-5.2817
8255435,-5.2813
8256386,-5.2809
8257337,-5.2805
8258287,-5.2801
8259238,-5.2798
8260189,-5.2794
8261140,-5.2790
8262091,-5.2786
8263043,-5.2783
8263994,-5.2779
8264945,-5.2776
8265897,-5.2772
8266849,-5.2769
8267800,-5.2765
8268752,-5.2762
8269704,-5.2759
8270657,-5.2755
8271609,-5.2752
8272561,-5.2749
8273514,-5.2746
8274466,-5.2743
8275419,-5.2740
8276372,-5.2737
8277325,-5.2734
8278278,-5.2732
8279231,-5.2729
8280184,-5.2726
8281137,-5.2724
8282091,-5.2721
8283044,-5.2719
8283998,-5.2716
8284952,-5.2714
8285906,-5.2711
8286860,-5.2709
8287814,-5.2707
8288768,-5.2705
8289722,-5.2703
8290677,-5.2701
8291631,-5.2699
8292586,-5.2697
8293541,-5.2695
8294496,-5.2693
8295451,-5.2692
8296406,-5.2690
8297361,-5.2688
