frequency;user0 (gain);user1 (gain);user2 (gain);user3 (gain)
3000000.0;-11.369086898776304;-23.265672861674823;4.480953529976716;7.415632432921798
3000690.855062474;-11.354499779709846;-23.252908610514584;4.480912332029897;7.417496498774843
3001381.86921852;-11.33989497792717;-23.240127103811243;4.480871147188321;7.419360978695757
3002073.042504776;-11.325272449968768;-23.22732829478055;4.480829975444772;7.421225869367011
3002764.374957887;-11.310632152206043;-23.214512136478966;4.480788816790593;7.423091167482326
3003455.866614505;-11.29597404084864;-23.20167858177744;4.480747671217577;7.424956869711224
3004147.517511295;-11.281298071905951;-23.18882758335523;4.480706538718336;7.426822972730943
3004839.327684925;-11.266604201245984;-23.17595909371787;4.480665419284906;7.428689473186982
3005531.297172076;-11.25189238454631;-23.163073065188282;4.480624312909388;7.4305563677325885
3006223.426009434;-11.237162577329729;-23.150169449913314;4.48058321958333;7.432423653000257
3006915.714233696;-11.22241473493073;-23.137248199842062;4.480542139299333;7.434291325611998
3007608.161881567;-11.207648812501832;-23.124309266745424;4.4805010720494804;7.436159382194113
3008300.768989758;-11.192864765056552;-23.111352602215778;4.480460017825344;7.43802781933388
3008993.535594992;-11.17806254738143;-23.098378157648494;4.4804189766192595;7.439896633647805
3009686.461733998;-11.163242114118027;-23.08538588425144;4.480377948423555;7.441765821709856
3010379.547443514;-11.14840341972994;-23.072375733050514;4.480336933230098;7.443635380090478
3011072.792760287;-11.133546418491054;-23.05934765487603;4.4802959310312;7.445505305353777
3011766.197721072;-11.118671064502877;-23.046301600381668;4.480254941818214;7.4473755940605795
3012459.762362634;-11.10377731166726;-23.033237520005393;4.480213965584236;7.449246242753897
3013153.486721743;-11.088865113741518;-23.020155364014514;4.480173002320851;7.451117247952145
3013847.37083518;-11.073934424271368;-23.00705508248297;4.480132052019677;7.452988606191927
3014541.414739735;-11.058985196614357;-22.99393662526966;4.480091114673799;7.4548603139814995
3015235.618472205;-11.044017383967255;-22.980799942063918;4.4800501902745635;7.456732367822102
3015929.982069396;-11.029030939328866;-22.967644982344222;4.4800092788143475;7.458604764201008
3016624.505568123;-11.014025815513213;-22.954471695396784;4.479968380285223;7.460477499598348
3017319.189005208;-10.999001965131352;-22.94128003030567;4.479927494679571;7.46235057049475
3018014.032417483;-10.983959340651557;-22.92806993597125;4.47988662198876;7.464223973330936
3018709.035841787;-10.968897894297234;-22.914841361072874;4.479845762205622;7.466097704570017
3019404.19931497;-10.953817578145932;-22.901594254106566;4.479804915321793;7.467971760638842
3020099.522873887;-10.938718344059255;-22.888328563360542;4.479764081329382;7.469846137971908
3020795.006555405;-10.923600143705901;-22.875044236912508;4.479723260221001;7.471720832985607
3021490.650396396;-10.90846292858157;-22.86174122265175;4.4796824519882685;7.473595842081915
3022186.454433744;-10.893306649976322;-22.848419468255532;4.479641656623302;7.475471161655909
3022882.41870434;-10.878131258969947;-22.83507892118437;4.479600874118996;7.477346788095424
3023578.543245082;-10.862936706486181;-22.821719528722674;4.47956010446619;7.479222717770301
3024274.828092878;-10.847722943219697;-22.808341237916867;4.479519347657792;7.481098947039379
3024971.273284645;-10.832489919669076;-22.794943995620244;4.4794786036856635;7.482975472265503
3025667.878857308;-10.817237586148226;-22.781527748469085;4.479437872542215;7.484852289778643
3026364.644847799;-10.801965892765244;-22.76809244289693;4.479397154219276;7.486729395912409
3027061.571293061;-10.786674789418708;-22.75463802511419;4.479356448709498;7.488606786985985
3027758.658230043;-10.771364225825437;-22.741164441137293;4.4793157560043015;7.490484459307555
3028455.905695706;-10.75603415148094;-22.72767163675493;4.47927507609603;7.492362409177958
3029153.313727016;-10.740684515694516;-22.714159557543997;4.479234408976852;7.494240632872628
3029850.882360949;-10.725315267542124;-22.700628148862588;4.479193754639142;7.496119126681319
3030548.611634489;-10.709926355931183;-22.687077355859522;4.479153113074788;7.497997886853551
3031246.501584629;-10.694517729532166;-22.67350712346177;4.479112484275969;7.4998769096536355
3031944.552248371;-10.67908933682326;-22.65991739637798;4.479071868234799;7.501756191319924
3032642.763662725;-10.663641126073582;-22.646308119096705;4.479031264943436;7.503635728079684
3033341.135864709;-10.648173045342457;-22.632679235889;4.478990674393787;7.505515516152752
3034039.66889135;-10.632685042447502;-22.619030690785536;4.478950096578977;7.50739555175906
3034738.362779683;-10.617177065067722;-22.605362427631235;4.478909531489716;7.509275831073795
3035437.217566754;-10.601649060580982;-22.591674390009327;4.478868979119126;7.511156350309223
3036136.233289613;-10.58610097621973;-22.577966521300535;4.478828439458853;7.513037105621951
3036835.409985323;-10.570532758954496;-22.56423876463956;4.478787912501819;7.514918093183245
3037534.747690952;-10.554944355579538;-22.55049106295724;4.478747398239442;7.516799309138259
3038234.246443579;-10.539335712644878;-22.536723358947842;4.478706896663639;7.518680749639325
3038933.906280292;-10.523706776480171;-22.52293559506034;4.478666407767304;7.520562410812866
3039633.727238184;-10.508057493219994;-22.5091277135285;4.478625931542382;7.522444288766126
3040333.709354361;-10.492387808755444;-22.495299656353893;4.478585467980792;7.524326379617657
3041033.852665933;-10.47669766876389;-22.481451365301762;4.478545017074681;7.52620867946319
3041734.157210023;-10.460987018694476;-22.467582781894613;4.47850457881672;7.528091184383418
3042434.62302376;-10.4452558037894;-22.45369384743914;4.478464153198368;7.52997389045137
3043135.25014428;-10.429503969033064;-22.43978450297803;4.478423740212774;7.531856793732197
3043836.038608732;-10.413731459228545;-22.42585468934832;4.4783833398511295;7.53373989026864
3044536.98845427;-10.397938218916163;-22.411904347131827;4.478342952105611;7.535623176110059
3045238.099718058;-10.382124192416324;-22.39793341665438;4.478302576969403;7.537506647268649
3045939.372437268;-10.36628932383589;-22.383941838036606;4.478262214433452;7.539390299767267
3046640.80664908;-10.350433557012575;-22.36992955111704;4.478221864491158;7.541274129613303
3047342.402390684;-10.334556835605149;-22.355896495530253;4.478181527133505;7.543158132791598
3048044.159699279;-10.31865910299085;-22.34184261063413;4.4781412023533935;7.545042305289886
