time_s,board_in_vpp,q79_3_g1_vpp,filt_loop_vpp,audio_vpp,agc_store_v,pin_bias_v,pin_branch_a,s_meter_a
0.0005,0.00019992900415437251,0.013694991964074008,0.01188855261507636,1.925251374138348,2.325351220000001,0.61964035447698,2.0636914946520003e-05,9.995838119429399e-05
0.0015,0.00019992900886574234,0.012819016291155302,0.004298030343096718,0.5392535372916066,2.325351220000001,0.61955286924834,2.0604101393120003e-05,9.9957697536096e-05
0.0025,0.00019992901868622493,0.01281861041030139,0.0038576732253777753,0.3917037608019065,2.325351220000001,0.61955283849314,2.060408440432e-05,9.995769729499799e-05
