time_s,r_line_v,t_line_v,q79_6_base_v,agc_store_v,pin_bias_v,pin_current_a_per_branch,meter_current_a,d79_4_anode_v,d79_4_cathode_v
0.04925,12.1,0.2,0.0472223035,2.01818464,0.457044365,5.238120000000124e-07,5.59391698e-05,0.560132388,0.0559391698
0.0493,12.1,0.2,0.0472222417,2.01832216,0.457781087,5.334579999999866e-07,5.59586323e-05,0.560166886,0.0559586323
0.04935,12.1,0.2,0.0472222246,2.0183196,0.458483777,5.428999999999574e-07,5.59586813e-05,0.560166974,0.0559586813
0.0494,12.1,0.2,0.0472222246,2.01828685,0.459152271,5.520990000000281e-07,5.59545245e-05,0.560159608,0.0559545245
0.04945,12.1,0.2,0.0472222247,2.0182547,0.45978821,5.610359999999593e-07,5.5950427599999996e-05,0.560152347,0.0559504276
0.0495,12.1,0.2,0.0472222247,2.01822261,0.460393252,5.69702999999977e-07,5.59463161e-05,0.56014506,0.0559463161
0.04955,12.1,0.2,0.0472222247,2.01819052,0.460968937,5.780930000000017e-07,5.59421847e-05,0.560137738,0.0559421847
0.0496,12.1,0.2,0.0472222247,2.01815844,0.461516717,5.862040000000346e-07,5.59380349e-05,0.560130382,0.0559380349
0.04965,12.1,0.2,0.0472222247,2.01812636,0.462037966,5.940370000000472e-07,5.59338681e-05,0.560122997,0.0559338681
0.0497,12.1,0.2,0.0472222247,2.01809429,0.462533983,6.015939999999831e-07,5.59296858e-05,0.560115583,0.0559296858
0.04975,12.1,0.2,0.0472222247,2.01806225,0.463006,6.088779999999794e-07,5.59254918e-05,0.560108149,0.0559254918
0.0498,12.1,0.2,0.0472222247,2.01803022,0.463455184,6.158970000000319e-07,5.59212852e-05,0.560100692,0.0559212852
0.04985,12.1,0.2,0.0472222248,2.01799839,0.463882641,6.226520000000013e-07,5.59170919e-05,0.560093258,0.0559170919
0.0499,12.1,0.2,0.0472223875,2.0180078,0.464289485,6.291560000000196e-07,5.5918576e-05,0.560095878,0.055918576
0.04995,12.1,0.2,0.047222848,2.02043691,0.46470905,6.361269999999864e-07,5.62551106e-05,0.560691656,0.0562551106
0.05,12.1,0.2,0.047222927,2.0234776,0.465184277,6.439899999999832e-07,5.6676756500000004e-05,0.561435965,0.0566767565
0.05005,12.1,0.2,0.0472229363,2.02672353,0.465724835,6.529259999999981e-07,5.71273077e-05,0.562228662,0.0571273077
0.0501,12.1,0.2,0.0472228758,2.02985122,0.466332239,6.629999999999691e-07,5.75619052e-05,0.562990748,0.0575619052
0.05015,12.1,0.2,0.0472227527,2.03255301,0.466997809,6.741169999999741e-07,5.79377317e-05,0.563647795,0.0579377317
0.0502,12.1,0.2,0.0472225811,2.03457014,0.467702503,6.860129999999853e-07,5.82186553e-05,0.564137742,0.0582186553
0.05025,12.1,0.2,0.0472223844,2.0357292,0.468419046,6.982779999999966e-07,5.83803668e-05,0.564419326,0.0583803668
0.0503,12.1,0.2,0.0472222392,2.03603489,0.469117056,7.104379999999799e-07,5.84233672e-05,0.564494151,0.0584233672
0.05035,12.1,0.2,0.0472222246,2.03601328,0.469777434,7.222250000000207e-07,5.84207816e-05,0.564489654,0.0584207816
0.0504,12.1,0.2,0.0472222247,2.03598031,0.470399151,7.335940000000041e-07,5.84165827e-05,0.56448235,0.0584165827
0.05045,12.1,0.2,0.0472222247,2.0359479,0.470984563,7.445240000000242e-07,5.84124346e-05,0.564475133,0.0584124346
0.0505,12.1,0.2,0.0472222247,2.03591553,0.4715358,7.550070000000297e-07,5.84082645e-05,0.564467878,0.0584082645
0.05055,12.1,0.2,0.0472222247,2.03588315,0.472054835,7.650390000000229e-07,5.84040713e-05,0.564460583,0.0584040713
0.0506,12.1,0.2,0.0472222247,2.03585079,0.472543525,7.746240000000016e-07,5.8399856799999995e-05,0.56445325,0.0583998568
0.05065,12.1,0.2,0.0472222247,2.03581843,0.473003618,7.837709999999886e-07,5.83956228e-05,0.564445883,0.0583956228
0.0507,12.1,0.2,0.0472222247,2.03578607,0.473436758,7.924880000000356e-07,5.83913711e-05,0.564438485,0.0583913711
0.05075,12.1,0.2,0.0472222247,2.03575373,0.473844493,8.007879999999967e-07,5.83871037e-05,0.564431059,0.0583871037
0.0508,12.1,0.2,0.0472222248,2.03572143,0.474228282,8.086849999999756e-07,5.8382826899999995e-05,0.564423617,0.0583828269
0.05085,12.1,0.2,0.0472222248,2.03568936,0.474589499,8.161900000000499e-07,5.83785659e-05,0.564416202,0.0583785659
0.0509,12.1,0.2,0.0472224231,2.03571313,0.47492955,8.233269999999848e-07,5.83820413e-05,0.564422237,0.0583820413
0.05095,12.1,0.2,0.0472228184,2.03804702,0.475285979,8.31053000000026e-07,5.87071851e-05,0.564987343,0.0587071851
0.051,12.1,0.2,0.0472228941,2.04094802,0.475704476,8.40015999999999e-07,5.9111656499999996e-05,0.5656885,0.0591116565
0.05105,12.1,0.2,0.0472229034,2.04404684,0.476194981,8.504679999999931e-07,5.95440887e-05,0.566435896,0.0595440887
0.0511,12.1,0.2,0.047222846,2.04703436,0.476758366,8.624909999999652e-07,5.99613881e-05,0.567154982,0.0599613881
0.05115,12.1,0.2,0.0472227288,2.04961637,0.477384377,8.759380000000206e-07,6.03224094e-05,0.567775404,0.0603224094
0.0512,12.1,0.2,0.0472225655,2.05154537,0.478051661,8.904359999999944e-07,6.0592438899999994e-05,0.568238447,0.0605924389
0.05125,12.1,0.2,0.0472223792,2.05265614,0.478730243,9.054039999999986e-07,6.0748219e-05,0.568505192,0.060748219
0.0513,12.1,0.2,0.0472222383,2.05296396,0.479387498,9.201810000000199e-07,6.079175e-05,0.568579686,0.06079175
0.05135,12.1,0.2,0.0472222247,2.05294138,0.480002622,9.343569999999968e-07,6.0789033999999997e-05,0.56857504,0.060789034
0.0514,12.1,0.2,0.0472222247,2.05290814,0.480574736,9.478680000000183e-07,6.07847887e-05,0.568567777,0.0607847887
0.05145,12.1,0.2,0.0472222248,2.05287544,0.481106861,9.606919999999851e-07,6.0780585499999996e-05,0.568560585,0.0607805855
0.0515,12.1,0.2,0.0472222248,2.05284279,0.481601734,9.72831999999979e-07,6.07763594e-05,0.568553354,0.0607763594
0.05155,12.1,0.2,0.0472222248,2.05281015,0.482061878,9.842939999999967e-07,6.0772106300000005e-05,0.568546077,0.0607721063
0.0516,12.1,0.2,0.0472222248,2.05277751,0.48248965,9.950939999999742e-07,6.07678286e-05,0.568538758,0.0607678286
0.05165,12.1,0.2,0.0472222248,2.05274487,0.482887251,1.0052550000000383e-06,6.07635286e-05,0.5685314,0.0607635286
0.0517,12.1,0.2,0.0472222248,2.05271225,0.483256737,1.0148010000000096e-06,6.07592084e-05,0.568524007,0.0607592084
0.05175,12.1,0.2,0.0472222248,2.05267963,0.483600025,1.0237590000000129e-06,6.07548706e-05,0.568516584,0.0607548706
0.0518,12.1,0.2,0.0472222248,2.05264706,0.483918903,1.0321560000000062e-06,6.07505214e-05,0.568509142,0.0607505214
0.05185,12.1,0.2,0.0472222249,2.0526147,0.48421504,1.040017999999976e-06,6.0746185000000004e-05,0.568501721,0.060746185
0.0519,12.1,0.2,0.0472222893,2.05259833,0.484490031,1.0473779999999877e-06,6.07440623e-05,0.568498084,0.0607440623
0.05195,12.1,0.2,0.0472227919,2.0547266,0.484780943,1.0553890000000176e-06,6.10419746e-05,0.569007376,0.0610419746
0.052,12.1,0.2,0.0472228643,2.05750182,0.485142515,1.0651329999999958e-06,6.14307336e-05,0.569670465,0.0614307336
0.05205,12.1,0.2,0.047222873,2.06046616,0.485584867,1.076929999999976e-06,6.18463152e-05,0.570377395,0.0618463152
0.0521,12.1,0.2,0.0472228179,2.0633229,0.486107823,1.0908689999999943e-06,6.22471635e-05,0.571057418,0.0622471635
0.05215,12.1,0.2,0.0472227057,2.06578992,0.486698992,1.1067300000000001e-06,6.25936592e-05,0.571643793,0.0625936592
0.0522,12.1,0.2,0.0472225495,2.06763073,0.487334057,1.123975999999971e-06,6.28525022e-05,0.572080973,0.0628525022
0.05225,12.1,0.2,0.047222372,2.06868901,0.487979743,1.141800000000026e-06,6.30016057e-05,0.572332478,0.0630016057
0.0523,12.1,0.2,0.047222238,2.06898234,0.488600496,1.1592899999999795e-06,6.30433131e-05,0.572402791,0.0630433131
0.05235,12.1,0.2,0.0472222247,2.06895955,0.489174093,1.175872999999994e-06,6.30405776e-05,0.572398182,0.0630405776
0.0524,12.1,0.2,0.0472222247,2.06892607,0.489700125,1.1914639999999754e-06,6.30362946e-05,0.572390963,0.0630362946
0.05245,12.1,0.2,0.0472222248,2.06889307,0.490182456,1.2060529999999847e-06,6.30320405e-05,0.572383792,0.0630320405
0.0525,12.1,0.2,0.0472222248,2.06886016,0.49062458,1.2196569999999852e-06,6.30277632e-05,0.572376582,0.0630277632
0.05255,12.1,0.2,0.0472222248,2.06882726,0.491029698,1.232306999999988e-06,6.30234544e-05,0.572369319,0.0630234544
0.0526,12.1,0.2,0.0472222248,2.06879436,0.491400768,1.2440420000000008e-06,6.30191172e-05,0.572362008,0.0630191172
0.05265,12.1,0.2,0.0472222248,2.06876147,0.491740523,1.2549049999999729e-06,6.301475439999999e-05,0.572354654,0.0630147544
0.0527,12.1,0.2,0.0472222248,2.06872859,0.492051485,1.264945999999989e-06,6.30103687e-05,0.57234726,0.0630103687
0.05275,12.1,0.2,0.0472222248,2.06869571,0.492335979,1.2742119999999967e-06,6.30059631e-05,0.572339833,0.0630059631
0.0528,12.1,0.2,0.0472222248,2.06866289,0.492596148,1.282751999999998e-06,6.30015442e-05,0.572332384,0.0630015442
0.05285,12.1,0.2,0.0472222249,2.06863025,0.492833967,1.290612999999996e-06,6.29971349e-05,0.57232495,0.0629971349
0.0529,12.1,0.2,0.0472222385,2.06860109,0.493051267,1.2978430000000208e-06,6.29931952e-05,0.572318307,0.0629931952
0.05295,12.1,0.2,0.0472227643,2.07047815,0.493283286,1.3057569999999629e-06,6.32570291e-05,0.57276272,0.0632570291
0.053,12.1,0.2,0.0472228337,2.07312222,0.493595361,1.3160529999999837e-06,6.36289201e-05,0.573387913,0.0636289201
0.05305,12.1,0.2,0.0472228424,2.07594876,0.493998002,1.3291280000000127e-06,6.40267649e-05,0.574055109,0.0640267649
0.0531,12.1,0.2,0.0472227903,2.07867432,0.494489651,1.3450629999999798e-06,6.44107127e-05,0.57469742,0.0644107127
0.05315,12.1,0.2,0.0472226836,2.08102925,0.495055434,1.363533000000028e-06,6.474275810000001e-05,0.575251669,0.0647427581
0.0532,12.1,0.2,0.047222535,2.08278756,0.495667747,1.383785999999998e-06,6.499097249999999e-05,0.575665248,0.0649909725
0.05325,12.1,0.2,0.0472223662,2.08380022,0.496289751,1.4047280000000218e-06,6.51342334e-05,0.57590367,0.0651342334
0.0533,12.1,0.2,0.0472222383,2.08408408,0.496882762,1.4251409999999631e-06,6.5174794e-05,0.575971139,0.065174794
0.05335,12.1,0.2,0.0472222247,2.0840617,0.497422986,1.4442470000000096e-06,6.5172136e-05,0.575966719,0.065172136
0.0534,12.1,0.2,0.0472222247,2.08402799,0.497910579,1.461937999999996e-06,6.51678255e-05,0.575959551,0.0651678255
0.05345,12.1,0.2,0.0472222248,2.08399471,0.498350481,1.4782340000000226e-06,6.516352760000001e-05,0.575952403,0.0651635276
0.0535,12.1,0.2,0.0472222248,2.08396156,0.498747131,1.49318100000001e-06,6.51592058e-05,0.575945215,0.0651592058
0.05355,12.1,0.2,0.0472222248,2.08392842,0.499104557,1.506846000000006e-06,6.515484689999999e-05,0.575937965,0.0651548469
0.0536,12.1,0.2,0.0472222248,2.08389528,0.49942643,1.519300999999973e-06,6.51504551e-05,0.57593066,0.0651504551
0.05365,12.1,0.2,0.0472222248,2.08386214,0.499716098,1.5306279999999783e-06,6.51460339e-05,0.575923307,0.0651460339
0.0537,12.1,0.2,0.0472222248,2.08382901,0.499976609,1.5409060000000086e-06,6.514158690000001e-05,0.57591591,0.0651415869
0.05375,12.1,0.2,0.0472222249,2.0837959,0.50021073,1.5502160000000487e-06,6.51371176e-05,0.575908475,0.0651371176
0.0538,12.1,0.2,0.0472222249,2.08376282,0.500420976,1.5586340000000033e-06,6.513263280000001e-05,0.575901015,0.0651326328
0.05385,12.1,0.2,0.0472222249,2.08372993,0.500609628,1.5662339999999996e-06,6.512815469999999e-05,0.575893566,0.0651281547
0.0539,12.1,0.2,0.0472222281,2.08369808,0.500778765,1.573084999999974e-06,6.512380600000001e-05,0.575886332,0.065123806
0.05395,12.1,0.2,0.0472227405,2.08534839,0.500961811,1.5806600000000116e-06,6.53565901e-05,0.576273277,0.0653565901
0.054,12.1,0.2,0.0472228073,2.08787934,0.501235371,1.5914510000000214e-06,6.5713812e-05,0.576866046,0.065713812
0.05405,12.1,0.2,0.047222816,2.09058681,0.501610653,1.605949999999967e-06,6.60962126e-05,0.577499185,0.0660962126
0.0541,12.1,0.2,0.0472227663,2.09319876,0.502084232,1.6242109999999866e-06,6.6465417e-05,0.578109106,0.066465417
0.05415,12.1,0.2,0.0472226644,2.09545632,0.502638159,1.645750999999973e-06,6.67848243e-05,0.57863569,0.0667848243
0.0542,12.1,0.2,0.0472225223,2.09714266,0.50324093,1.6695370000000542e-06,6.702370909999999e-05,0.57902888,0.0670237091
0.05425,12.1,0.2,0.0472223611,2.09811522,0.503851614,1.6941089999999992e-06,6.71618066e-05,0.579255933,0.0671618066
0.0543,12.1,0.2,0.0472222386,2.09839042,0.504428053,1.717864000000069e-06,6.720132049999999e-05,0.579320871,0.0672013205
0.05435,12.1,0.2,0.0472222248,2.09836839,0.504944879,1.7397839999999664e-06,6.71987427e-05,0.579316636,0.0671987427
0.0544,12.1,0.2,0.0472222248,2.09833446,0.50540311,1.7597450000000902e-06,6.71944162e-05,0.579309527,0.0671944162
0.05445,12.1,0.2,0.0472222249,2.09830091,0.50580907,1.7778149999999603e-06,6.7190084e-05,0.579302409,0.067190084
0.0545,12.1,0.2,0.0472222249,2.09826753,0.506168398,1.7940929999999965e-06,6.71857251e-05,0.579295247,0.0671857251
0.05455,12.1,0.2,0.0472222249,2.09823416,0.506486131,1.8086969999999702e-06,6.71813223e-05,0.579288012,0.0671813223
0.0546,12.1,0.2,0.0472222249,2.09820079,0.506766798,1.8217520000000098e-06,6.7176881e-05,0.579280714,0.067176881
0.05465,12.1,0.2,0.0472222249,2.09816742,0.507014463,1.8333910000000176e-06,6.71724061e-05,0.57927336,0.0671724061
0.0547,12.1,0.2,0.0472222249,2.09813406,0.507232764,1.8437389999998999e-06,6.71679019e-05,0.579265958,0.0671679019
0.05475,12.1,0.2,0.0472222249,2.09810071,0.50742495,1.8529160000000378e-06,6.71633728e-05,0.579258515,0.0671633728
0.0548,12.1,0.2,0.0472222249,2.09806741,0.507593923,1.8610369999999543e-06,6.71588261e-05,0.579251043,0.0671588261
0.05485,12.1,0.2,0.047222225,2.09803428,0.507742275,1.8682079999999824e-06,6.715428349999999e-05,0.579243577,0.0671542835
0.0549,12.1,0.2,0.0472222257,2.09800165,0.507872318,1.8745239999999886e-06,6.71497941e-05,0.579236198,0.0671497941
0.05495,12.1,0.2,0.0472227196,2.09944961,0.508015564,1.8816070000000628e-06,6.73546568e-05,0.579572673,0.0673546568
0.055,12.1,0.2,0.0472227841,2.10188096,0.508260403,1.8929409999999259e-06,6.76988521e-05,0.580137135,0.0676988521
0.05505,12.1,0.2,0.0472227927,2.10448337,0.508619086,1.909143000000002e-06,6.80675173e-05,0.580740491,0.0680675173
0.0551,12.1,0.2,0.0472227452,2.10699486,0.509085754,1.9302020000000477e-06,6.84235851e-05,0.58132203,0.0684235851
0.05515,12.1,0.2,0.0472226473,2.10916606,0.509638773,1.955412000000045e-06,6.87317048e-05,0.581824317,0.0687317048
0.0552,12.1,0.2,0.047222511,2.11078832,0.510242192,1.983380999999951e-06,6.896223099999999e-05,0.582199549,0.068962231
0.05525,12.1,0.2,0.0472223565,2.11172493,0.510850583,2.012187999999915e-06,6.909567799999999e-05,0.582416547,0.069095678
0.0553,12.1,0.2,0.0472222388,2.11199212,0.511418148,2.0397649999999157e-06,6.91342263e-05,0.582479204,0.0691342263
0.05535,12.1,0.2,0.0472222248,2.11197038,0.511918085,2.0648109999999998e-06,6.913173209999999e-05,0.582475151,0.0691317321
0.0554,12.1,0.2,0.0472222248,2.11193626,0.512352653,2.0872069999999798e-06,6.91273982e-05,0.582468108,0.0691273982
0.05545,12.1,0.2,0.0472222249,2.11190245,0.512729924,2.1070970000000024e-06,6.91230385e-05,0.582461023,0.0691230385
0.0555,12.1,0.2,0.0472222249,2.11186885,0.513057003,2.1246600000000003e-06,6.91186471e-05,0.582453886,0.0691186471
0.05555,12.1,0.2,0.0472222249,2.11183526,0.51334014,2.140092999999954e-06,6.911420379999999e-05,0.582446664,0.0691142038
0.0556,12.1,0.2,0.0472222249,2.11180167,0.513584855,2.1535979999999233e-06,6.91097159e-05,0.58243937,0.0691097159
0.05565,12.1,0.2,0.0472222249,2.11176809,0.51379601,2.165370999999916e-06,6.91051895e-05,0.582432013,0.0691051895
0.0557,12.1,0.2,0.0472222249,2.11173451,0.51397788,2.175601000000027e-06,6.91006304e-05,0.582424603,0.0691006304
0.05575,12.1,0.2,0.0472222249,2.11170094,0.514134214,2.184460000000055e-06,6.90960437e-05,0.582417148,0.0690960437
0.0558,12.1,0.2,0.0472222249,2.11166742,0.514268293,2.1921080000000258e-06,6.90914374e-05,0.582409661,0.0690914374
0.05585,12.1,0.2,0.047222225,2.11163405,0.514382991,2.198688999999976e-06,6.908683279999999e-05,0.582402176,0.0690868328
0.0559,12.1,0.2,0.0472222253,2.11160106,0.514480826,2.2043309999999484e-06,6.90822614e-05,0.582394745,0.0690822614
0.05595,12.1,0.2,0.0472227009,2.11286647,0.514591166,2.210778999999996e-06,6.92617586e-05,0.582686357,0.0692617586
0.056,12.1,0.2,0.0472227633,2.11520851,0.514814501,2.222731000000033e-06,6.95941723e-05,0.583225675,0.0695941723
0.05605,12.1,0.2,0.0472227717,2.11771659,0.515164541,2.2409679999999545e-06,6.99504016e-05,0.583802541,0.0699504016
0.0561,12.1,0.2,0.0472227261,2.12013768,0.515632349,2.2653639999999917e-06,7.02945597e-05,0.584358799,0.0702945597
0.05615,12.1,0.2,0.0472226319,2.122231,0.516192,2.2949089999999562e-06,7.05924285e-05,0.584839406,0.0705924285
0.0562,12.1,0.2,0.0472225008,2.12379531,0.516802618,2.3277510000000446e-06,7.08153485e-05,0.585198583,0.0708153485
0.05625,12.1,0.2,0.0472223522,2.12469926,0.517414014,2.3614079999999536e-06,7.09445501e-05,0.585406566,0.0709445501
0.0563,12.1,0.2,0.0472222389,2.12495901,0.517976742,2.393258000000009e-06,7.098220399999999e-05,0.585467156,0.070982204
0.05635,12.1,0.2,0.0472222249,2.12493754,0.518462834,2.4216810000000645e-06,7.09797959e-05,0.585463282,0.0709797959
0.0564,12.1,0.2,0.0472222248,2.12490322,0.518876234,2.446594000000024e-06,7.09754598e-05,0.585456306,0.0709754598
0.05645,12.1,0.2,0.0472222249,2.12486917,0.519227146,2.468259000000028e-06,7.097107599999999e-05,0.585449253,0.070971076
0.0565,12.1,0.2,0.0472222249,2.12483536,0.519524416,2.4869730000000034e-06,7.09666536e-05,0.585442138,0.0709666536
0.05655,12.1,0.2,0.0472222249,2.12480156,0.519775683,2.5030449999999816e-06,7.09621705e-05,0.585434925,0.0709621705
0.0566,12.1,0.2,0.0472222249,2.12476776,0.519987563,2.516777000000081e-06,7.09576361e-05,0.585427629,0.0709576361
0.05665,12.1,0.2,0.0472222249,2.12473397,0.520165766,2.528455999999957e-06,7.09530586e-05,0.585420263,0.0709530586
0.0567,12.1,0.2,0.047222225,2.12470018,0.52031521,2.5383429999999983e-06,7.09484448e-05,0.585412839,0.0709484448
0.05675,12.1,0.2,0.047222225,2.12466641,0.520440116,2.546673999999971e-06,7.094380120000001e-05,0.585405367,0.0709438012
0.0568,12.1,0.2,0.047222225,2.12463267,0.520544104,2.5536619999999564e-06,7.09391365e-05,0.585397861,0.0709391365
0.05685,12.1,0.2,0.047222225,2.12459909,0.520630275,2.5594910000000802e-06,7.09344718e-05,0.585390354,0.0709344718
0.0569,12.1,0.2,0.0472222252,2.12456583,0.52070129,2.5643279999999493e-06,7.092983249999999e-05,0.585382889,0.0709298325
0.05695,12.1,0.2,0.047222684,2.12566474,0.520784082,2.570006999999985e-06,7.10860523e-05,0.58563416,0.0710860523
0.057,12.1,0.2,0.0472227444,2.12792569,0.520991317,2.582670000000009e-06,7.14076723e-05,0.586150858,0.0714076723
0.05705,12.1,0.2,0.0472227527,2.13034798,0.521338673,2.6033200000000756e-06,7.17525012e-05,0.586703872,0.0717525012
0.0571,12.1,0.2,0.0472227087,2.13268674,0.521813426,2.6316390000000745e-06,7.20857311e-05,0.587237338,0.0720857311
0.05715,12.1,0.2,0.0472226179,2.134709,0.522384775,2.666221999999996e-06,7.23741837e-05,0.587698378,0.0723741837
0.0572,12.1,0.2,0.0472224915,2.13622032,0.523006519,2.7046389999999533e-06,7.25901088e-05,0.588043048,0.0725901088
0.05725,12.1,0.2,0.0472223484,2.13709433,0.523623574,2.743735000000025e-06,7.271540020000001e-05,0.588242873,0.0727154002
0.0573,12.1,0.2,0.0472222391,2.13734715,0.524182985,2.7802460000000416e-06,7.27522238e-05,0.588301581,0.0727522238
0.05735,12.1,0.2,0.0472222249,2.13732591,0.524655999,2.8122100000000925e-06,7.274990309999999e-05,0.588297882,0.0727499031
0.0574,12.1,0.2,0.0472222249,2.13729141,0.525048731,2.839619000000071e-06,7.274556699999999e-05,0.58829097,0.072745567
0.05745,12.1,0.2,0.047222225,2.13725714,0.525373914,2.8629110000000235e-06,7.274115959999999e-05,0.588283945,0.0727411596
0.0575,12.1,0.2,0.047222225,2.13722313,0.525642386,2.882551000000011e-06,7.27367052e-05,0.588276844,0.0727367052
0.05755,12.1,0.2,0.047222225,2.13718913,0.525863317,2.8989980000000416e-06,7.27321808e-05,0.588269631,0.0727321808
0.0576,12.1,0.2,0.047222225,2.13715513,0.526044472,2.9126820000000555e-06,7.27275986e-05,0.588262326,0.0727275986
0.05765,12.1,0.2,0.047222225,2.13712113,0.52619241,2.9239980000000943e-06,7.27229688e-05,0.588254945,0.0727229688
0.0577,12.1,0.2,0.047222225,2.13708715,0.52631265,2.933298000000084e-06,7.27182999e-05,0.588247502,0.0727182999
0.05775,12.1,0.2,0.047222225,2.13705317,0.526409821,2.940889000000002e-06,7.271359950000001e-05,0.588240008,0.0727135995
0.0578,12.1,0.2,0.047222225,2.13701923,0.526487802,2.947040000000012e-06,7.270887709999999e-05,0.588232479,0.0727088771
0.05785,12.1,0.2,0.047222225,2.13698545,0.526549837,2.951981000000048e-06,7.27041537e-05,0.588224948,0.0727041537
0.0579,12.1,0.2,0.0472222251,2.13695195,0.526598641,2.955908000000007e-06,7.26994523e-05,0.588217452,0.0726994523
0.05795,12.1,0.2,0.0472226685,2.13789775,0.526658419,2.960708000000034e-06,7.28341495e-05,0.588432124,0.0728341495
0.058,12.1,0.2,0.0472227271,2.14008438,0.526853819,2.9742009999998984e-06,7.314579159999999e-05,0.588928279,0.0731457916
0.05805,12.1,0.2,0.0472227352,2.14242795,0.527203135,2.9976870000000266e-06,7.34800778e-05,0.589459617,0.0734800778
0.0581,12.1,0.2,0.047222691,2.14468728,0.527688984,3.030556999999989e-06,7.38026556e-05,0.5899715,0.0738026556
0.05815,12.1,0.2,0.0472226008,2.14662999,0.52827443,3.0708389999999364e-06,7.40803719e-05,0.590411535,0.0740803719
0.0582,12.1,0.2,0.0472224769,2.14806828,0.528906786,3.115342999999937e-06,7.42863626e-05,0.590737533,0.0742863626
0.05825,12.1,0.2,0.0472223392,2.14888682,0.529525712,3.160092000000003e-06,7.44040575e-05,0.590923649,0.0744040575
0.0583,12.1,0.2,0.0472222375,2.14911491,0.530075708,3.2011410000000184e-06,7.443749199999999e-05,0.590976503,0.074437492
0.05835,12.1,0.2,0.0472222249,2.14909202,0.530529462,3.236287999999976e-06,7.44349792e-05,0.590972532,0.0744349792
0.0584,12.1,0.2,0.0472222249,2.14905734,0.53089644,3.2657080000000336e-06,7.44306352e-05,0.590965666,0.0744306352
0.05845,12.1,0.2,0.047222225,2.14902286,0.531192098,3.2900860000000255e-06,7.4426197e-05,0.590958651,0.074426197
0.0585,12.1,0.2,0.047222225,2.14898866,0.531429306,3.3101020000000368e-06,7.44217029e-05,0.590951547,0.0744217029
0.05855,12.1,0.2,0.047222225,2.14895447,0.531618712,3.3263999999999518e-06,7.44171307e-05,0.59094432,0.0744171307
0.0586,12.1,0.2,0.047222225,2.14892028,0.531769121,3.339562999999934e-06,7.441249549999999e-05,0.590936993,0.0744124955
0.05865,12.1,0.2,0.047222225,2.1488861,0.531887788,3.350106000000075e-06,7.44078096e-05,0.590929586,0.0744078096
0.0587,12.1,0.2,0.047222225,2.14885192,0.53198067,3.358475000000083e-06,7.44030831e-05,0.590922114,0.0744030831
0.05875,12.1,0.2,0.047222225,2.14881775,0.53205264,3.3650509999999525e-06,7.43983247e-05,0.590914592,0.0743983247
0.0588,12.1,0.2,0.047222225,2.14878363,0.532107673,3.370152999999987e-06,7.43935446e-05,0.590907035,0.0743935446
0.05885,12.1,0.2,0.0472222251,2.14874964,0.532149012,3.374050999999989e-06,7.43887627e-05,0.590899475,0.0743887627
0.0589,12.1,0.2,0.0472222251,2.14871591,0.5321793,3.37696799999998e-06,7.43840001e-05,0.590891945,0.0743840001
0.05895,12.1,0.2,0.047222641,2.14941646,0.532215967,3.380471999999912e-06,7.44839107e-05,0.591049844,0.0744839107
0.059,12.1,0.2,0.0472226961,2.15146846,0.532390698,3.3940240000001066e-06,7.47768251e-05,0.591512374,0.0747768251
0.05905,12.1,0.2,0.047222703,2.1536663,0.53272854,3.419496000000022e-06,7.50908504e-05,0.592007506,0.0750908504
0.0591,12.1,0.2,0.0472226614,2.15578244,0.533206932,3.455865000000058e-06,7.53935238e-05,0.592484026,0.0753935238
0.05915,12.1,0.2,0.0472225771,2.15760197,0.533784285,3.500576999999949e-06,7.565412450000001e-05,0.592893752,0.0756541245
0.0592,12.1,0.2,0.0472224615,2.15894989,0.534404326,3.549752999999933e-06,7.58475762e-05,0.593197575,0.0758475762
0.05925,12.1,0.2,0.0472223332,2.1597192,0.535004599,3.598711999999948e-06,7.59584681e-05,0.593371611,0.0759584681
0.0593,12.1,0.2,0.0472222379,2.15993736,0.535529202,3.642936999999957e-06,7.59905754e-05,0.593421986,0.0759905754
0.05935,12.1,0.2,0.047222225,2.15991527,0.535951917,3.679989999999966e-06,7.59881942e-05,0.593418251,0.0759881942
0.0594,12.1,0.2,0.0472222249,2.15988045,0.536284503,3.7102369999999496e-06,7.598382419999999e-05,0.593411396,0.0759838242
0.05945,12.1,0.2,0.047222225,2.15984574,0.536544761,3.734644000000009e-06,7.59793355e-05,0.593404354,0.0759793355
0.0595,12.1,0.2,0.047222225,2.15981137,0.536747205,3.7541289999999394e-06,7.59747893e-05,0.593397222,0.0759747893
0.05955,12.1,0.2,0.047222225,2.159777,0.536903568,3.769523000000108e-06,7.59701602e-05,0.59338996,0.0759701602
0.0596,12.1,0.2,0.047222225,2.15974264,0.53702331,3.7815570000000464e-06,7.59654659e-05,0.593382595,0.0759654659
0.05965,12.1,0.2,0.047222225,2.15970828,0.537114035,3.790854999999982e-06,7.596072030000001e-05,0.59337515,0.0759607203
0.0597,12.1,0.2,0.047222225,2.15967393,0.537181824,3.7979410000000823e-06,7.59559349e-05,0.593367641,0.0759559349
0.05975,12.1,0.2,0.047222225,2.15963959,0.537231525,3.803253000000062e-06,7.5951119e-05,0.593360085,0.075951119
0.0598,12.1,0.2,0.0472222251,2.15960528,0.537266987,3.807145000000012e-06,7.59462829e-05,0.593352497,0.0759462829
