time_s,pto_emitter_v,crystal_q89_3_drain_v
7.213397956432e-05,1.412771820134e+00,7.742058101592e+00
7.213597956432e-05,1.407687359268e+00,7.742113433861e+00
7.213797956432e-05,1.403874726464e+00,7.742191180140e+00
7.213997956432e-05,1.401350510172e+00,7.742290385650e+00
7.214197956432e-05,1.400125693048e+00,7.742409951661e+00
7.214397956432e-05,1.400205604169e+00,7.742548653491e+00
7.214597956432e-05,1.401589895849e+00,7.742705158162e+00
7.214797956432e-05,1.404272545150e+00,7.742878041233e+00
7.214997956432e-05,1.408241880087e+00,7.743065802421e+00
7.215197956432e-05,1.413480630412e+00,7.743266879621e+00
7.215397956432e-05,1.419966002758e+00,7.743479661049e+00
7.215597956432e-05,1.427669779806e+00,7.743702495308e+00
7.215797956432e-05,1.436558443063e+00,7.743933699291e+00
7.215997956432e-05,1.446593318690e+00,7.744171563928e+00
7.216197956432e-05,1.457730745777e+00,7.744414357966e+00
7.216397956432e-05,1.469922266301e+00,7.744660330040e+00
7.216597956432e-05,1.483114835968e+00,7.744907709475e+00
7.216797956432e-05,1.497251055000e+00,7.745154706321e+00
7.216997956432e-05,1.512269417881e+00,7.745399511271e+00
7.217197956432e-05,1.528104580959e+00,7.745640296122e+00
7.217397956432e-05,1.544687646753e+00,7.745875215505e+00
7.217597956432e-05,1.561946463718e+00,7.746102410567e+00
7.217797956432e-05,1.579805940173e+00,7.746320015225e+00
7.217997956432e-05,1.598188371016e+00,7.746526165514e+00
7.218197956432e-05,1.617013775815e+00,7.746719012368e+00
7.218397956432e-05,1.636200246795e+00,7.746896737992e+00
7.218597956432e-05,1.655664305211e+00,7.747057575769e+00
7.218797956432e-05,1.675321264559e+00,7.747199833379e+00
7.218997956432e-05,1.695085599039e+00,7.747321918634e+00
7.219197956432e-05,1.714871315669e+00,7.747422367256e+00
7.219397956432e-05,1.734592328439e+00,7.747499871725e+00
7.219597956432e-05,1.754162832855e+00,7.747553310131e+00
7.219797956432e-05,1.773497679277e+00,7.747581773960e+00
7.219997956432e-05,1.792512743390e+00,7.747584593705e+00
7.220197956432e-05,1.811125292227e+00,7.747561361259e+00
7.220397956432e-05,1.829254344132e+00,7.747511948169e+00
7.220597956432e-05,1.846821021103e+00,7.747436518990e+00
7.220797956432e-05,1.863748891984e+00,7.747335539174e+00
7.220997956432e-05,1.879964305014e+00,7.747209777142e+00
7.221197956432e-05,1.895396708274e+00,7.747060300395e+00
7.221397956432e-05,1.909978956658e+00,7.746888465785e+00
7.221597956432e-05,1.923647604012e+00,7.746695904176e+00
7.221797956432e-05,1.936343179184e+00,7.746484499987e+00
7.221997956432e-05,1.948010444780e+00,7.746256366166e+00
7.222197956432e-05,1.958598637495e+00,7.746013815291e+00
7.222397956432e-05,1.968061688980e+00,7.745759327539e+00
7.222597956432e-05,1.976358426282e+00,7.745495516313e+00
7.222797956432e-05,1.983452750986e+00,7.745225092286e+00
7.222997956432e-05,1.989313796272e+00,7.744950826657e+00
7.223197956432e-05,1.993916061219e+00,7.744675514316e+00
7.223397956432e-05,1.997239521754e+00,7.744401939369e+00
7.223597956432e-05,1.999269717776e+00,7.744132840122e+00
7.223797956432e-05,1.999997816069e+00,7.743870862895e+00
7.223997956432e-05,1.999420648739e+00,7.743618546165e+00
7.224197956432e-05,1.997540726993e+00,7.743378297577e+00
7.224397956432e-05,1.994366230214e+00,7.743152352964e+00
7.224597956432e-05,1.989910970374e+00,7.742942760107e+00
7.224797956432e-05,1.984194331941e+00,7.742751359929e+00
7.224997956432e-05,1.977241187533e+00,7.742579771245e+00
7.225197956432e-05,1.969081789706e+00,7.742429379171e+00
7.225397956432e-05,1.959751639322e+00,7.742301327182e+00
7.225597956432e-05,1.949291331093e+00,7.742196512801e+00
7.225797956432e-05,1.937746376953e+00,7.742115586795e+00
7.225997956432e-05,1.925167008039e+00,7.742058955750e+00
7.226197956432e-05,1.911607956143e+00,7.742026787790e+00
7.226397956432e-05,1.897128215575e+00,7.742019021192e+00
7.226597956432e-05,1.881790786486e+00,7.742035375576e+00
7.226797956432e-05,1.865662400758e+00,7.742075365317e+00
7.226997956432e-05,1.848813231660e+00,7.742138314773e+00
7.227197956432e-05,1.831316588530e+00,7.742223374895e+00
7.227397956432e-05,1.813248597812e+00,7.742329540756e+00
7.227597956432e-05,1.794687871834e+00,7.742455669531e+00
7.227797956432e-05,1.775715166777e+00,7.742600498426e+00
7.227997956432e-05,1.756413031308e+00,7.742762662116e+00
7.228197956432e-05,1.736865447416e+00,7.742940709206e+00
7.228397956432e-05,1.717157465020e+00,7.743133117359e+00
7.228597956432e-05,1.697374831916e+00,7.743338306713e+00
7.228797956432e-05,1.677603620701e+00,7.743554651344e+00
7.228997956432e-05,1.657929854275e+00,7.743780488616e+00
7.229197956432e-05,1.638439131564e+00,7.744014126347e+00
7.229397956432e-05,1.619216255088e+00,7.744253847875e+00
7.229597956432e-05,1.600344861988e+00,7.744497915230e+00
7.229797956432e-05,1.581907060131e+00,7.744744570718e+00
7.229997956432e-05,1.563983070863e+00,7.744992037411e+00
7.230197956432e-05,1.546650879976e+00,7.745238519058e+00
7.230397956432e-05,1.529985898396e+00,7.745482200109e+00
7.230597956432e-05,1.514060634075e+00,7.745721246515e+00
7.230797956432e-05,1.498944376517e+00,7.745953808033e+00
7.230997956432e-05,1.484702895307e+00,7.746178022696e+00
7.231197956432e-05,1.471398153949e+00,7.746392024046e+00
7.231397956432e-05,1.459088040268e+00,7.746593951596e+00
7.231597956432e-05,1.447826114548e+00,7.746781964795e+00
7.231797956432e-05,1.437661376495e+00,7.746954260592e+00
7.231997956432e-05,1.428638052042e+00,7.747109094459e+00
7.232197956432e-05,1.420795400924e+00,7.747244804479e+00
7.232397956432e-05,1.414167545866e+00,7.747359837914e+00
7.232597956432e-05,1.408783324116e+00,7.747452779448e+00
7.232797956432e-05,1.404666161977e+00,7.747522380152e+00
7.232997956432e-05,1.401833972880e+00,7.747567586100e+00
7.233197956432e-05,1.400299079444e+00,7.747587565555e+00
7.233397956432e-05,1.400068159864e+00,7.747581733613e+00
7.233597956432e-05,1.401142218852e+00,7.747549773319e+00
7.233797956432e-05,1.403516583266e+00,7.747491652363e+00
7.233997956432e-05,1.407180922443e+00,7.747407634679e+00
7.234197956432e-05,1.412119293147e+00,7.747298286417e+00
7.234397956432e-05,1.418310208937e+00,7.747164476053e+00
7.234597956432e-05,1.425726733652e+00,7.747007368538e+00
7.234797956432e-05,1.434336598608e+00,7.746828413672e+00
7.234997956432e-05,1.444102342995e+00,7.746629329016e+00
7.235197956432e-05,1.454981476871e+00,7.746412077855e+00
7.235397956432e-05,1.466926666025e+00,7.746178842812e+00
7.235597956432e-05,1.479885937929e+00,7.745931995838e+00
7.235797956432e-05,1.493802907867e+00,7.745674065321e+00
7.235997956432e-05,1.508617024257e+00,7.745407701107e+00
7.236197956432e-05,1.524263832105e+00,7.745135638211e+00
7.236397956432e-05,1.540675253448e+00,7.744860659961e+00
7.236597956432e-05,1.557779883554e+00,7.744585561295e+00
7.236797956432e-05,1.575503301593e+00,7.744313112861e+00
7.236997956432e-05,1.593768394445e+00,7.744046026500e+00
7.237197956432e-05,1.612495692205e+00,7.743786922645e+00
7.237397956432e-05,1.631603713952e+00,7.743538300087e+00
7.237597956432e-05,1.651009322269e+00,7.743302508476e+00
7.237797956432e-05,1.670628084963e+00,7.743081723887e+00
7.237997956432e-05,1.690374642424e+00,7.742877927684e+00
7.238197956432e-05,1.710163079017e+00,7.742692888871e+00
7.238397956432e-05,1.729907296896e+00,7.742528150039e+00
7.238597956432e-05,1.749521390606e+00,7.742385016981e+00
7.238797956432e-05,1.768920020852e+00,7.742264551954e+00
7.238997956432e-05,1.788018785802e+00,7.742167570545e+00
7.239197956432e-05,1.806734588312e+00,7.742094642006e+00
7.239397956432e-05,1.824985997479e+00,7.742046092902e+00
7.239597956432e-05,1.842693602934e+00,7.742022013826e+00
7.239797956432e-05,1.859780360353e+00,7.742022268912e+00
7.239997956432e-05,1.876171926674e+00,7.742046507812e+00
7.240197956432e-05,1.891796983548e+00,7.742094179766e+00
7.240397956432e-05,1.906587547650e+00,7.742164549347e+00
7.240597956432e-05,1.920479266461e+00,7.742256713439e+00
7.240797956432e-05,1.933411698265e+00,7.742369618975e+00
7.240997956432e-05,1.945328575123e+00,7.742502080963e+00
7.241197956432e-05,1.956178047692e+00,7.742652800312e+00
7.241397956432e-05,1.965912910817e+00,7.742820380994e+00
7.241597956432e-05,1.974490808914e+00,7.743003346114e+00
7.241797956432e-05,1.981874420262e+00,7.743200152505e+00
7.241997956432e-05,1.988031619378e+00,7.743409203524e+00
7.242197956432e-05,1.992935616801e+00,7.743628859829e+00
7.242397956432e-05,1.996565075643e+00,7.743857448001e+00
7.242597956432e-05,1.998904204432e+00,7.744093267003e+00
7.242797956432e-05,1.999942825810e+00,7.744334592587e+00
7.242997956432e-05,1.999676420823e+00,7.744579679894e+00
7.243197956432e-05,1.998106148576e+00,7.744826764752e+00
7.243397956432e-05,1.995238841195e+00,7.745074063907e+00
7.243597956432e-05,1.991086974095e+00,7.745319777274e+00
7.243797956432e-05,1.985668611707e+00,7.745562087956e+00
7.243997956432e-05,1.979007328875e+00,7.745799143985e+00
7.244197956432e-05,1.971132108288e+00,7.746029085142e+00
7.244397956432e-05,1.962077214380e+00,7.746250056363e+00
7.244597956432e-05,1.951882044242e+00,7.746460191879e+00
7.244797956432e-05,1.940590956214e+00,7.746657636189e+00
7.244997956432e-05,1.928253076885e+00,7.746840559238e+00
7.245197956432e-05,1.914922087343e+00,7.747007175152e+00
7.245397956432e-05,1.900655989619e+00,7.747155764340e+00
7.245597956432e-05,1.885516854322e+00,7.747284698482e+00
7.245797956432e-05,1.869570550575e+00,7.747392467748e+00
7.245997956432e-05,1.852886459421e+00,7.747477709384e+00
7.246197956432e-05,1.835537171959e+00,7.747539236682e+00
7.246397956432e-05,1.817598173500e+00,7.747576067223e+00
7.246597956432e-05,1.799147515138e+00,7.747587449332e+00
7.246797956432e-05,1.780265474159e+00,7.747572885634e+00
7.246997956432e-05,1.761034204758e+00,7.747532152783e+00
7.247197956432e-05,1.741537380592e+00,7.747465316507e+00
7.247397956432e-05,1.721859830727e+00,7.747372741375e+00
7.247597956432e-05,1.702087170551e+00,7.747255094819e+00
7.247797956432e-05,1.682305429269e+00,7.747113345248e+00
7.247997956432e-05,1.662600675597e+00,7.746948754238e+00
7.248197956432e-05,1.643058643285e+00,7.746762863037e+00
7.248397956432e-05,1.623764358094e+00,7.746557473758e+00
7.248597956432e-05,1.604801767860e+00,7.746334625826e+00
7.248797956432e-05,1.586253377241e+00,7.746096568291e+00
7.248997956432e-05,1.568199888747e+00,7.745845728788e+00
7.249197956432e-05,1.550719851608e+00,7.745584679859e+00
7.249397956432e-05,1.533889320017e+00,7.745316103463e+00
7.249597956432e-05,1.517781522222e+00,7.745042754425e+00
7.249797956432e-05,1.502466541915e+00,7.744767423568e+00
7.249997956432e-05,1.488011013306e+00,7.744492901217e+00
7.250197956432e-05,1.474477831201e+00,7.744221945726e+00
7.250397956432e-05,1.461925877353e+00,7.743957245958e+00
7.250597956432e-05,1.450409764273e+00,7.743701371165e+00
7.250797956432e-05,1.439979597614e+00,7.743456768579e+00
7.250997956432e-05,1.430680758165e+00,7.743225741870e+00
7.251197956432e-05,1.422553704408e+00,7.743010404078e+00
7.251397956432e-05,1.415633796479e+00,7.742812667336e+00
7.251597956432e-05,1.409951142322e+00,7.742634226405e+00
7.251797956432e-05,1.405530466696e+00,7.742476545839e+00
7.251997956432e-05,1.402391003594e+00,7.742340850821e+00
7.252197956432e-05,1.400546412559e+00,7.742228121627e+00
7.252397956432e-05,1.400004719253e+00,7.742139091662e+00
7.252597956432e-05,1.400768280540e+00,7.742074248913e+00
7.252797956432e-05,1.402833774228e+00,7.742033840633e+00
7.252997956432e-05,1.406192213524e+00,7.742017881019e+00
7.253197956432e-05,1.410828986139e+00,7.742026161570e+00
7.253397956432e-05,1.416723917858e+00,7.742058263798e+00
7.253597956432e-05,1.423851360323e+00,7.742113573888e+00
7.253797956432e-05,1.432180302622e+00,7.742191298904e+00
7.253997956432e-05,1.441674506218e+00,7.742290484055e+00
7.254197956432e-05,1.452292662619e+00,7.742410030584e+00
7.254397956432e-05,1.463988573106e+00,7.742548713772e+00
7.254597956432e-05,1.476711349742e+00,7.742705200585e+00
7.254797956432e-05,1.490405636782e+00,7.742878066519e+00
7.254997956432e-05,1.505011851518e+00,7.743065811215e+00
7.255197956432e-05,1.520466443520e+00,7.743266872487e+00
7.255397956432e-05,1.536702171140e+00,7.743479638463e+00
7.255597956432e-05,1.553648394075e+00,7.743702457657e+00
7.255797956432e-05,1.571231380711e+00,7.743933646865e+00
7.255997956432e-05,1.589374628934e+00,7.744171496926e+00
7.256197956432e-05,1.607999198973e+00,7.744414276493e+00
7.256397956432e-05,1.627024056870e+00,7.744660234116e+00
7.256597956432e-05,1.646366427044e+00,7.744907599032e+00
7.256797956432e-05,1.665942152448e+00,7.745154581215e+00
7.256997956432e-05,1.685666060721e+00,7.745399371289e+00
7.257197956432e-05,1.705452334777e+00,7.745640140993e+00
7.257397956432e-05,1.725214886176e+00,7.745875044911e+00
7.257597956432e-05,1.744867729695e+00,7.746102224157e+00
7.257797956432e-05,1.764325357443e+00,7.746319812630e+00
7.257997956432e-05,1.783503110895e+00,7.746525946368e+00
7.258197956432e-05,1.802317549234e+00,7.746718776320e+00
7.258397956432e-05,1.820686812401e+00,7.746896484734e+00
7.258597956432e-05,1.838530977253e+00,7.747057305047e+00
7.258797956432e-05,1.855772405309e+00,7.747199545022e+00
7.258997956432e-05,1.872336080546e+00,7.747321612566e+00
7.259197956432e-05,1.888149935786e+00,7.747422043517e+00
7.259397956432e-05,1.903145166256e+00,7.747499530484e+00
7.259597956432e-05,1.917256528951e+00,7.747552951696e+00
7.259797956432e-05,1.930422626502e+00,7.747581398789e+00
7.259997956432e-05,1.942586174311e+00,7.747584202404e+00
7.260197956432e-05,1.953694249789e+00,7.747560954580e+00
7.260397956432e-05,1.963698522622e+00,7.747511527001e+00
7.260597956432e-05,1.972555465047e+00,7.747436084347e+00
7.260797956432e-05,1.980226541242e+00,7.747335092173e+00
7.260997956432e-05,1.986678374992e+00,7.747209318978e+00
7.261197956432e-05,1.991882894902e+00,7.747059832317e+00
7.261397956432e-05,1.995817456538e+00,7.746887989058e+00
7.261597956432e-05,1.998464940948e+00,7.746695420053e+00
7.261797956432e-05,1.999813829147e+00,7.746484009674e+00
7.261997956432e-05,1.999858252234e+00,7.746255870787e+00
7.262197956432e-05,1.998598016929e+00,7.746013315859e+00
7.262397956432e-05,1.996038606410e+00,7.745758824930e+00
7.262597956432e-05,1.992191156461e+00,7.745495011242e+00
7.262797956432e-05,1.987072407017e+00,7.745224585297e+00
7.262997956432e-05,1.980704629332e+00,7.744950318109e+00
7.263197956432e-05,1.973115529080e+00,7.744675004388e+00
7.263397956432e-05,1.964338125807e+00,7.744401428062e+00
7.263597956432e-05,1.954410609265e+00,7.744132327275e+00
7.263797956432e-05,1.943376173257e+00,7.743870348197e+00
7.263997956432e-05,1.931282827699e+00,7.743618029186e+00
7.264197956432e-05,1.918183189734e+00,7.743377777798e+00
7.264397956432e-05,1.904134254801e+00,7.743151829807e+00
7.264597956432e-05,1.889197148652e+00,7.742942232964e+00
7.264797956432e-05,1.873436861395e+00,7.742750828190e+00
7.264997956432e-05,1.856921964736e+00,7.742579234326e+00
7.265197956432e-05,1.839724313619e+00,7.742428836539e+00
7.265397956432e-05,1.821918733598e+00,7.742300778373e+00
7.265597956432e-05,1.803582695277e+00,7.742195957439e+00
7.265797956432e-05,1.784795977237e+00,7.742115024604e+00
7.265997956432e-05,1.765640318931e+00,7.742058386565e+00
7.266197956432e-05,1.746199065040e+00,7.742026211555e+00
7.266397956432e-05,1.726556802847e+00,7.742018437966e+00
7.266597956432e-05,1.706798994207e+00,7.742034785525e+00
7.266797956432e-05,1.687011603707e+00,7.742074768712e+00
7.266997956432e-05,1.667280724643e+00,7.742137711977e+00
7.267197956432e-05,1.647692204432e+00,7.742222766358e+00
7.267397956432e-05,1.628331271103e+00,7.742328927001e+00
7.267597956432e-05,1.609282162471e+00,7.742455051143e+00
7.267797956432e-05,1.590627759629e+00,7.742599876042e+00
7.267997956432e-05,1.572449226335e+00,7.742762036413e+00
7.268197956432e-05,1.554825655882e+00,7.742940080891e+00
7.268397956432e-05,1.537833726963e+00,7.743132487159e+00
7.268597956432e-05,1.521547370052e+00,7.743337675365e+00
7.268797956432e-05,1.506037445738e+00,7.743554019593e+00
7.268997956432e-05,1.491371436415e+00,7.743779857203e+00
7.269197956432e-05,1.477613152673e+00,7.744013496005e+00
7.269397956432e-05,1.464822455665e+00,7.744253219326e+00
7.269597956432e-05,1.453054996653e+00,7.744497289180e+00
7.269797956432e-05,1.442361974875e+00,7.744743948467e+00
7.269997956432e-05,1.432789914782e+00,7.744991419610e+00
7.270197956432e-05,1.424380463615e+00,7.745237907751e+00
7.270397956432e-05,1.417170210197e+00,7.745481602507e+00
7.270597956432e-05,1.411190525744e+00,7.745720660782e+00
7.270797956432e-05,1.406467427366e+00,7.745953227688e+00
7.270997956432e-05,1.403021464874e+00,7.746177448312e+00
7.271197956432e-05,1.400867631365e+00,7.746391456146e+00
7.271397956432e-05,1.400015297988e+00,7.746593390648e+00
7.271597956432e-05,1.400468173178e+00,7.746781411216e+00
7.271797956432e-05,1.402224286510e+00,7.746953714744e+00
7.271997956432e-05,1.405275997281e+00,7.747108556651e+00
7.272197956432e-05,1.409610027751e+00,7.747244274966e+00
7.272397956432e-05,1.415207520913e+00,7.747359316901e+00
7.272597956432e-05,1.422044122538e+00,7.747452267094e+00
7.272797956432e-05,1.430090087138e+00,7.747521876578e+00
7.272997956432e-05,1.439310407391e+00,7.747567091398e+00
7.273197956432e-05,1.449664966445e+00,7.747587079801e+00
7.273397956432e-05,1.461108712474e+00,7.747581256878e+00
7.273597956432e-05,1.473591854688e+00,7.747549305689e+00
7.273797956432e-05,1.487060079969e+00,7.747491193953e+00
7.273997956432e-05,1.501454789186e+00,7.747407185653e+00
7.274197956432e-05,1.516713352154e+00,7.747297847008e+00
7.274397956432e-05,1.532769380129e+00,7.747164046578e+00
7.274597956432e-05,1.549553014664e+00,7.747006949417e+00
7.274797956432e-05,1.566991231559e+00,7.746828005444e+00
7.274997956432e-05,1.585008158577e+00,7.746628932349e+00
7.275197956432e-05,1.603525405563e+00,7.746411693557e+00
7.275397956432e-05,1.622462405509e+00,7.746178471829e+00
7.275597956432e-05,1.641736765101e+00,7.745931639259e+00
7.275797956432e-05,1.661264623196e+00,7.745673724364e+00
7.275997956432e-05,1.680961015705e+00,7.745407377110e+00
7.276197956432e-05,1.700740245255e+00,7.745135332606e+00
7.276397956432e-05,1.720516254059e+00,7.744860374253e+00
7.276597956432e-05,1.740202998343e+00,7.744585297031e+00
7.276797956432e-05,1.759714822715e+00,7.744312871593e+00
7.276997956432e-05,1.778966832845e+00,7.744045809747e+00
7.277197956432e-05,1.797875264832e+00,7.743786731862e+00
7.277397956432e-05,1.816357849657e+00,7.743538136619e+00
7.277597956432e-05,1.834334171127e+00,7.743302373531e+00
7.277797956432e-05,1.851726015756e+00,7.743081618502e+00
7.277997956432e-05,1.868457713070e+00,7.742877852701e+00
7.278197956432e-05,1.884456464843e+00,7.742692844915e+00
7.278397956432e-05,1.899652661832e+00,7.742528137510e+00
7.278597956432e-05,1.913980186643e+00,7.742385036044e+00
7.278797956432e-05,1.927376701404e+00,7.742264602545e+00
7.278997956432e-05,1.939783918990e+00,7.742167652374e+00
7.279197956432e-05,1.951147856626e+00,7.742094754576e+00
7.279397956432e-05,1.961419070762e+00,7.742046235523e+00
7.279597956432e-05,1.970552872197e+00,7.742022185642e+00
7.279797956432e-05,1.978509520517e+00,7.742022468921e+00
7.279997956432e-05,1.985254397007e+00,7.742046734901e+00
7.280197956432e-05,1.990758155267e+00,7.742094432735e+00
7.280397956432e-05,1.994996848901e+00,7.742164826939e+00
7.280597956432e-05,1.997952035706e+00,7.742257014365e+00
7.280797956432e-05,1.999610857907e+00,7.742369941945e+00
7.280997956432e-05,1.999966098109e+00,7.742502424707e+00
7.281197956432e-05,1.999016210689e+00,7.742653163603e+00
7.281397956432e-05,1.996765328529e+00,7.742820762664e+00
7.281597956432e-05,1.993223245031e+00,7.743003745074e+00
7.281797956432e-05,1.988405371506e+00,7.743200567752e+00
7.281997956432e-05,1.982332670124e+00,7.743409634157e+00
7.282197956432e-05,1.975031562703e+00,7.743629305051e+00
7.282397956432e-05,1.966533815756e+00,7.743857907124e+00
7.282597956432e-05,1.956876402278e+00,7.744093739449e+00
7.282797956432e-05,1.946101340871e+00,7.744335077887e+00
7.282997956432e-05,1.934255512936e+00,7.744580177686e+00
7.283197956432e-05,1.921390458688e+00,7.744827274648e+00
7.283397956432e-05,1.907562152910e+00,7.745074585352e+00
7.283597956432e-05,1.892830761415e+00,7.745320307038e+00
7.283797956432e-05,1.877260379266e+00,7.745562617808e+00
7.283997956432e-05,1.860918751904e+00,7.745799677853e+00
7.284197956432e-05,1.843876980395e+00,7.746029632405e+00
7.284397956432e-05,1.826209212074e+00,7.746250617081e+00
7.284597956432e-05,1.807992317935e+00,7.746460766136e+00
7.284797956432e-05,1.789305558176e+00,7.746658224086e+00
7.284997956432e-05,1.770230237337e+00,7.746841160862e+00
7.285197956432e-05,1.750849350560e+00,7.747007790565e+00
7.285397956432e-05,1.731247222474e+00,7.747156393554e+00
7.285597956432e-05,1.711509140314e+00,7.747285341441e+00
7.285797956432e-05,1.691720982838e+00,7.747393124310e+00
7.285997956432e-05,1.671968846680e+00,7.747478379305e+00
7.286197956432e-05,1.652338671746e+00,7.747539919597e+00
7.286397956432e-05,1.632915867299e+00,7.747576762641e+00
7.286597956432e-05,1.613784940351e+00,7.747588156621e+00
7.286797956432e-05,1.595029127980e+00,7.747573604022e+00
7.286997956432e-05,1.576730035169e+00,7.747532881351e+00
7.287197956432e-05,1.558967279754e+00,7.747466054199e+00
7.287397956432e-05,1.541818146010e+00,7.747373486998e+00
7.287597956432e-05,1.525357248399e+00,7.747255847058e+00
7.287797956432e-05,1.509656206918e+00,7.747114102678e+00
7.287997956432e-05,1.494783335500e+00,7.746949515342e+00
7.288197956432e-05,1.480803344772e+00,7.746763626222e+00
7.288397956432e-05,1.467777060518e+00,7.746558237381e+00
7.288597956432e-05,1.455761159018e+00,7.746335388208e+00
7.288797956432e-05,1.444807920464e+00,7.746097327754e+00
7.288997956432e-05,1.434965001489e+00,7.745846483667e+00
7.289197956432e-05,1.426275227817e+00,7.745585428534e+00
7.289397956432e-05,1.418776407933e+00,7.745316844382e+00
7.289597956432e-05,1.412501168581e+00,7.745043486127e+00
7.289797956432e-05,1.407476812806e+00,7.744768144704e+00
7.289997956432e-05,1.403725201164e+00,7.744493611486e+00
7.290197956432e-05,1.401262656606e+00,7.744222643996e+00
7.290397956432e-05,1.400099893460e+00,7.743957930348e+00
7.290597956432e-05,1.400241970811e+00,7.743702040960e+00
7.290797956432e-05,1.401688270493e+00,7.743457423230e+00
7.290997956432e-05,1.404432499775e+00,7.743226381026e+00
7.291197956432e-05,1.408462718744e+00,7.743011027578e+00
7.291397956432e-05,1.413761392250e+00,7.742813275185e+00
7.291597956432e-05,1.420305466206e+00,7.742634818770e+00
7.291797956432e-05,1.428066467887e+00,7.742477123026e+00
7.291997956432e-05,1.437010629819e+00,7.742341413258e+00
7.292197956432e-05,1.447099036696e+00,7.742228669842e+00
7.292397956432e-05,1.458287794694e+00,7.742139626262e+00
7.292597956432e-05,1.470528222456e+00,7.742074770555e+00
7.292797956432e-05,1.483767062895e+00,7.742034350010e+00
7.292997956432e-05,1.497946714915e+00,7.742018378827e+00
7.293197956432e-05,1.513005484025e+00,7.742026648494e+00
7.293397956432e-05,1.528877850770e+00,7.742058740486e+00
7.293597956432e-05,1.545494755797e+00,7.742114040942e+00
7.293797956432e-05,1.562783900331e+00,7.742191756856e+00
7.293997956432e-05,1.580670060737e+00,7.742290933364e+00
7.294197956432e-05,1.599075415815e+00,7.742410471622e+00
7.294397956432e-05,1.617919885390e+00,7.742549146817e+00
7.294597956432e-05,1.637121478739e+00,7.742705625818e+00
7.294797956432e-05,1.656596651320e+00,7.742878484026e+00
7.294997956432e-05,1.676260668272e+00,7.743066220984e+00
7.295197956432e-05,1.696027973088e+00,7.743267274410e+00
7.295397956432e-05,1.715812559864e+00,7.743480032340e+00
7.295597956432e-05,1.735528347503e+00,7.743702843206e+00
7.295797956432e-05,1.755089554248e+00,7.743934023721e+00
7.295997956432e-05,1.774411070910e+00,7.744171864654e+00
7.296197956432e-05,1.793408831173e+00,7.744414634592e+00
7.296397956432e-05,1.812000177356e+00,7.744660582028e+00
7.296597956432e-05,1.830104220054e+00,7.744907936151e+00
7.296797956432e-05,1.847642190078e+00,7.745154906901e+00
7.296997956432e-05,1.864537781174e+00,7.745399689703e+00
7.297197956432e-05,1.880717482028e+00,7.745640462393e+00
7.297397956432e-05,1.896110896101e+00,7.745875363009e+00
7.297597956432e-05,1.910651047925e+00,7.746102526518e+00
7.297797956432e-05,1.924274674507e+00,7.746320098722e+00
7.297997956432e-05,1.936922500575e+00,7.746526215678e+00
7.298197956432e-05,1.948539496488e+00,7.746719028380e+00
7.298397956432e-05,1.959075117659e+00,7.746896719140e+00
7.298597956432e-05,1.968483524474e+00,7.747057521469e+00
7.298797956432e-05,1.976723781736e+00,7.747199743222e+00
7.298997956432e-05,1.983760036768e+00,7.747321792403e+00
7.299197956432e-05,1.989561675407e+00,7.747422204963e+00
7.299397956432e-05,1.994103455206e+00,7.747499673616e+00
7.299597956432e-05,1.997365615257e+00,7.747553076709e+00
7.299797956432e-05,1.999333962172e+00,7.747581505974e+00
7.299997956432e-05,1.999999931837e+00,7.747584292153e+00
7.300197956432e-05,1.999360626673e+00,7.747561027357e+00
7.300397956432e-05,1.997418828244e+00,7.747511583335e+00
7.300597956432e-05,1.994182985153e+00,7.747436124797e+00
7.300797956432e-05,1.989667176286e+00,7.747335117314e+00
7.300997956432e-05,1.983891049553e+00,7.747209329362e+00
7.301197956432e-05,1.976879736402e+00,7.747059828457e+00
7.301397956432e-05,1.968663742475e+00,7.746887971393e+00
7.301597956432e-05,1.959278814882e+00,7.746695388934e+00
7.301797956432e-05,1.948765786662e+00,7.746483965331e+00
7.301997956432e-05,1.937170399131e+00,7.746255813328e+00
7.302197956432e-05,1.924543102859e+00,7.746013245247e+00
7.302397956432e-05,1.910938838164e+00,7.745758740992e+00
7.302597956432e-05,1.896416796074e+00,7.745494913662e+00
7.302797956432e-05,1.881040160790e+00,7.745224473630e+00
7.302997956432e-05,1.864875834778e+00,7.744950191792e+00
7.303197956432e-05,1.847994147679e+00,7.744674862765e+00
7.303397956433e-05,1.830468550314e+00,7.744401268643e+00
7.303597956433e-05,1.812375295105e+00,7.744132143996e+00
7.303797956433e-05,1.793793104305e+00,7.743870142576e+00
7.303997956433e-05,1.774802827484e+00,7.743617806282e+00
7.304197956433e-05,1.755487089763e+00,7.743377536717e+00
7.304397956433e-05,1.735929932316e+00,7.743151569732e+00
7.304597956433e-05,1.716216446712e+00,7.742941953172e+00
7.304797956433e-05,1.696432404693e+00,7.742750528070e+00
7.304997956433e-05,1.676663884985e+00,7.742578913390e+00
7.305197956433e-05,1.656996898779e+00,7.742428494436e+00
7.305397956433e-05,1.637517015501e+00,7.742300414892e+00
7.305597956433e-05,1.618308990507e+00,7.742195572510e+00
7.305797956433e-05,1.599456396323e+00,7.742114618298e+00
7.305997956433e-05,1.581041259021e+00,7.742057959086e+00
7.306197956433e-05,1.563143701338e+00,7.742025763236e+00
