time_s,u89_1_pin1_v,u89_1_pin4_v,u89_1_signal_diff_v,u89_1_pin8_v,u89_1_pin10_v,u89_1_carrier_diff_v,u89_1_pin6_v,u89_1_pin12_v,u89_1_output_diff_v
8.611197956435e-05,6.829715673899e+00,6.783130747478e+00,4.658492642125e-02,1.004314217489e+01,1.001816929150e+01,2.497288338555e-02,1.280613849908e+01,1.277043587814e+01,3.570262093900e-02
8.611397956435e-05,6.837565397377e+00,6.783144113870e+00,5.442128350696e-02,1.004216480581e+01,1.001826018902e+01,2.390461679447e-02,1.280174513337e+01,1.277178803245e+01,2.995710091596e-02
8.611597956435e-05,6.845194959768e+00,6.783157260550e+00,6.203769921725e-02,1.004099559885e+01,1.001834534133e+01,2.265025752429e-02,1.279635250886e+01,1.277293533637e+01,2.341717248371e-02
8.611797956435e-05,6.852570899702e+00,6.783170087696e+00,6.940081200630e-02,1.003964555353e+01,1.001842396519e+01,2.122158833826e-02,1.279012051516e+01,1.277384314003e+01,1.627737513049e-02
8.611997956435e-05,6.859661235155e+00,6.783182499860e+00,7.647873529422e-02,1.003812762291e+01,1.001849533867e+01,1.963228423871e-02,1.278323100192e+01,1.277448349221e+01,8.747509709490e-03
8.612197956435e-05,6.866434905582e+00,6.783194406829e+00,8.324049875293e-02,1.003645622312e+01,1.001855880833e+01,1.789741479805e-02,1.277588257841e+01,1.277483556284e+01,1.047015574670e-03
8.612397956435e-05,6.872862578699e+00,6.783205724344e+00,8.965685435474e-02,1.003464738350e+01,1.001861379563e+01,1.603358786676e-02,1.276828508066e+01,1.277488614705e+01,-6.601066390010e-03
8.612597956435e-05,6.878916137949e+00,6.783216374806e+00,9.569976314257e-02,1.003271826160e+01,1.001865980258e+01,1.405845902221e-02,1.276065381175e+01,1.277462961043e+01,-1.397579868146e-02
8.612797956435e-05,6.884569420946e+00,6.783226287851e+00,1.013431330943e-01,1.003068724579e+01,1.001869641633e+01,1.199082945916e-02,1.275320377503e+01,1.277406792544e+01,-2.086415040517e-02
8.612997956435e-05,6.889797745159e+00,6.783235400886e+00,1.065623442730e-01,1.002857348413e+01,1.001872331310e+01,9.850171026120e-03,1.274614399341e+01,1.277321023809e+01,-2.706624467804e-02
8.613197956435e-05,6.894578579909e+00,6.783243659495e+00,1.113349204143e-01,1.002639695210e+01,1.001874026086e+01,7.656691239831e-03,1.273967210329e+01,1.277207256667e+01,-3.240046338193e-02
8.613397956435e-05,6.898891103715e+00,6.783251017801e+00,1.156400859140e-01,1.002417800056e+01,1.001874712124e+01,5.430879320880e-03,1.273396928964e+01,1.277067712941e+01,-3.670783976731e-02
8.613597956435e-05,6.902716811788e+00,6.783257438707e+00,1.194593730812e-01,1.002193739763e+01,1.001874385035e+01,3.193547280889e-03,1.272919571284e+01,1.276905184523e+01,-3.985613238930e-02
8.613797956435e-05,6.906039099172e+00,6.783262894072e+00,1.227762050997e-01,1.001969589795e+01,1.001873049861e+01,9.653993328413e-04,1.272548646563e+01,1.276722954179e+01,-4.174307615636e-02
8.613997956435e-05,6.908843805821e+00,6.783267364779e+00,1.255764410425e-01,1.001747426437e+01,1.001870720961e+01,-1.232945238870e-03,1.272294817778e+01,1.276524735001e+01,-4.229917223280e-02
8.614197956435e-05,6.911118820460e+00,6.783270840740e+00,1.278479797194e-01,1.001529285927e+01,1.001867421804e+01,-3.381358768189e-03,1.272165628660e+01,1.276314584322e+01,-4.148955662068e-02
8.614397956435e-05,6.912854565596e+00,6.783273320787e+00,1.295812448090e-01,1.001317165048e+01,1.001863184667e+01,-5.460196187011e-03,1.272165306839e+01,1.276096833793e+01,-3.931526954490e-02
8.614597956435e-05,6.914043617859e+00,6.783274812505e+00,1.307688053540e-01,1.001112982571e+01,1.001858050251e+01,-7.450676800861e-03,1.272294643757e+01,1.275875993906e+01,-3.581350148926e-02
8.614797956435e-05,6.914681135651e+00,6.783275331957e+00,1.314058036935e-01,1.000918578888e+01,1.001852067211e+01,-9.334883236301e-03,1.272550959179e+01,1.275656670105e+01,-3.105710925469e-02
8.614997956435e-05,6.914764492570e+00,6.783274903354e+00,1.314895892166e-01,1.000735680232e+01,1.001845291619e+01,-1.109611387121e-02,1.272928149804e+01,1.275443452784e+01,-2.515302980269e-02
8.615197956435e-05,6.914293650703e+00,6.783273558618e+00,1.310200920852e-01,1.000565898392e+01,1.001837786351e+01,-1.271887959326e-02,1.273416827354e+01,1.275240816391e+01,-1.823989036582e-02
8.615397956435e-05,6.913270804501e+00,6.783271336909e+00,1.299994675912e-01,1.000410698719e+01,1.001829620428e+01,-1.418921709498e-02,1.274004542944e+01,1.275052995853e+01,-1.048452909381e-02
8.615597956435e-05,6.911700702872e+00,6.783268284053e+00,1.284324188187e-01,1.000271401468e+01,1.001820868302e+01,-1.549466834818e-02,1.274676098611e+01,1.274883875730e+01,-2.077771190320e-03
8.615797956435e-05,6.909590301419e+00,6.783264451939e+00,1.263258494804e-01,1.000149155027e+01,1.001811609110e+01,-1.662454083340e-02,1.275413937731e+01,1.274736866704e+01,6.770710263879e-03
8.615997956435e-05,6.906949036522e+00,6.783259897844e+00,1.236891386784e-01,1.000044940600e+01,1.001801925893e+01,-1.756985293130e-02,1.276198608661e+01,1.274614804811e+01,1.583803849425e-02
8.616197956435e-05,6.903788484285e+00,6.783254683752e+00,1.205338005334e-01,9.999595519899e+00,1.001791904810e+01,-1.832352819926e-02,1.277009286819e+01,1.274519852349e+01,2.489434470439e-02
8.616397956435e-05,6.900122535542e+00,6.783248875577e+00,1.168736599645e-01,9.998936074740e+00,1.001781634225e+01,-1.888026751111e-02,1.277824480285e+01,1.274452958988e+01,3.371521296275e-02
8.616597956435e-05,6.895969506539e+00,6.783242547458e+00,1.127269590807e-01,9.998479378370e+00,1.001771206836e+01,-1.923268998660e-02,1.278621334676e+01,1.274416270620e+01,4.205064056345e-02
8.616797956435e-05,6.891340018988e+00,6.783235763977e+00,1.081042550117e-01,9.998215364693e+00,1.001760710295e+01,-1.939173826103e-02,1.279379106962e+01,1.274409441033e+01,4.969665929181e-02
8.616997956435e-05,6.886263744717e+00,6.783228596842e+00,1.030351478748e-01,9.998157814801e+00,1.001750233114e+01,-1.934451633843e-02,1.280078310543e+01,1.274428616911e+01,5.649693632313e-02
8.617197956435e-05,6.880756872208e+00,6.783221126655e+00,9.753574555299e-02,9.998300990914e+00,1.001739868818e+01,-1.909769726918e-02,1.280699215898e+01,1.274473978538e+01,6.225237359846e-02
8.617397956435e-05,6.874845440859e+00,6.783213425298e+00,9.163201556134e-02,9.998641027277e+00,1.001729704875e+01,-1.865602147699e-02,1.281225093762e+01,1.274544335931e+01,6.680757831340e-02
8.617597956435e-05,6.868554581528e+00,6.783205568835e+00,8.534901269320e-02,9.999176360367e+00,1.001719827822e+01,-1.802191784768e-02,1.281641487063e+01,1.274635313977e+01,7.006173085733e-02
8.617797956435e-05,6.861911310574e+00,6.783197630584e+00,7.871367998997e-02,9.999898487882e+00,1.001710321345e+01,-1.720472556383e-02,1.281936884052e+01,1.274744167111e+01,7.192716941247e-02
8.617997956435e-05,6.854944961714e+00,6.783189683246e+00,7.175527846789e-02,1.000080297637e+01,1.001701265568e+01,-1.620967930922e-02,1.282102951987e+01,1.274866789466e+01,7.236162520522e-02
8.618197956435e-05,6.847684917477e+00,6.783181797288e+00,6.450312018845e-02,1.000187931494e+01,1.001692736929e+01,-1.504805434662e-02,1.282134701128e+01,1.274999184480e+01,7.135516648467e-02
8.618397956435e-05,6.840163385323e+00,6.783174040858e+00,5.698934446545e-02,1.000312007999e+01,1.001684807186e+01,-1.372799186600e-02,1.282030633667e+01,1.275137206736e+01,6.893426930698e-02
8.618597956435e-05,6.832412013308e+00,6.783166479238e+00,4.924553407038e-02,1.000451306279e+01,1.001677543313e+01,-1.226237033670e-02,1.281792715109e+01,1.275276570801e+01,6.516144308487e-02
8.618797956435e-05,6.824465157677e+00,6.783159174391e+00,4.130598328605e-02,1.000604831677e+01,1.001671006695e+01,-1.066175017828e-02,1.281426337280e+01,1.275413231648e+01,6.013105631822e-02
8.618997956435e-05,6.816356281585e+00,6.783152184645e+00,3.320409693959e-02,1.000771205538e+01,1.001665252950e+01,-8.940474122950e-03,1.280940129415e+01,1.275543149761e+01,5.396979653804e-02
8.619197956435e-05,6.808121279179e+00,6.783145564215e+00,2.497571496480e-02,1.000949218098e+01,1.001660331277e+01,-7.111131790131e-03,1.280345752526e+01,1.275662688617e+01,4.683063909028e-02
8.619397956435e-05,6.799794877642e+00,6.783139362948e+00,1.665551469436e-02,1.001137343971e+01,1.001656284257e+01,-5.189402853050e-03,1.279657573781e+01,1.275768392024e+01,3.889181756851e-02
8.619597956435e-05,6.791413902629e+00,6.783133625879e+00,8.280276749955e-03,1.001334186064e+01,1.001653147309e+01,-3.189612451960e-03,1.278892327576e+01,1.275857301598e+01,3.035025977993e-02
8.619797956435e-05,6.783013757162e+00,6.783128393009e+00,-1.146358461597e-04,1.001538084570e+01,1.001650948509e+01,-1.128639387099e-03,1.278068685984e+01,1.275926771108e+01,2.141914875832e-02
8.619997956435e-05,6.774631580116e+00,6.783123698887e+00,-8.492118771258e-03,1.001747480479e+01,1.001649708153e+01,9.777232609203e-04,1.277206825943e+01,1.275974712077e+01,1.232113865947e-02
8.620197956435e-05,6.766302844661e+00,6.783119572435e+00,-1.681672777439e-02,1.001960597144e+01,1.001649438620e+01,3.111585234340e-03,1.276327932410e+01,1.275999438967e+01,3.284934427720e-03
8.620397956435e-05,6.758064378247e+00,6.783116036570e+00,-2.505165832253e-02,1.002175743736e+01,1.001650144060e+01,5.255996755499e-03,1.275453710566e+01,1.275999862927e+01,-5.461523610570e-03
8.620597956435e-05,6.749951112129e+00,6.783113108081e+00,-3.316199595204e-02,1.002391054599e+01,1.001651820334e+01,7.392342652102e-03,1.274605857776e+01,1.275975362912e+01,-1.369505136135e-02
8.620797956435e-05,6.741998941289e+00,6.783110797328e+00,-4.111185603904e-02,1.002604747672e+01,1.001654454849e+01,9.502928229692e-03,1.273805557459e+01,1.275925942900e+01,-2.120385440936e-02
8.620997956435e-05,6.734241647268e+00,6.783109108195e+00,-4.886746092698e-02,1.002814910480e+01,1.001658026616e+01,1.156883863927e-02,1.273072954549e+01,1.275852123645e+01,-2.779169095718e-02
8.621197956435e-05,6.726713585746e+00,6.783108037884e+00,-5.639445213842e-02,1.003019724480e+01,1.001662506247e+01,1.357218233522e-02,1.272426666754e+01,1.275755069531e+01,-3.328402777403e-02
8.621397956435e-05,6.719446796233e+00,6.783107576991e+00,-6.366078075868e-02,1.003217288824e+01,1.001667856155e+01,1.549432668938e-02,1.271883299312e+01,1.275636489934e+01,-3.753190621982e-02
8.621597956435e-05,6.712473513051e+00,6.783107709428e+00,-7.063419637755e-02,1.003405818258e+01,1.001674030739e+01,1.731787519064e-02,1.271457012276e+01,1.275498730816e+01,-4.041718539743e-02
8.621797956435e-05,6.705823468088e+00,6.783108412639e+00,-7.728494455145e-02,1.003583497127e+01,1.001680976737e+01,1.902520389996e-02,1.271159115495e+01,1.275344667217e+01,-4.185551721788e-02
8.621997956435e-05,6.699526227065e+00,6.783109657691e+00,-8.358343062662e-02,1.003748655633e+01,1.001688633591e+01,2.060022041232e-02,1.270997736906e+01,1.275177746416e+01,-4.180009509698e-02
8.622197956435e-05,6.693608685845e+00,6.783111409650e+00,-8.950272380455e-02,1.003899647255e+01,1.001696933967e+01,2.202713287538e-02,1.270977545290e+01,1.275001850955e+01,-4.024305664595e-02
8.622397956435e-05,6.688097238065e+00,6.783113627847e+00,-9.501638978237e-02,1.004035005822e+01,1.001705804281e+01,2.329201541115e-02,1.271099569232e+01,1.274821281638e+01,-3.721712405938e-02
8.622597956435e-05,6.683015461381e+00,6.783116266428e+00,-1.001008050474e-01,1.004153339943e+01,1.001715165366e+01,2.438174577657e-02,1.271361095971e+01,1.274640580232e+01,-3.279484260820e-02
8.622797956435e-05,6.678386125232e+00,6.783119274789e+00,-1.047331495565e-01,1.004253471706e+01,1.001724933146e+01,2.528538559522e-02,1.271755685070e+01,1.274464455268e+01,-2.708770197330e-02
8.622997956435e-05,6.674229060749e+00,6.783122598266e+00,-1.088935375171e-01,1.004334342364e+01,1.001735019424e+01,2.599322939318e-02,1.272273278167e+01,1.274297574274e+01,-2.024296107734e-02
8.623197956435e-05,6.670563019139e+00,6.783126178728e+00,-1.125631595882e-01,1.004395132829e+01,1.001745332667e+01,2.649800162091e-02,1.272900429161e+01,1.274144456785e+01,-1.244027623796e-02
8.623397956435e-05,6.667403702667e+00,6.783129955261e+00,-1.157262525945e-01,1.004435153134e+01,1.001755778910e+01,2.679374223648e-02,1.273620517731e+01,1.274009730874e+01,-3.892131436659e-03
8.623597956435e-05,6.664767927470e+00,6.783133868486e+00,-1.183659410165e-01,1.004454193305e+01,1.001766263735e+01,2.687929570071e-02,1.274414467393e+01,1.273894397248e+01,5.200701445830e-03
8.623797956435e-05,6.662661032731e+00,6.783137851891e+00,-1.204768191608e-01,1.004451601961e+01,1.001776690049e+01,2.674911911959e-02,1.275261336840e+01,1.273804601197e+01,1.456735642838e-02
8.623997956435e-05,6.661096117659e+00,6.783141836389e+00,-1.220457187298e-01,1.004427637889e+01,1.001786960182e+01,2.640677706988e-02,1.276138243095e+01,1.273744503101e+01,2.393739994389e-02
8.624197956435e-05,6.660081860241e+00,6.783145761675e+00,-1.230639014341e-01,1.004382562140e+01,1.001796980321e+01,2.585581818982e-02,1.277021163226e+01,1.273711750214e+01,3.309413012102e-02
8.624397956435e-05,6.659621075870e+00,6.783149565910e+00,-1.235284900397e-01,1.004316711661e+01,1.001806658216e+01,2.510053444239e-02,1.277886128431e+01,1.273708285113e+01,4.177843317764e-02
8.624597956435e-05,6.659716293716e+00,6.783153187530e+00,-1.234368938143e-01,1.004230746184e+01,1.001815904123e+01,2.414842060397e-02,1.278709630745e+01,1.273734192783e+01,4.975437962260e-02
8.624797956435e-05,6.660367341154e+00,6.783156568618e+00,-1.227892274640e-01,1.004125464756e+01,1.001824632284e+01,2.300832471672e-02,1.279469144023e+01,1.273788580254e+01,5.680563769254e-02
8.624997956435e-05,6.661571438829e+00,6.783159654205e+00,-1.215882153754e-01,1.004001903896e+01,1.001832761711e+01,2.169142185235e-02,1.280143781147e+01,1.273869917541e+01,6.273863606150e-02
8.625197956435e-05,6.663323697378e+00,6.783162393350e+00,-1.198386959720e-01,1.003861218120e+01,1.001840216965e+01,2.021001155174e-02,1.280714849947e+01,1.273975906336e+01,6.738943610565e-02
8.625397956435e-05,6.665616484621e+00,6.783164739600e+00,-1.175482549788e-01,1.003704775205e+01,1.001846928906e+01,1.857846299661e-02,1.281166341440e+01,1.274103688105e+01,7.062653334757e-02
8.625597956435e-05,6.668440093958e+00,6.783166651456e+00,-1.147265574978e-01,1.003534034855e+01,1.001852835390e+01,1.681199465075e-02,1.281485337418e+01,1.274249895691e+01,7.235441726855e-02
8.625797956435e-05,6.671782227242e+00,6.783168092893e+00,-1.113858656505e-01,1.003350630447e+01,1.001857881847e+01,1.492748599823e-02,1.281662330565e+01,1.274410801417e+01,7.251529148475e-02
8.625997956435e-05,6.675628510504e+00,6.783169033649e+00,-1.075405231447e-01,1.003156265035e+01,1.001862021846e+01,1.294243188758e-02,1.281691446267e+01,1.274582395951e+01,7.109050315865e-02
8.626197956435e-05,6.679962181111e+00,6.783169449613e+00,-1.032072685022e-01,1.002952769850e+01,1.001865217500e+01,1.087552349840e-02,1.281570571993e+01,1.274760536927e+01,6.810035066699e-02
8.626397956435e-05,6.684764459344e+00,6.783169323003e+00,-9.840486365872e-02,1.002742021247e+01,1.001867439854e+01,8.745813932261e-03,1.281301384885e+01,1.274941018290e+01,6.360366594130e-02
8.626597956435e-05,6.690014394092e+00,6.783168642587e+00,-9.315424849546e-02,1.002525978197e+01,1.001868669109e+01,6.573090873619e-03,1.280889289428e+01,1.275119707028e+01,5.769582399682e-02
8.626797956435e-05,6.695689140789e+00,6.783167403756e+00,-8.747826296701e-02,1.002306616653e+01,1.001868894814e+01,4.377218383659e-03,1.280343261547e+01,1.275292599649e+01,5.050661897818e-02
8.626997956435e-05,6.701763916046e+00,6.783165608592e+00,-8.140169254575e-02,1.002085951155e+01,1.001868115899e+01,2.178352559859e-03,1.279675612593e+01,1.275455936200e+01,4.219676392331e-02
8.627197956435e-05,6.708212220812e+00,6.783163265813e+00,-7.495104500092e-02,1.001865982251e+01,1.001866340656e+01,-3.584047840732e-06,1.278901674806e+01,1.275606245255e+01,3.295429550997e-02
8.627397956435e-05,6.715005869059e+00,6.783160390705e+00,-6.815452164615e-02,1.001648706867e+01,1.001863586589e+01,-2.148797221469e-03,1.278039421476e+01,1.275740435573e+01,2.298985902949e-02
8.627597956435e-05,6.722115180331e+00,6.783157004939e+00,-6.104182460855e-02,1.001436075393e+01,1.001859880194e+01,-4.238048007309e-03,1.277109026903e+01,1.275855833024e+01,1.253193879355e-02
8.627797956435e-05,6.729509059588e+00,6.783153136371e+00,-5.364407678296e-02,1.001229994494e+01,1.001855256618e+01,-6.252621239520e-03,1.276132378584e+01,1.275950255252e+01,1.821233320701e-03
8.627997956435e-05,6.737155173176e+00,6.783148818736e+00,-4.599364555920e-02,1.001032291665e+01,1.001849759264e+01,-8.174675986099e-03,1.275132549173e+01,1.276022042955e+01,-8.894937820079e-03
8.628197956435e-05,6.745020064483e+00,6.783144091317e+00,-3.812402683350e-02,1.000844713427e+01,1.001843439286e+01,-9.987258584522e-03,1.274133240275e+01,1.276070120219e+01,-1.936879943063e-02
8.628397956435e-05,6.753069321126e+00,6.783138998536e+00,-3.006967741073e-02,1.000668896168e+01,1.001836355035e+01,-1.167458867062e-02,1.273158207991e+01,1.276094016866e+01,-2.935808874549e-02
8.628597956435e-05,6.761267715607e+00,6.783133589508e+00,-2.186587390074e-02,1.000506362212e+01,1.001828571425e+01,-1.322209213461e-02,1.272230682893e+01,1.276093909454e+01,-3.863226560745e-02
8.628797956435e-05,6.769579367685e+00,6.783127917529e+00,-1.354854984347e-02,1.000358496546e+01,1.001820159258e+01,-1.461662711798e-02,1.271372796985e+01,1.276070623806e+01,-4.697826820266e-02
8.628997956435e-05,6.777967901950e+00,6.783122039545e+00,-5.154137594460e-03,1.000226542946e+01,1.001811194493e+01,-1.584651546594e-02,1.270605031544e+01,1.276025644724e+01,-5.420613180214e-02
8.629197956435e-05,6.786396606929e+00,6.783116015566e+00,3.280591362888e-03,1.000111586673e+01,1.001801757499e+01,-1.690170826658e-02,1.269945700499e+01,1.275961084280e+01,-6.015383780403e-02
8.629397956435e-05,6.794828603191e+00,6.783109908072e+00,1.171869511853e-02,1.000014552480e+01,1.001791932271e+01,-1.777379791725e-02,1.269410483622e+01,1.275879648407e+01,-6.469164784111e-02
8.629597956435e-05,6.803226999174e+00,6.783103781382e+00,2.012321779164e-02,9.999361934762e+00,1.001781805643e+01,-1.845612167037e-02,1.269012024249e+01,1.275784561839e+01,-6.772537589492e-02
8.629797956435e-05,6.811555064493e+00,6.783097701031e+00,2.845736346143e-02,9.998770922860e+00,1.001771466496e+01,-1.894374209987e-02,1.268759603680e+01,1.275679489255e+01,-6.919885575029e-02
8.629997956435e-05,6.819776381438e+00,6.783091733133e+00,3.668464830495e-02,9.998376559498e+00,1.001761004976e+01,-1.923349026459e-02,1.268658903851e+01,1.275568420934e+01,-6.909517083023e-02
8.630197956435e-05,6.827855018884e+00,6.783085943760e+00,4.476907512345e-02,9.998181206533e+00,1.001750511726e+01,-1.932391073088e-02,1.268711865245e+01,1.275455560513e+01,-6.743695268551e-02
8.630397956435e-05,6.835755712874e+00,6.783080398393e+00,5.267531448044e-02,9.998185595674e+00,1.001740077058e+01,-1.921517490263e-02,1.268916599703e+01,1.275345439206e+01,-6.428839503447e-02
8.630597956435e-05,6.843454446133e+00,6.783075179721e+00,6.037926641244e-02,9.998391129325e+00,1.001729792268e+01,-1.890679335861e-02,1.269267074675e+01,1.275238879996e+01,-5.971805320870e-02
8.630797956435e-05,6.850883906921e+00,6.783070324100e+00,6.781358282068e-02,9.998788555496e+00,1.001719743949e+01,-1.840888399083e-02,1.269754912050e+01,1.275146877225e+01,-5.391965175036e-02
8.630997956435e-05,6.858049293716e+00,6.783065881337e+00,7.498341237948e-02,9.999378115494e+00,1.001710014451e+01,-1.772202901870e-02,1.270368061465e+01,1.275071068535e+01,-4.703007070091e-02
8.631197956435e-05,6.864904479650e+00,6.783061935325e+00,8.184254432524e-02,1.000015703449e+01,1.001700688518e+01,-1.684985069400e-02,1.271090236165e+01,1.275009503183e+01,-3.919267017461e-02
8.631397956435e-05,6.871416622862e+00,6.783058528131e+00,8.835809473052e-02,1.000111415227e+01,1.001691846035e+01,-1.580430807801e-02,1.271903612322e+01,1.274970529866e+01,-3.066917544187e-02
8.631597956435e-05,6.877565310562e+00,6.783055713579e+00,9.450959698343e-02,1.000224311547e+01,1.001683560816e+01,-1.459249268504e-02,1.272788166394e+01,1.274954116397e+01,-2.165950002679e-02
8.631797956435e-05,6.883315100009e+00,6.783053537497e+00,1.002615625120e-01,1.000353502040e+01,1.001675903778e+01,-1.322401738288e-02,1.273722123121e+01,1.274962701499e+01,-1.240578377423e-02
8.631997956435e-05,6.888649036299e+00,6.783052040698e+00,1.055969956007e-01,1.000497792781e+01,1.001668939859e+01,-1.171147077501e-02,1.274682760721e+01,1.274997498319e+01,-3.147375984101e-03
8.632197956435e-05,6.893537171539e+00,6.783051261067e+00,1.104859104725e-01,1.000656215638e+01,1.001662728667e+01,-1.006513029335e-02,1.275646796569e+01,1.275058831277e+01,5.879652926970e-03
8.632397956435e-05,6.897964043172e+00,6.783051229196e+00,1.149128139755e-01,1.000827350234e+01,1.001657323869e+01,-8.299736355960e-03,1.276591034721e+01,1.275146750153e+01,1.444284568011e-02
8.632597956435e-05,6.901905835786e+00,6.783051972043e+00,1.188538637425e-01,1.001009988318e+01,1.001652772462e+01,-6.427841443791e-03,1.277492892789e+01,1.275260465715e+01,2.232427073761e-02
8.632797956435e-05,6.905349493637e+00,6.783053509259e+00,1.222959843779e-01,1.001202587953e+01,1.001649114864e+01,-4.465269111519e-03,1.278330930048e+01,1.275398690507e+01,2.932239540588e-02
8.632997956435e-05,6.908276917022e+00,6.783055855585e+00,1.252210614362e-01,1.001403696710e+01,1.001646384058e+01,-2.426873480522e-03,1.279085360619e+01,1.275559593267e+01,3.525767352231e-02
8.633197956435e-05,6.910678433794e+00,6.783059018516e+00,1.276194152781e-01,1.001611665818e+01,1.001644605699e+01,-3.293988182609e-04,1.279738495576e+01,1.275740780389e+01,3.997715187634e-02
8.633397956435e-05,6.912541336879e+00,6.783062999645e+00,1.294783372343e-01,1.001824839349e+01,1.001643797473e+01,1.810418761981e-03,1.280275164406e+01,1.275939456790e+01,4.335707615271e-02
8.633597956435e-05,6.913859978079e+00,6.783067793209e+00,1.307921848700e-01,1.002041466451e+01,1.001643969128e+01,3.974973237540e-03,1.280683057859e+01,1.276152352796e+01,4.530705063007e-02
8.633797956435e-05,6.914626877095e+00,6.783073386871e+00,1.315534902233e-01,1.002259737111e+01,1.001645122069e+01,6.146150413620e-03,1.280953023197e+01,1.276375876957e+01,4.577146239935e-02
8.633997956435e-05,6.914840767228e+00,6.783079760791e+00,1.317610064365e-01,1.002477817658e+01,1.001647249392e+01,8.305682660479e-03,1.281079284696e+01,1.276606102265e+01,4.473182430423e-02
8.634197956435e-05,6.914499294939e+00,6.783086888151e+00,1.314124067884e-01,1.002693799200e+01,1.001650335687e+01,1.043463513317e-02,1.281059593857e+01,1.276838866414e+01,4.220727442355e-02
8.634397956435e-05,6.913605735898e+00,6.783094734572e+00,1.305110013260e-01,1.002905804483e+01,1.001654357141e+01,1.251447341495e-02,1.280895307094e+01,1.277069830103e+01,3.825476990092e-02
8.634597956435e-05,6.912162758726e+00,6.783103258583e+00,1.290595001430e-01,1.003111890766e+01,1.001659281554e+01,1.452609211531e-02,1.280591377460e+01,1.277294542923e+01,3.296834536967e-02
8.634797956435e-05,6.910178201628e+00,6.783112411297e+00,1.270657903301e-01,1.003310196318e+01,1.001665068549e+01,1.645127769255e-02,1.280156273553e+01,1.277508562501e+01,2.647711051030e-02
8.634997956435e-05,6.907659609097e+00,6.783122136936e+00,1.245374721610e-01,1.003498821843e+01,1.001671669795e+01,1.827152047697e-02,1.279601802983e+01,1.277707511616e+01,1.894291367081e-02
8.635197956435e-05,6.904619292774e+00,6.783132372750e+00,1.214869200237e-01,1.003675997289e+01,1.001679029365e+01,1.996967923823e-02,1.278942863247e+01,1.277887243530e+01,1.055619716913e-02
8.635397956435e-05,6.901069468980e+00,6.783143049656e+00,1.179264193241e-01,1.003839954848e+01,1.001687084150e+01,2.152870697272e-02,1.278197095241e+01,1.278043902436e+01,1.531928050950e-03
8.635597956435e-05,6.897026742616e+00,6.783154092402e+00,1.138726502135e-01,1.003989103504e+01,1.001695764372e+01,2.293339132545e-02,1.277384470207e+01,1.278174113919e+01,-7.896437123190e-03
8.635797956435e-05,6.892507735380e+00,6.783165420348e+00,1.093423150317e-01,1.004121899852e+01,1.001704994171e+01,2.416905680372e-02,1.276526788757e+01,1.278275040609e+01,-1.748251851404e-02
8.635997956435e-05,6.887533086534e+00,6.783176947855e+00,1.043561386789e-01,1.004237021410e+01,1.001714692271e+01,2.522329139596e-02,1.275647130729e+01,1.278344566362e+01,-2.697435632783e-02
8.636197956435e-05,6.882123495650e+00,6.783188585221e+00,9.893491042867e-02,1.004333237507e+01,1.001724772709e+01,2.608464798279e-02,1.274769241248e+01,1.278381322542e+01,-3.612081293596e-02
8.636397956435e-05,6.876303308445e+00,6.783200239262e+00,9.310306918345e-02,1.004409574703e+01,1.001735145621e+01,2.674429082254e-02,1.273916898820e+01,1.278384829800e+01,-4.467930979225e-02
8.636597956435e-05,6.870096917663e+00,6.783211814369e+00,8.688510329421e-02,1.004465188042e+01,1.001745718092e+01,2.719469950622e-02,1.273113257405e+01,1.278355467552e+01,-5.242210146761e-02
8.636797956435e-05,6.863531986357e+00,6.783223213241e+00,8.030877311552e-02,1.004499514008e+01,1.001756395020e+01,2.743118988347e-02,1.272380211934e+01,1.278294546336e+01,-5.914334402642e-02
8.636997956435e-05,6.856636162915e+00,6.783234338016e+00,7.340182489943e-02,1.004512142018e+01,1.001767080041e+01,2.745061976808e-02,1.271737782280e+01,1.278204206480e+01,-6.466424199995e-02
8.637197956435e-05,6.849439983794e+00,6.783245091083e+00,6.619489271172e-02,1.004502952468e+01,1.001777676445e+01,2.725276023262e-02,1.271203563411e+01,1.278087415003e+01,-6.883851591584e-02
8.637397956435e-05,6.841973867239e+00,6.783255376235e+00,5.871849100368e-02,1.004471988819e+01,1.001788088124e+01,2.683900695981e-02,1.270792234873e+01,1.277947800986e+01,-7.155566113052e-02
8.637597956435e-05,6.834270730425e+00,6.783265099503e+00,5.100563092261e-02,1.004419580228e+01,1.001798220495e+01,2.621359732705e-02,1.270515170519e+01,1.277789592944e+01,-7.274422425118e-02
8.637797956435e-05,6.826363232719e+00,6.783274170256e+00,4.308906246222e-02,1.004346215238e+01,1.001807981440e+01,2.538233797446e-02,1.270380135989e+01,1.277617415632e+01,-7.237279643585e-02
8.637997956435e-05,6.818286137236e+00,6.783282502004e+00,3.500363523143e-02,1.004252649925e+01,1.001817282192e+01,2.435367732770e-02,1.270391105135e+01,1.277436196446e+01,-7.045091311353e-02
8.638197956435e-05,6.810073779314e+00,6.783290013403e+00,2.678376591102e-02,1.004139784613e+01,1.001826038215e+01,2.313746398479e-02,1.270548175853e+01,1.277250954396e+01,-6.702778543288e-02
8.638397956435e-05,6.801762198805e+00,6.783296628962e+00,1.846556984271e-02,1.004008759206e+01,1.001834170021e+01,2.174589184362e-02,1.270847606516e+01,1.277066704987e+01,-6.219098470743e-02
