frequency;user0 (gain);user1 (gain);user2 (gain);user3 (gain)
3000000.0;4.432076750959844;-7.469816995398476;4.48099966440656;7.4208940819517615
3000690.855062474;4.446665367724341;-7.457048444268728;4.480958384509352;7.422755427483719
3001381.86921852;4.461271671561095;-7.444262631083108;4.480917117757249;7.424617184886953
3002073.042504776;4.475895705950944;-7.4314595090141715;4.480875864143011;7.4264793508221025
3002764.374957887;4.490537514544333;-7.418639031074516;4.480834623657957;7.428341921960891
3003455.866614505;4.5051971411536815;-7.40580115009072;4.480793396293896;7.430204894950506
3004147.517511295;4.519874629790854;-7.3929458186984345;4.480752182043365;7.4320682664459214
3004839.327684925;4.53457002461046;-7.380072989358054;4.480710980898428;7.4339320330700875
3005531.297172076;4.549283369956752;-7.3671826143480645;4.480669792851134;7.435796191453682
3006223.426009434;4.56401471032952;-7.354274645769722;4.480628617893037;7.437660738206206
3006915.714233696;4.578764090416711;-7.341349035526738;4.480587456016703;7.439525669926747
3007608.161881567;4.593531555088368;-7.328405735344262;4.48054630721418;7.441390983218453
3008300.768989758;4.608317149353799;-7.315444696768482;4.480505171477043;7.44325667464524
3008993.535594992;4.623120918449602;-7.30246587114816;4.480464048797633;7.4451227408001275
3009686.461733998;4.637942907756995;-7.289469209644414;4.480422939168206;7.446989178233203
3010379.547443514;4.652783162835738;-7.276454663236249;4.480381842580622;7.448855983491365
3011072.792760287;4.6676417294354025;-7.26342218270629;4.480340759027198;7.450723153114494
3011766.197721072;4.682518653477905;-7.250371718660528;4.480299688499251;7.452590683639181
3012459.762362634;4.6974139810852735;-7.237303221488771;4.480258630989854;7.45445857158419
3013153.486721743;4.712327758523859;-7.224216641409884;4.480217586490579;7.456326813443164
3013847.37083518;4.7272600322721585;-7.2111119284490135;4.480176554993027;7.4581954057281425
3014541.414739735;4.742210848996519;-7.1979890324161335;4.4801355364902555;7.460064344922397
3015235.618472205;4.757180255524858;-7.1848479029507395;4.480094530973595;7.461933627502005
3015929.982069396;4.772168298882413;-7.171688489481896;4.480053538435387;7.463803249928923
3016624.505568123;4.787175026280563;-7.158510741245035;4.480012558867727;7.465673208657871
3017319.189005208;4.8022004851323805;-7.1453146072742495;4.479971592262943;7.4675435001436865
3018014.032417483;4.81724472299487;-7.1321000364188745;4.479930638612377;7.4694141208013685
3018709.035841787;4.832307787669883;-7.118866977306891;4.479889697908863;7.471285067067911
3019404.19931497;4.847389727104761;-7.105615378383088;4.479848770143995;7.473156335343854
3020099.522873887;4.862490589463809;-7.0923451878831845;4.4798078553098915;7.475027922037102
3020795.006555405;4.877610423103972;-7.07905635383282;4.479766953399118;7.476899823537676
3021490.650396396;4.892749276555398;-7.065748824068443;4.479726064403291;7.478772036220551
3022186.454433744;4.907907198554003;-7.052422546214259;4.479685188314522;7.48064455645374
3022882.41870434;4.923084238045947;-7.039077467677584;4.479644325125628;7.482517380597903
3023578.543245082;4.9382804441342785;-7.025713535688535;4.479603474827502;7.484390504995315
3024274.828092878;4.953495866150632;-7.012330697239565;4.479562637412979;7.48626392597722
3024971.273284645;4.968730553623289;-6.998928899129234;4.479521812873947;7.4881376398785795
3025667.878857308;4.983984556264594;-6.985508087939295;4.479481001202713;7.490011643001175
3026364.644847799;4.999257923994768;-6.972068210046862;4.479440202391192;7.49188593165044
3027061.571293061;5.014550706941687;-6.958609211607312;4.479399416431963;7.493760502117036
3027758.658230043;5.029862955415735;-6.945131038580923;4.47935864331641;7.495635350680246
3028455.905695706;5.045194719950112;-6.931633636699028;4.479317883036902;7.497510473612241
3029153.313727016;5.060546051262297;-6.918116951482234;4.479277135585561;7.49938586715897
3029850.882360949;5.0759170003048055;-6.904580928230994;4.4792364009547425;7.501261527581057
3030548.611634489;5.091307618198499;-6.891025512036135;4.4791956791363265;7.503137451098308
3031246.501584629;5.10671795630107;-6.8774506477665565;4.479154970122434;7.505013633945195
3031944.552248371;5.122148066163373;-6.863856280071835;4.479114273905226;7.506890072329981
3032642.763662725;5.1375979995446865;-6.850242353381794;4.479073590476786;7.508766762449694
3033341.135864709;5.153067808415023;-6.836608811907602;4.479032919829049;7.510643700493578
3034039.66889135;5.168557544985388;-6.822955599620361;4.478992261955064;7.512520882650685
3034738.362779683;5.18406726160684;-6.809282660304193;4.478951616845554;7.5143983050654795
3035437.217566754;5.199597010930899;-6.795589937481495;4.478910984493634;7.51627596391876
3036136.233289613;5.2151468457548456;-6.781877374471799;4.478870364890914;7.518153855335729
3036835.409985323;5.230716819138134;-6.768144914348161;4.47882975803028;7.520031975456016
3037534.747690952;5.24630698431702;-6.754392499978737;4.478789163903161;7.521910320392591
3038234.246443579;5.261917394771683;-6.74062007399558;4.4787485825014395;7.523788886265825
3038933.906280292;5.277548104203152;-6.726827578784212;4.47870801381801;7.525667669169353
3039633.727238184;5.293199166508021;-6.713014956514819;4.478667457844771;7.527546665178074
3040333.709354361;5.308870635825555;-6.699182149125412;4.478626914573613;7.529425870377352
3041033.852665933;5.324562566510254;-6.6853290983160685;4.478586383996699;7.531305280829627
3041734.157210023;5.340275013144765;-6.671455745544224;4.478545866106687;7.533184892582304
3042434.62302376;5.3560080305178435;-6.657562032051613;4.478505360894963;7.535064701674495
3043135.25014428;5.3717616736775184;-6.643647898814593;4.4784648683547;7.536944704137411
3043836.038608732;5.387535997853;-6.629713286603481;4.478424388477063;7.53882489597942
3044536.98845427;5.40333105853615;-6.61575813593359;4.4783839212541965;7.540705273215542
3045238.099718058;5.419146911439244;-6.601782387063002;4.478343466679281;7.542585831822963
3045939.372437268;5.434983612488322;-6.587785980044463;4.478303024743236;7.544466567789549
3046640.80664908;5.450841217879007;-6.573768854647668;4.4782625954394515;7.546347477087222
3047342.402390684;5.46671978398547;-6.559730950438645;4.4782221787588625;7.548228555665252
3048044.159699279;5.482619367464294;-6.545672206705601;4.4781817746944;7.550109799475495
3048746.07861207;5.498540025179058;-6.531592562502424;4.478141383238199;7.551991204443284
3049448.159166272;5.514481814236288;-6.517491956638843;4.4781010043822365;7.553872766492892
3050150.401399109;5.530444791974687;-6.503370327676588;4.478060638118419;7.555754481532857
3050852.805347814;5.546429015981456;-6.489227613914281;4.478020284439418;7.55763634545632
3051555.371049626;5.562434544076521;-6.475063753411927;4.47797994333715;7.559518354151299
3052258.098541796;5.578461434322051;-6.460878683972235;4.477939614803824;7.5614005034904626
3052960.987861581;5.594509745021213;-6.446672343144352;4.477899298831619;7.563282789333947
3053664.039046248;5.6105795347085525;-6.432444668226513;4.477858995412458;7.5651652075226075
3054367.252133071;5.626670862190791;-6.418195596248138;4.477818704539044;7.5670477538998835
3055070.627159335;5.642783786504336;-6.40392506398887;4.477778426203548;7.568930424289659
3055774.164162331;5.658918366922975;-6.389633007978128;4.477738160397682;7.570813214503423
3056477.863179361;5.675074662968713;-6.375319364481479;4.477697907113374;7.572696120336819
3057181.724247734;5.6912527344352775;-6.360984069485189;4.477657666343573;7.574579137576895
3057885.747404767;5.707452641352005;-6.346627058730331;4.477617438080235;7.576462262002101
3058589.932687787;5.7236744439981235;-6.332248267685139;4.477577222315804;7.578345489367459
3059294.28013413;5.739918202906884;-6.317847631565482;4.47753701904197;7.580228815430397
3059998.78978114;5.756183978863093;-6.303425085316123;4.477496828250707;7.582112235928507
3060703.461666168;5.7724718329092;-6.28898056360136;4.477456649934705;7.5839957465758525
3061408.295826576;5.788781826371081;-6.274514000815701;4.477416484086661;7.585879343100121
3062113.292299733;5.8051140207771805;-6.260025331118012;4.477376330697298;7.587763021197892
3062818.451123018;5.821468477968028;-6.245514488338253;4.4773361897605914;7.589646776545691
3063523.772333817;5.837845260002865;-6.2309814060905815;4.477296061267211;7.591530604826237
3064229.255969526;5.854244429250127;-6.216426017669949;4.477255945210416;7.593414501709659
3064934.902067548;5.870666048286175;-6.201848256126491;4.477215841581641;7.595298462831025
3065640.710665297;5.887110180001658;-6.187248054211083;4.477175750373618;7.597182483839121
3066346.681800194;5.903576887525404;-6.172625344404387;4.477135671578556;7.599066560351236
3067052.815509668;5.920066234255396;-6.157980058916001;4.477095605188197;7.600950687983202
3067759.111831157;5.93657828387257;-6.143312129660639;4.47705555119499;7.602834862338218
3068465.570802111;5.953113100325521;-6.128621488261783;4.477015509591903;7.6047190789954024
3069172.192459983;5.969670747805532;-6.11390806609318;4.476975480369954;7.606603333528756
3069878.976842238;5.986251290808408;-6.099171794212841;4.476935463521855;7.608487621499393
3070585.923986349;6.002854794097687;-6.0844126034049015;4.4768954590395555;7.610371938463031
3071293.033929798;6.0194813227212665;-6.069630424146397;4.476855466916082;7.612256279951581
3072000.306710076;6.036130941983513;-6.0548251866435;4.476815487143366;7.614140641483646
3072707.74236468;6.052803717466968;-6.039996820818837;4.476775519712965;7.616025018572838
3073415.340931118;6.069499715053266;-6.025145256276536;4.476735564617808;7.617909406711993
3074123.102446908;6.086219000894852;-6.0102704223437;4.476695621849903;7.619793801388651
3074831.026949572;6.1029616414153045;-5.995372248052011;4.476655691401262;7.621678198066055
3075539.114476646;6.119727703350147;-5.980450662127574;4.476615773264337;7.623562592213384
3076247.36506567;6.136517253693622;-5.9655055930016;4.476575867431419;7.6254469792638035
3076955.778754196;6.153330359750363;-5.95053696880128;4.476535973894965;7.627331354656677
3077664.355579783;6.170167089078853;-5.935544717370465;4.476496092646494;7.62921571380283
3078373.095579999;6.1870275095660565;-5.920528766231446;4.476456223678527;7.631100052118977
3079081.998792421;6.203911689376589;-5.905489042593489;4.476416366984023;7.632984364986055
3079791.065254633;6.220819696954141;-5.8904254733871255;4.476376522554514;7.634868647786753
3080500.295004231;6.237751601047523;-5.875337985221604;4.476336690382248;7.636752895886877
3081209.688078817;6.254707470708659;-5.860226504397393;4.476296870459496;7.638637104646558
3081919.244516001;6.271687375269066;-5.845090956899432;4.476257062778757;7.64052126938974
3082628.964353404;6.288691384377792;-5.829931268400941;4.47621726733254;7.642405385446191
3083338.847628655;6.305719567966463;-5.814747364285542;4.476177484112115;7.64428944813989
3084048.894379391;6.322771996291384;-5.799539169578196;4.476137713110997;7.646173452758584
3084759.104643257;6.339848739881095;-5.784306609031244;4.476097954320452;7.648057394591888
3085469.478457909;6.356949869594715;-5.769049607054178;4.476058207732992;7.649941268915902
3086180.01586101;6.374075456586405;-5.753768087736707;4.476018473341168;7.6518250709819435
3086890.716890231;6.391225572314609;-5.738461974857746;4.4759787511369575;7.653708796035394
3087601.581583253;6.4084002885526195;-5.723131191868084;4.475939041112661;7.655592439308041
3088312.609977766;6.425599677397084;-5.7077756618932955;4.475899343260578;7.6574759960298024
3089023.802111468;6.4428238112386875;-5.6923953077247305;4.4758596575734355;7.6593594613899825
3089735.158022066;6.460072762772225;-5.676990051853857;4.475819984042572;7.661242830583509
3090446.677747273;6.477346605047305;-5.661559816405646;4.475780322661197;7.663126098791755
3091158.361324816;6.494645411386232;-5.646104523216514;4.475740673420425;7.66500926118232
3091870.208792426;6.511969255465004;-5.630624093742494;4.475701036313734;7.666892312893765
3092582.220187845;6.529318211263229;-5.615118449139866;4.475661411332929;7.668775249070162
3093294.395548823;6.546692353082836;-5.59958751021414;4.475621798470555;7.670658064826421
3094006.734913119;6.5640917555416545;-5.584031197459098;4.475582197717908;7.6725407552828475
3094719.2383185;6.5815164936112955;-5.568449430983849;4.475542609068503;7.674423315526642
3095431.905802743;6.59896664255581;-5.5528421305971385;4.475503032513939;7.676305740639011
3096144.737403632;6.6164422779873036;-5.537209215746477;4.475463468046708;7.678188025687075
3096857.733158961;6.633943475840322;-5.521550605539256;4.475423915659122;7.6800701657204575
3097570.893106532;6.651470312396913;-5.505866218732944;4.475384375343745;7.681952155786114
3098284.217284157;6.669022864242238;-5.490155973762915;4.475344847091877;7.683833990913276
3098997.705729655;6.686601208315518;-5.474419788675321;4.475305330896814;7.6857156660940245
3099711.358480855;6.704205421908693;-5.458657581190851;4.475265826750621;7.687597176348923
3100425.175575593;6.721835582610371;-5.442869268673177;4.4752263346455905;7.6894785166379584
3101139.157051716;6.739491768376253;-5.427054768146751;4.475186854573325;7.691359681949682
3101853.302947078;6.757174057512598;-5.411213996245792;4.475147386527071;7.69324066723132
3102567.613299542;6.774882528648904;-5.395346869266318;4.475107930499193;7.695121467416031
3103282.088146981;6.792617260765313;-5.379453303161938;4.475068486481214;7.697002077446038
3103996.727527275;6.810378333184442;-5.363533213503374;4.475029054465753;7.698882492222063
3104711.531478313;6.828165825587264;-5.347586515500376;4.474989634445339;7.7007627066422994
3105426.500037994;6.84597981799865;-5.331613124007952;4.474950226412062;7.702642715594539
3106141.633244225;6.863820390792593;-5.315612953510126;4.474910830358219;7.7045225139444975
3106856.931134921;6.881687624708055;-5.299585918123206;4.474871446276177;7.706402096555084
3107572.393748007;6.8995816008307775;-5.2835319315834735;4.474832074158707;7.708281458255545
3108288.021121415;6.917502400599119;-5.267450907282267;4.474792713997423;7.7101605938839635
3109003.813293088;6.935450105808806;-5.251342758216742;4.47475336578491;7.712039498240636
3109719.770300976;6.953424798633289;-5.235207397014971;4.474714029513497;7.713918166134767
3110435.892183039;6.971426561585151;-5.219044735927886;4.474674705175496;7.715796592337542
3111152.178977245;6.989455477554413;-5.202854686833942;4.474635392763011;7.717674771625348
