supply_v,q1_gate1_v,q1_source_v,q1_drain_v,v_gs_v,drain_current_ma
6.499999999999985,0.5582859662942217,1.678395569152717,6.134035308174369,-1.1201096028584954,3.5710544024525896
6.549999999999985,0.5627617188460086,1.681931032048734,6.183253698205635,-1.1191693132027254,3.578576663933476
6.599999999999985,0.5672374571716268,1.685467230738917,6.232471928642633,-1.1182297735672901,3.5861004909338656
6.649999999999984,0.571713181310233,1.689004163335805,6.281689999894745,-1.117290982025572,3.5936258794378833
6.699999999999984,0.5761888912955277,1.692541827955675,6.330907912370516,-1.1163529366601472,3.601152825437606
6.749999999999984,0.5806645871664085,1.69608022272686,6.380125666475942,-1.1154156355604516,3.608681324950766
6.799999999999984,0.5851402689582804,1.69961934578294,6.429343262615822,-1.1144790768246597,3.616211374006255
6.849999999999984,0.5896159367063859,1.703159195265315,6.478560701193357,-1.1135432585589289,3.623742968649606
6.899999999999983,0.5940915904464795,1.706699769323545,6.527777982609835,-1.1126081788770654,3.631276104943713
6.949999999999983,0.598567230214873,1.710241066115544,6.576995107264827,-1.111673835900671,3.6388107789692428
6.999999999999983,0.6030428560463448,1.713783083805794,6.626212075556519,-1.1107402277594491,3.6463469868208382
7.049999999999983,0.6075184679769083,1.717325820567291,6.675428887881027,-1.1098073525903827,3.6538847246112574
7.099999999999983,0.6119940660424807,1.720869274580922,6.724645544633141,-1.1088752085384412,3.661423988470047
7.149999999999983,0.6164696502752212,1.724413444031988,6.773862046206268,-1.1079437937567669,3.668964774536145
7.199999999999982,0.6209452207114408,1.727958327116865,6.823078392991776,-1.1070131064054243,3.6765070789720533
7.249999999999982,0.6254207773873243,1.731503922039247,6.872294585379149,-1.1060831446519228,3.684050897955845
7.299999999999982,0.6298963203375011,1.735050227009123,6.921510623756703,-1.1051539066716218,3.691596227678985
7.349999999999982,0.6343718495942315,1.738597240242153,6.970726508511491,-1.1042253906479216,3.6991430643450065
7.399999999999982,0.6388473651932931,1.74214495996411,7.019942240028252,-1.1032975947708168,3.706691404178957
7.449999999999982,0.643322867167381,1.745693384405732,7.069157818690898,-1.102370517238351,3.7142412434164513
7.499999999999981,0.6477983555527695,1.749242511807946,7.118373244880883,-1.1014441562551764,3.7217925783147785
7.549999999999981,0.6522738303818537,1.752792340415856,7.16758851897882,-1.1005185100340023,3.7293454051401196
7.599999999999981,0.6567492916891537,1.756342868483587,7.216803641363422,-1.0995935767944331,3.7368997201778447
7.649999999999981,0.661224739506754,1.759894094270443,7.266018612412229,-1.0986693547636892,3.744455519724347
7.699999999999981,0.6657001738712164,1.763446016046526,7.31523343250036,-1.0977458421753097,3.7520128000989916
7.74999999999998,0.670175594812038,1.766998632083381,7.364448102002963,-1.096823037271343,3.7595715576242146
7.79999999999998,0.6746510023663173,1.770551940665818,7.413662621291893,-1.0959009382995006,3.7671317886506763
7.84999999999998,0.6791263965655883,1.774105940081096,7.462876990738646,-1.0949795435155076,3.7746934895342465
7.89999999999998,0.68360177743961,1.777660628622252,7.512091210713467,-1.0940588511826421,3.7822566566430895
7.94999999999998,0.6880771450267696,1.781216004596014,7.561305281583654,-1.0931388595692444,3.7898212863744973
7.99999999999998,0.6925524993557692,1.784772066308423,7.61051920371675,-1.0922195669526538,3.7973873751243046
8.04999999999998,0.6970278404607456,1.788328812076646,7.65973297747755,-1.0913009716159006,3.8049549193120127
8.09999999999998,0.7015031683741333,1.791886240223487,7.708946603229936,-1.0903830718493537,3.812523915369121
8.14999999999998,0.7059784831274023,1.795444349077686,7.758160081336372,-1.0894658659502836,3.820094359739757
8.199999999999982,0.7104537847527156,1.799003136975323,7.807373412157875,-1.0885493522226075,3.827666248883666
8.249999999999982,0.714929073283752,1.802562602260479,7.856586596053445,-1.0876335289767272,3.835239579277615
8.299999999999983,0.7194043487507628,1.806122743281174,7.905799633381444,-1.0867183945304113,3.8428143474067533
8.349999999999984,0.7238796111855366,1.809683558393355,7.9550125244987,-1.0858039472078185,3.850390549773096
8.399999999999984,0.728354860623088,1.813245045962033,8.00422526975946,-1.0848901853389452,3.857968182897943
8.449999999999985,0.7328300970873162,1.816807204350146,8.05343786951907,-1.0839771072628297,3.8655472432981828
8.499999999999986,0.7373053206181441,1.820370031939847,8.102650324128424,-1.083064711321703,3.8731277275315894
8.549999999999986,0.7417805312408532,1.823933527108116,8.151862633939523,-1.0821529958672629,3.880709632144928
8.599999999999987,0.7462557289926443,1.827497688248034,8.201074799300772,-1.0812419592553897,3.8882929537192217
8.649999999999988,0.7507309138967394,1.831062513747833,8.250286820561897,-1.0803315998510934,3.8958776888251765
8.699999999999989,0.7552060859901502,1.834628002013266,8.299498698068698,-1.0794219160231158,3.903463834070778
8.74999999999999,0.7596812453010383,1.838194151449325,8.348710432167103,-1.0785129061482865,3.911051386062393
8.79999999999999,0.7641563918600544,1.841760960469406,8.397922023201176,-1.0776045686093516,3.918640341424268
8.84999999999999,0.7686315257004446,1.845328427495255,8.447133471513425,-1.0766969017948105,3.926230696798415
8.899999999999991,0.7731066468481491,1.848896550949035,8.496344777445952,-1.0757899041008858,3.933822448827734
8.949999999999992,0.7775817553379835,1.852465329266283,8.545555941338186,-1.0748835739282994,3.9414155941835807
8.999999999999993,0.7820568511974259,1.856034760882793,8.594766963529281,-1.0739779096853672,3.9490101295378572
9.049999999999994,0.7865319344565396,1.859604844242668,8.643977844356716,-1.0730729097861285,3.9566060515801444
9.099999999999994,0.791007005146205,1.863175577796834,8.693188584156612,-1.072168572650629,3.9642033570145405
9.149999999999995,0.795482063295324,1.866746960000586,8.742399183263831,-1.0712648967052618,3.971802042554438
9.199999999999996,0.7999571089345667,1.870318989316917,8.791609642012004,-1.0703618803823503,3.9794021049296107
9.249999999999996,0.8044321420944657,1.873891664214547,8.840819960733006,-1.069459522120081,3.9870035408820144
9.299999999999997,0.8089071628026597,1.877464983166045,8.890030139758284,-1.0685578203633854,3.9946063471617976
