time_s,filt_input,audio_opamp,audio_terminal,agc_opamp,d79_6_anode,agc_store,pin_bias,d79_1_feed
0.08982,-0.00904820786,5.9299446,-0.950769038,3.8981299,1.42571648,2.05825031,0.488834118,0.487665325
0.08984,-0.00844322082,5.96451652,-0.915449659,4.01136418,1.53985798,2.05823729,0.48889273,0.487722178
0.08986,-0.00770507913,6.0135598,-0.865692997,4.16961471,1.6980375,2.05822432,0.488949426,0.487777169
0.08988,-0.00684542375,6.07630098,-0.802283753,4.37038755,1.89865904,2.05821138,0.489004263,0.487830354
0.0899,-0.00587781194,6.1517506,-0.726221931,4.61051669,2.1386056,2.05819849,0.489057296,0.487881787
0.08992,-0.00481750353,6.23871878,-0.638707074,4.88620505,2.41355589,2.05818677,0.489108583,0.487931524
0.08994,-0.00368122021,6.33583403,-0.541119278,5.19305795,2.6046298,2.05841988,0.489159203,0.487980579
0.08996,-0.00248688185,6.44156482,-0.434997522,5.52642786,2.61150167,2.05910146,0.489216087,0.488035677
0.08998,-0.00125332387,6.55424363,-0.322015516,5.88085662,2.61459975,2.05983587,0.489281642,0.488099225
0.09,-2.33364439e-10,6.67209345,-0.203955032,6.25082061,2.61694441,2.06060493,0.489356145,0.488171487
0.09002,0.00125332341,6.79325575,-0.0826779315,6.63048526,2.61858509,2.06139613,0.489439824,0.488252679
0.09004,0.0024868814,6.91581974,0.039903187,7.01386291,2.61954142,2.06219667,0.489532755,0.488342871
0.09006,0.00368121978,7.03785251,0.161855154,7.39490731,2.61980934,2.06299371,0.48963483,0.488441953
0.09008,0.00481750312,7.15742955,0.281254713,7.76760899,2.61936293,2.06377452,0.489745748,0.488549629
0.0901,0.00587781156,7.27266503,0.396218851,8.12608999,2.61815333,2.06452669,0.489865012,0.488665413
0.09012,0.00684542341,7.3817416,0.504934495,8.46469662,2.61610452,2.06523835,0.489991931,0.488788628
0.09014,0.00770507883,7.48293904,0.605687109,8.77808863,2.6131047,2.06589839,0.490125624,0.488918416
0.09016,0.00844322057,7.57466138,0.696887732,9.06132343,2.60899078,2.06649663,0.490265041,0.489053752
0.09018,0.00904820766,7.65546206,0.777098047,9.30993407,2.60352047,2.06702408,0.490408978,0.489193463
0.0902,0.00951049912,7.72406678,0.845053063,9.51999971,2.59632035,2.0674732,0.490556103,0.489336254
0.09022,0.00982280433,7.77939359,0.899681071,9.6882074,2.58678423,2.06783824,0.490704994,0.48948074
0.09024,0.00998019804,7.82056995,0.940120545,9.8119043,2.57386148,2.06811577,0.490854179,0.48962549
0.09026,0.00998019807,7.84694648,0.965733738,9.88913942,2.55559101,2.06830583,0.491002194,0.489769081
0.09028,0.00982280442,7.85810722,0.976116732,9.91869415,2.52807539,2.06841412,0.491147666,0.489910178
0.0903,0.00951049927,7.85387621,0.971105813,9.90010204,2.48364178,2.06845597,0.491289452,0.490047668
0.09032,0.00904820786,7.8343202,0.950780048,9.83365886,2.41003284,2.06845811,0.491426819,0.490180839
0.09034,0.00844322082,7.79974766,0.915460031,9.72041621,2.29592488,2.06844687,0.491559539,0.49030947
0.09036,0.00770507913,7.75070384,0.865702821,9.56215875,2.13774043,2.06843367,0.491687694,0.490433644
0.09038,0.00684542375,7.68796224,0.802293152,9.36138091,1.93711366,2.06842035,0.491811436,0.490553512
0.0904,0.00587781194,7.61251236,0.72623106,9.12124906,1.69716381,2.068407,0.491930911,0.490669219
0.09042,0.00481750353,7.52554409,0.638716102,8.84555859,1.42211861,2.06839365,0.492046256,0.490780904
0.09044,0.00368122021,7.42842893,0.541128393,8.53873911,1.21481937,2.06838035,0.492157605,0.490888699
0.09046,0.00248688185,7.3226984,0.435006891,8.20534475,1.2020282,2.06836718,0.492265086,0.490992731
0.09048,0.00125332387,7.21002001,0.322025295,7.85092224,1.19875717,2.06835402,0.492368826,0.491093126
0.0905,2.33332464e-10,7.09217074,0.203965356,7.48096644,1.19655278,2.06834086,0.492468945,0.49119
0.09052,-0.00125332341,6.9710091,0.0826889044,7.1013111,1.1953369,2.06832771,0.492565559,0.491283471
0.09054,-0.0024868814,6.84844583,-0.0398915033,6.71794327,1.19507956,2.06831455,0.492658782,0.491373648
0.09056,-0.00368121978,6.7264138,-0.161842741,6.33690859,1.19577066,2.06830139,0.492748723,0.491460641
0.09058,-0.00481750312,6.60683748,-0.281241596,5.96421593,1.19741797,2.06828824,0.49283549,0.491544553
0.0906,-0.00587781156,6.49160264,-0.396205099,5.60574266,1.20004823,2.06827508,0.492919186,0.491625486
0.09062,-0.00684542341,6.3825266,-0.504920217,5.267142,1.20371145,2.06826193,0.492999911,0.491703539
0.09064,-0.00770507883,6.28132956,-0.605672443,4.95375382,1.20848942,2.06824877,0.493077763,0.491778806
0.09066,-0.00844322057,6.18960746,-0.696872842,4.67052047,1.21451104,2.06823562,0.493152837,0.491851379
0.09068,-0.00904820766,6.10880684,-0.777083109,4.4219088,1.22197955,2.06822247,0.493225222,0.491921349
0.0907,-0.00951049912,6.040202,-0.845038255,4.21183972,1.23122266,2.06820932,0.493295008,0.4919888
0.09072,-0.00982280433,5.9848749,-0.89966656,4.04362639,1.24279034,2.06819617,0.493362281,0.492053817
0.09074,-0.00998019804,5.94369811,-0.940106482,3.91992199,1.25765786,2.06818302,0.493427123,0.49211648
0.09076,-0.00998019807,5.91732103,-0.965720241,3.84267799,1.27767494,2.06816988,0.493489615,0.492176867
0.09078,-0.00982280442,5.90615964,-0.976103883,3.81311355,1.3065706,2.06815674,0.493549835,0.492235054
0.0908,-0.00951049927,5.91038998,-0.971093654,3.83169583,1.35182859,2.06814362,0.493607858,0.492291115
0.09082,-0.00904820786,5.92994531,-0.950768574,3.89812973,1.42571656,2.06813051,0.493663756,0.49234512
0.09084,-0.00844322082,5.96451723,-0.915449196,4.011364,1.53985815,2.06811744,0.493717601,0.492397138
0.09086,-0.00770507913,6.0135605,-0.865692534,4.16961453,1.69803781,2.0681044,0.493769461,0.492447236
0.09088,-0.00684542375,6.07630168,-0.80228329,4.37038738,1.89865959,2.06809139,0.493819403,0.492495478
0.0909,-0.00587781194,6.15175131,-0.726221469,4.61051652,2.13860673,2.06807844,0.493867491,0.492541926
0.09092,-0.00481750353,6.23871948,-0.638706612,4.88620692,2.41366596,2.06806643,0.493913789,0.492586644
0.09094,-0.00368122021,6.33583472,-0.541118822,5.19304311,2.61372376,2.06828032,0.493959367,0.492630629
0.09096,-0.00248688185,6.44156552,-0.434997066,5.52642769,2.62136026,2.06896024,0.494011831,0.492681233
0.09098,-0.00125332387,6.55424433,-0.322015059,5.88085644,2.62445848,2.06969459,0.494074048,0.492741313
0.091,-2.33303155e-10,6.67209415,-0.203954574,6.25082044,2.62680307,2.07046358,0.494146287,0.49281112
0.09102,0.00125332341,6.79325645,-0.0826774738,6.63048508,2.62844369,2.07125472,0.494228766,0.492890859
0.09104,0.0024868814,6.91582044,0.0399036446,7.01386273,2.62939995,2.0720552,0.494321531,0.492980571
0.09106,0.00368121978,7.03785321,0.161855611,7.39490714,2.62966781,2.07285218,0.494424429,0.493080101
0.09108,0.00481750312,7.15743025,0.28125517,7.76760882,2.62922133,2.07363292,0.494537092,0.493189088
0.0911,0.00587781156,7.27266573,0.396219308,8.12608982,2.62801168,2.07438502,0.494658936,0.493306961
0.09112,0.00684542341,7.3817423,0.504934952,8.46469645,2.6259628,2.07509663,0.494789162,0.49343294
0.09114,0.00770507883,7.48293975,0.605687565,8.77808846,2.62296292,2.0757566,0.494926767,0.493566051
0.09116,0.00844322057,7.57466208,0.696888188,9.06132326,2.61884894,2.07635477,0.495070563,0.493705138
0.09118,0.00904820766,7.65546276,0.777098502,9.3099339,2.61337857,2.07688217,0.495219194,0.493848885
0.0912,0.00951049912,7.72406748,0.845053518,9.51999954,2.60617838,2.07733122,0.495371172,0.493995848
0.09122,0.00982280433,7.77939429,0.899681525,9.68820723,2.5966422,2.07769619,0.495524911,0.49414449
0.09124,0.00998019804,7.82057065,0.940120999,9.81190413,2.58371939,2.07797366,0.495678778,0.494293228
0.09126,0.00998019807,7.84694718,0.965734191,9.88913925,2.56544887,2.07816366,0.495831156,0.494440494
0.09128,0.00982280442,7.85810792,0.976117184,9.91869398,2.53793319,2.07827188,0.495980533,0.494584826
0.0913,0.00951049927,7.85387691,0.971106265,9.90010187,2.49349952,2.07831367,0.496125658,0.494725011
0.09132,0.00904820786,7.8343209,0.950780499,9.83365869,2.41989052,2.07831575,0.496265739,0.494860282
0.09134,0.00844322082,7.79974836,0.915460482,9.72041604,2.30578247,2.07830445,0.496400545,0.494990415
0.09136,0.00770507913,7.75070454,0.865703271,9.56215858,2.14759788,2.07829118,0.49653019,0.495115526
0.09138,0.00684542375,7.68796294,0.802293602,9.36138074,1.94697087,2.07827779,0.496654861,0.495235802
0.0914,0.00587781194,7.61251306,0.726231509,9.12124888,1.70702049,2.07826439,0.496774741,0.495351424
0.09142,0.00481750353,7.52554479,0.638716551,8.84555675,1.43188567,2.07825097,0.496890001,0.495462563
0.09144,0.00368122021,7.42842964,0.541128846,8.53875219,1.21635853,2.0782376,0.497000806,0.495569381
0.09146,0.00248688185,7.3226991,0.435007343,8.2053447,1.20203296,2.07822437,0.497107318,0.495672039
0.09148,0.00125332387,7.21002071,0.322025745,7.85092209,1.19875719,2.07821115,0.49720969,0.495770688
0.0915,2.33270292e-10,7.09217144,0.203965805,7.48096628,1.19655279,2.07819792,0.497308071,0.495865474
0.09152,-0.00125332341,6.9710098,0.0826893521,7.10131094,1.1953369,2.0781847,0.497402605,0.495956537
0.09154,-0.0024868814,6.84844653,-0.0398910565,6.71794311,1.19507957,2.07817148,0.497493429,0.496044013
0.09156,-0.00368121978,6.7264145,-0.161842295,6.33690842,1.19577067,2.07815826,0.497580679,0.496128034
0.09158,-0.00481750312,6.60683818,-0.281241151,5.96421576,1.19741797,2.07814504,0.497664483,0.496208727
0.0916,-0.00587781156,6.49160334,-0.396204655,5.6057425,1.20004823,2.07813182,0.497744968,0.496286212
0.09162,-0.00684542341,6.3825273,-0.504919773,5.26714184,1.20371145,2.07811861,0.497822253,0.496360609
0.09164,-0.00770507883,6.28133026,-0.605671999,4.95375366,1.20848942,2.07810539,0.497896456,0.496432031
0.09166,-0.00844322057,6.18960816,-0.696872399,4.6705203,1.21451105,2.07809217,0.49796769,0.496500587
0.09168,-0.00904820766,6.10880754,-0.777082667,4.42190863,1.22197955,2.07807896,0.498036064,0.496566384
0.0917,-0.00951049912,6.0402027,-0.845037813,4.21183955,1.23122267,2.07806574,0.498101682,0.496629524
0.09172,-0.00982280433,5.9848756,-0.899666119,4.04362623,1.24279034,2.07805253,0.498164646,0.496690104
0.09174,-0.00998019804,5.94369881,-0.940106041,3.91992182,1.25765787,2.07803932,0.498225055,0.496748219
0.09176,-0.00998019807,5.91732173,-0.9657198,3.84267782,1.27767495,2.07802612,0.498283001,0.496803962
0.09178,-0.00982280442,5.90616034,-0.976103444,3.81311338,1.30657062,2.07801292,0.498338576,0.49685742
0.0918,-0.00951049927,5.91039067,-0.971093214,3.83169566,1.35182863,2.07799973,0.498391867,0.496908677
0.09182,-0.00904820786,5.92994601,-0.950768136,3.89812956,1.42571664,2.07798656,0.498442961,0.496957817
0.09184,-0.00844322082,5.96451792,-0.915448757,4.01136384,1.53985832,2.07797342,0.498491937,0.497004917
0.09186,-0.00770507913,6.0135612,-0.865692097,4.16961437,1.69803813,2.07796031,0.498538875,0.497050054
0.09188,-0.00684542375,6.07630238,-0.802282853,4.37038721,1.89866014,2.07794725,0.498583851,0.497093302
0.0919,-0.00587781194,6.151752,-0.726221032,4.61051636,2.1386078,2.07793423,0.498626939,0.497134731
0.09192,-0.00481750353,6.23872018,-0.638706176,4.88620839,2.41375388,2.07792197,0.498668211,0.497174413
0.09194,-0.00368122021,6.33583542,-0.541118391,5.19302613,2.62261155,2.07811704,0.498708721,0.497213325
0.09196,-0.00248688185,6.44156622,-0.434996634,5.52642751,2.63119469,2.07879491,0.498756802,0.497259484
0.09198,-0.00125332387,6.55424502,-0.322014627,5.88085627,2.6342931,2.07952919,0.498815858,0.497316268
0.092,-2.33239206e-10,6.67209485,-0.203954141,6.25082026,2.63663763,2.08029813,0.498886143,0.497383913
0.09202,0.00125332341,6.79325715,-0.082677041,6.63048491,2.63827818,2.0810892,0.498967851,0.497462599
0.09204,0.0024868814,6.91582113,0.0399040773,7.01386256,2.63923438,2.08188962,0.499060994,0.497552327
0.09206,0.00368121978,7.03785391,0.161856044,7.39490697,2.63950217,2.08268653,0.499165355,0.497652885
0.09208,0.00481750312,7.15743094,0.281255603,7.76760865,2.63905563,2.08346721,0.499280486,0.49776383
0.0921,0.00587781156,7.27266642,0.39621974,8.12608965,2.63784592,2.08421925,0.499405698,0.497884493
0.09212,0.00684542341,7.381743,0.504935383,8.46469628,2.63579698,2.08493079,0.499540066,0.498013975
0.09214,0.00770507883,7.48294044,0.605687996,8.77808829,2.63279703,2.0855907,0.499682447,0.498151167
0.09216,0.00844322057,7.57466277,0.696888619,9.06132309,2.62868299,2.08618881,0.499831493,0.498294764
0.09218,0.00904820766,7.65546345,0.777098933,9.30993374,2.62321256,2.08671614,0.499985679,0.498443289
0.0922,0.00951049912,7.72406818,0.845053948,9.51999937,2.61601231,2.08716514,0.500143338,0.498595133
0.09222,0.00982280433,7.77939499,0.899681954,9.68820706,2.60647607,2.08753004,0.500302706,0.49874859
0.09224,0.00998019804,7.82057134,0.940121428,9.81190397,2.5935532,2.08780745,0.500461972,0.498901911
0.09226,0.00998019807,7.84694787,0.965734619,9.88913908,2.57528262,2.08799738,0.500619347,0.499053373
0.09228,0.00982280442,7.85810862,0.976117612,9.91869381,2.54776688,2.08810554,0.500773173,0.499201375
0.0923,0.00951049927,7.8538776,0.971106692,9.9001017,2.50333316,2.08814727,0.500922083,0.499344599
0.09232,0.00904820786,7.8343216,0.950780926,9.83365852,2.4297241,2.08814928,0.501065226,0.499482224
0.09234,0.00844322082,7.79974905,0.915460909,9.72041587,2.31561596,2.08813792,0.501202372,0.499614032
0.09236,0.00770507913,7.75070523,0.865703697,9.56215841,2.15743122,2.08812459,0.501333676,0.499740176
0.09238,0.00684542375,7.68796363,0.802294028,9.36138058,1.956804,2.08811114,0.501459373,0.499860891
0.0924,0.00587781194,7.61251375,0.726231934,9.12124872,1.71685311,2.08809767,0.50157969,0.499976401
0.09242,0.00481750353,7.52554548,0.638716976,8.84555407,1.44163159,2.08808418,0.50169484,0.500086918
0.09244,0.00368122021,7.42843034,0.541129274,8.53876607,1.21813999,2.08807075,0.501805028,0.500192644
0.09246,0.00248688185,7.3226998,0.43500777,8.20534464,1.20203837,2.08805745,0.501910454,0.500293775
0.09248,0.00125332387,7.21002141,0.322026171,7.85092194,1.19875721,2.08804417,0.502011309,0.500390498
0.0925,2.33207231e-10,7.09217214,0.20396623,7.48096613,1.19655279,2.08803088,0.502107774,0.500482991
0.09252,-0.00125332341,6.97101049,0.0826897754,7.10131078,1.19533691,2.0880176,0.502200025,0.500571427
0.09254,-0.0024868814,6.84844723,-0.0398906341,6.71794295,1.19507957,2.08800431,0.502288231,0.500655969
0.09256,-0.00368121978,6.72641519,-0.161841873,6.33690826,1.19577067,2.08799103,0.502372556,0.500736776
0.09258,-0.00481750312,6.60683887,-0.28124073,5.9642156,1.19741798,2.08797775,0.502453156,0.500814002
0.0926,-0.00587781156,6.49160403,-0.396204234,5.60574233,1.20004824,2.08796446,0.502530182,0.500887792
0.09262,-0.00684542341,6.38252799,-0.504919353,5.26714167,1.20371146,2.08795118,0.502603779,0.500958288
0.09264,-0.00770507883,6.28133095,-0.60567158,4.95375349,1.20848943,2.0879379,0.502674087,0.501025624
0.09266,-0.00844322057,6.18960885,-0.696871981,4.67052014,1.21451105,2.08792462,0.502741241,0.501089931
0.09268,-0.00904820766,6.10880823,-0.777082249,4.42190847,1.22197956,2.08791134,0.502805368,0.501151333
0.0927,-0.00951049912,6.04020339,-0.845037395,4.21183939,1.23122268,2.08789807,0.502866594,0.50120995
0.09272,-0.00982280433,5.98487629,-0.899665702,4.04362606,1.24279035,2.08788479,0.502925038,0.501265897
0.09274,-0.00998019804,5.9436995,-0.940105624,3.91992166,1.25765788,2.08787152,0.502980812,0.501319285
0.09276,-0.00998019807,5.91732242,-0.965719384,3.84267766,1.27767496,2.08785825,0.503034029,0.501370219
0.09278,-0.00982280442,5.90616103,-0.976103028,3.81311322,1.30657064,2.08784499,0.503084792,0.5014188
0.0928,-0.00951049927,5.91039137,-0.971092799,3.8316955,1.35182867,2.08783173,0.503133203,0.501465126
0.09282,-0.00904820786,5.9299467,-0.950767721,3.8981294,1.42571672,2.0878185,0.50317936,0.501509292
0.09284,-0.00844322082,5.96451861,-0.915448343,4.01136367,1.53985849,2.0878053,0.503223355,0.501551386
0.09286,-0.00770507913,6.01356189,-0.865691683,4.1696142,1.69803844,2.08779213,0.503265279,0.501591496
0.09288,-0.00684542375,6.07630307,-0.802282439,4.37038705,1.89866067,2.087779,0.503305219,0.501629704
0.0929,-0.00587781194,6.15175269,-0.726220619,4.61051619,2.13860883,2.08776592,0.503343256,0.50166609
0.09292,-0.00481750353,6.23872086,-0.638705764,4.88621068,2.41383893,2.08775342,0.503379474,0.501700732
0.09294,-0.00368122021,6.3358361,-0.541117983,5.19300725,2.63126094,2.08793015,0.503414903,0.501734585
0.09296,-0.00248688185,6.4415669,-0.434996226,5.52642732,2.64100499,2.08860553,0.503458652,0.501776364
0.09298,-0.00125332387,6.55424571,-0.322014218,5.8808561,2.64410366,2.08933975,0.503514756,0.501830059
0.093,-2.33177921e-10,6.67209553,-0.203953732,6.25082009,2.64644813,2.09010862,0.503583438,0.501895871
0.09302,0.00125332341,6.79325783,-0.082676632,6.63048474,2.64808862,2.09089963,0.50366486,0.501973946
0.09304,0.0024868814,6.91582182,0.0399044862,7.01386239,2.64904476,2.09169998,0.50375898,0.502064234
0.09306,0.00368121978,7.0378546,0.161856453,7.39490681,2.64931249,2.09249684,0.503865506,0.502166445
0.09308,0.00481750312,7.15743163,0.281256011,7.76760849,2.64886589,2.09327745,0.503983888,0.502280043
0.0931,0.00587781156,7.27266711,0.396220148,8.12608949,2.64765611,2.09402943,0.504113312,0.502404237
0.09312,0.00684542341,7.38174369,0.504935791,8.46469612,2.64560711,2.09474091,0.50425271,0.502537993
0.09314,0.00770507883,7.48294113,0.605688403,8.77808813,2.64260709,2.09540075,0.504400773,0.502680046
0.09316,0.00844322057,7.57466346,0.696889026,9.06132293,2.63849299,2.0959988,0.504555973,0.502828922
0.09318,0.00904820766,7.65546414,0.777099339,9.30993357,2.6330225,2.09652607,0.504716594,0.502982966
0.0932,0.00951049912,7.72406886,0.845054354,9.51999921,2.62582219,2.096975,0.504880772,0.503140384
0.09322,0.00982280433,7.77939567,0.89968236,9.68820689,2.61628589,2.09733984,0.505046541,0.503299285
0.09324,0.00998019804,7.82057203,0.940121833,9.8119038,2.60336296,2.09761718,0.505211894,0.503457742
0.09326,0.00998019807,7.84694856,0.965735024,9.88913892,2.58509232,2.09780705,0.505374863,0.503613861
0.09328,0.00982280442,7.85810931,0.976118017,9.91869365,2.55757653,2.09791515,0.505533627,0.503765898
0.0933,0.00951049927,7.85387829,0.971107096,9.90010154,2.51314276,2.09795682,0.505686699,0.503912424
0.09332,0.00904820786,7.83432228,0.95078133,9.83365836,2.43953364,2.09795876,0.505833169,0.504052567
0.09334,0.00844322082,7.79974974,0.915461311,9.72041571,2.3254254,2.09794734,0.505972819,0.50418612
0.09336,0.00770507913,7.75070592,0.8657041,9.56215825,2.16724053,2.09793395,0.506105855,0.504313289
0.09338,0.00684542375,7.68796432,0.80229443,9.36138041,1.96661308,2.09792043,0.506232571,0.504434366
0.0934,0.00587781194,7.61251444,0.726232336,9.12124855,1.72666173,2.0979069,0.506353249,0.50454963
0.09342,0.00481750353,7.52554617,0.638717377,8.84555307,1.45138614,2.09789335,0.506468157,0.504659342
0.09344,0.00368122021,7.42843103,0.541129679,8.53878026,1.22020449,2.09787985,0.506577548,0.504763753
0.09346,0.00248688185,7.32270049,0.435008174,8.20534459,1.20204483,2.09786649,0.506681668,0.504863103
0.09348,0.00125332387,7.21002209,0.322026573,7.85092178,1.19875722,2.09785314,0.506780752,0.504957621
0.0935,2.33145947e-10,7.09217282,0.203966631,7.48096597,1.19655279,2.09783979,0.506875024,0.505047525
0.09352,-0.00125332341,6.97101118,0.0826901754,7.10131062,1.19533691,2.09782644,0.506964697,0.505133024
0.09354,-0.0024868814,6.84844791,-0.039890235,6.71794278,1.19507957,2.0978131,0.507049977,0.505214316
0.09356,-0.00368121978,6.72641587,-0.161841475,6.3369081,1.19577067,2.09779975,0.507131062,0.505291592
0.09358,-0.00481750312,6.60683955,-0.281240332,5.96421543,1.19741798,2.0977864,0.50720814,0.505365036
0.0936,-0.00587781156,6.49160472,-0.396203837,5.60574217,1.20004824,2.09777306,0.507281393,0.505434823
0.09362,-0.00684542341,6.38252868,-0.504918956,5.26714151,1.20371146,2.09775971,0.507350993,0.505501118
0.09364,-0.00770507883,6.28133163,-0.605671184,4.95375333,1.20848943,2.09774637,0.507417106,0.505564082
0.09366,-0.00844322057,6.18960954,-0.696871585,4.67051997,1.21451106,2.09773303,0.507479891,0.505623868
0.09368,-0.00904820766,6.10880892,-0.777081854,4.4219083,1.22197956,2.09771969,0.507539499,0.505680621
0.0937,-0.00951049912,6.04020408,-0.845037001,4.21183922,1.23122268,2.09770635,0.507596076,0.505734481
0.09372,-0.00982280433,5.98487698,-0.899665308,4.04362589,1.24279035,2.09769301,0.507649761,0.505785581
0.09374,-0.00998019804,5.94370019,-0.940105231,3.91992149,1.25765788,2.09767967,0.507700685,0.505834048
0.09376,-0.00998019807,5.9173231,-0.965718991,3.84267749,1.27767497,2.09766634,0.507748976,0.505880004
0.09378,-0.00982280442,5.90616171,-0.976102635,3.81311305,1.30657066,2.09765301,0.507794755,0.505923564
0.0938,-0.00951049927,5.91039205,-0.971092407,3.83169533,1.35182871,2.0976397,0.507838136,0.505964839
0.09382,-0.00904820786,5.92994738,-0.950767329,3.89812923,1.4257168,2.0976264,0.507879232,0.506003936
0.09384,-0.00844322082,5.9645193,-0.915447952,4.01136351,1.53985866,2.09761313,0.507918147,0.506040955
0.09386,-0.00770507913,6.01356257,-0.865691292,4.16961404,1.69803875,2.0975999,0.507954984,0.506075992
0.09388,-0.00684542375,6.07630375,-0.802282049,4.37038688,1.8986612,2.09758671,0.507989837,0.506109142
0.0939,-0.00587781194,6.15175337,-0.726220229,4.61051603,2.13860982,2.09757356,0.508022801,0.506140491
0.09392,-0.00481750353,6.23872155,-0.638705374,4.88621133,2.41389223,2.09756089,0.508053964,0.506170125
0.09394,-0.00368122021,6.33583678,-0.541117599,5.19298679,2.6396275,2.09771982,0.508084337,0.506198972
0.09396,-0.00248688185,6.44156758,-0.434995842,5.52642714,2.65079123,2.09839216,0.508123842,0.506236477
0.09398,-0.00125332387,6.55424639,-0.322013833,5.88085592,2.65389024,2.09912631,0.508177253,0.506287334
0.094,-2.33113084e-10,6.67209621,-0.203953347,6.25081992,2.65623464,2.09989512,0.508244748,0.506351701
0.09402,0.00125332341,6.79325851,-0.082676246,6.63048457,2.65787507,2.10068607,0.508326439,0.50642967
0.09404,0.0024868814,6.9158225,0.0399048723,7.01386223,2.65883114,2.10148636,0.508422211,0.506521122
0.09406,0.00368121978,7.03785528,0.161856839,7.39490664,2.65909881,2.10228315,0.508531679,0.506625674
0.09408,0.00481750312,7.15743231,0.281256397,7.76760832,2.65865215,2.1030637,0.508654168,0.506742671
0.0941,0.00587781156,7.27266779,0.396220533,8.12608932,2.6574423,2.10381562,0.508788719,0.506871184
0.09412,0.00684542341,7.38174437,0.504936176,8.46469595,2.65539324,2.10452703,0.508934092,0.507010019
0.09414,0.00770507883,7.48294181,0.605688788,8.77808796,2.65239317,2.10518681,0.509088791,0.507157734
0.09416,0.00844322057,7.57466414,0.69688941,9.06132276,2.648279,2.1057848,0.509251082,0.507312666
0.09418,0.00904820766,7.65546482,0.777099723,9.30993341,2.64280844,2.106312,0.509419036,0.507472961
0.0942,0.00951049912,7.72406954,0.845054737,9.51999904,2.63560807,2.10676087,0.509590568,0.507636623
0.09422,0.00982280433,7.77939636,0.899682743,9.68820673,2.62607172,2.10712565,0.509763492,0.507801557
0.09424,0.00998019804,7.82057271,0.940122216,9.81190364,2.61314872,2.10740293,0.509935589,0.507965644
0.09426,0.00998019807,7.84694924,0.965735406,9.88913876,2.59487803,2.10759274,0.510104694,0.508126812
0.09428,0.00982280442,7.85810999,0.976118398,9.91869349,2.56736219,2.10770077,0.510268818,0.508283163
0.0943,0.00951049927,7.85387897,0.971107477,9.90010137,2.52292836,2.10774237,0.510426346,0.508433158
0.09432,0.00904820786,7.83432296,0.95078171,9.83365819,2.44931918,2.10774426,0.510576314,0.508575875
0.09434,0.00844322082,7.79975042,0.915461692,9.72041555,2.33521086,2.10773277,0.510718527,0.508711135
0.09436,0.00770507913,7.7507066,0.86570448,9.56215808,2.17702584,2.10771932,0.510853256,0.508839206
0.09438,0.00684542375,7.687965,0.802294809,9.36138025,1.97639817,2.10770574,0.51098087,0.508960452
0.0944,0.00587781194,7.61251511,0.726232715,9.12124838,1.73644639,2.10769214,0.51110172,0.509075219
0.09442,0.00481750353,7.52554685,0.638717755,8.84555224,1.46112762,2.10767853,0.511216139,0.50918383
0.09444,0.00368122021,7.42843171,0.541130061,8.53879434,1.22257634,2.10766496,0.51132444,0.509286595
0.09446,0.00248688185,7.32270117,0.435008556,8.20534457,1.2020525,2.10765154,0.511426926,0.509383806
0.09448,0.00125332387,7.21002278,0.322026953,7.85092163,1.19875723,2.10763812,0.511523885,0.509475744
0.0945,2.33082886e-10,7.0921735,0.203967009,7.48096581,1.1965528,2.10762471,0.51161559,0.509562673
0.09452,-0.00125332341,6.97101186,0.0826905531,7.10131046,1.19533691,2.1076113,0.511702301,0.509644844
0.09454,-0.0024868814,6.84844859,-0.0398898582,6.71794262,1.19507958,2.10759789,0.511784267,0.509722498
0.09456,-0.00368121978,6.72641655,-0.161841099,6.33690793,1.19577067,2.10758448,0.511861725,0.509795863
0.09458,-0.00481750312,6.60684023,-0.281239957,5.96421527,1.19741798,2.10757107,0.5119349,0.509865156
0.0946,-0.00587781156,6.49160539,-0.396203463,5.605742,1.20004824,2.10755767,0.512004008,0.509930583
0.09462,-0.00684542341,6.38252936,-0.504918582,5.26714134,1.20371146,2.10754426,0.512069255,0.509992341
0.09464,-0.00770507883,6.28133231,-0.605670811,4.95375316,1.20848943,2.10753085,0.512130835,0.510050618
0.09466,-0.00844322057,6.18961021,-0.696871212,4.67051981,1.21451106,2.10751745,0.512188934,0.510105592
0.09468,-0.00904820766,6.10880959,-0.777081481,4.42190814,1.22197956,2.10750404,0.512243729,0.51015743
0.0947,-0.00951049912,6.04020475,-0.845036629,4.21183906,1.23122268,2.10749064,0.512295389,0.510206294
0.09472,-0.00982280433,5.98487765,-0.899664936,4.04362573,1.24279036,2.10747724,0.512344072,0.510252336
0.09474,-0.00998019804,5.94370086,-0.940104859,3.91992133,1.25765789,2.10746384,0.512389932,0.510295702
0.09476,-0.00998019807,5.91732378,-0.96571862,3.84267733,1.27767498,2.10745044,0.512433112,0.510336528
0.09478,-0.00982280442,5.90616239,-0.976102265,3.81311289,1.30657067,2.10743705,0.51247375,0.510374946
0.0948,-0.00951049927,5.91039272,-0.971092037,3.83169517,1.35182874,2.10742367,0.512511976,0.510411079
0.09482,-0.00904820786,5.92994806,-0.950766959,3.89812907,1.42571688,2.10741031,0.512547915,0.510445046
0.09484,-0.00844322082,5.96451997,-0.915447582,4.01136334,1.53985882,2.10739698,0.512581685,0.510476959
0.09486,-0.00770507913,6.01356325,-0.865690923,4.16961387,1.69803905,2.10738369,0.512613397,0.510506924
